,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.59,0.73,,,0.75,0.75,3.15,2.24,,,0.75,0.81,5.0,,0.71,0.32,0.36,0.53,0.18,1.34,1.16,2.64,0.74,0.61,0.37
TEMP_0_0,1.09,0.51,,,1.13,0.58,16.32,0.57,,,1.81,0.84,0.75,,0.84,0.33,0.42,0.74,0.18,0.62,0.48,0.46,0.82,0.74,0.42
TEMP_1_1,,45.42,0.26,,11.39,19.9,0.31,,,,0.85,2.57,,0.19,0.97,0.47,0.45,0.66,0.26,2.24,,,0.96,0.82,0.7
TEMP_0_2,,,,0.09,,,,,0.09,0.09,,,0.42,,1.81,0.68,1.19,2.67,0.3,0.91,,,1.71,1.43,0.79
PRES_0_0,0.63,0.65,6.7,,0.62,0.95,,4.68,,,0.75,0.78,2.82,,0.73,0.31,0.36,0.54,0.18,1.09,1.09,0.77,0.75,0.6,0.32
PRES_1_0,1.14,0.68,,,1.5,0.32,,,,,1.93,0.92,1.38,,0.94,0.41,0.59,0.93,0.21,0.8,0.66,,0.96,0.91,0.63
PRES_0_1,4.96,6.95,0.29,,,,0.28,,,,0.82,2.64,,0.21,0.88,0.47,0.46,0.74,0.25,2.42,0.81,,0.92,0.8,0.71
PRES_1_1,1.68,0.68,,,5.83,,,0.24,,,6.9,1.31,0.68,,1.28,0.4,0.43,0.75,0.25,0.83,1.52,,1.1,1.08,0.78
PRES_1_3,,,,0.1,,,,,0.08,,,,0.44,,2.14,0.69,1.21,2.37,0.32,1.01,,,1.67,1.57,0.8
PRES_1_2,,,,0.18,,,,,,0.02,,,0.78,,2.17,1.9,,,0.51,,,,,2.21,
DEWP_1_0,0.85,1.15,0.65,,1.01,1.1,0.63,10.32,,,0.57,1.34,20.36,,0.68,0.34,0.37,0.61,0.18,1.46,1.72,,0.74,0.6,0.38
DEWP_0_0,0.78,0.55,3.67,,0.94,0.62,4.57,0.87,,,1.53,0.55,,,0.79,0.31,0.36,0.58,0.18,1.12,0.66,0.42,0.75,0.7,0.47
DEWP_0_1,2.58,0.81,,0.27,2.1,0.96,,0.57,0.27,0.27,,,0.26,,1.35,0.45,0.66,0.81,0.23,0.45,0.67,,1.17,0.93,0.43
DEWP_1_1,,,0.66,,,,0.73,,,,,,,0.03,1.91,0.93,0.72,,0.57,,,,2.19,1.95,
WSPM_0_1,0.85,0.77,1.16,1.03,0.99,0.77,1.09,1.66,1.24,0.54,0.81,1.01,1.59,0.65,0.55,0.37,0.41,0.99,0.17,2.47,2.43,,0.79,0.6,0.36
WSPM_0_0,1.18,0.96,1.76,1.8,1.44,1.1,1.81,1.17,1.58,,1.37,1.1,1.86,,1.32,0.31,0.49,0.83,0.19,2.74,1.92,,0.9,0.91,0.7
WSPM_1_1,1.29,1.0,1.67,1.99,1.61,1.24,1.82,1.35,1.78,,1.49,1.17,2.06,,1.2,0.39,0.26,1.62,0.24,3.04,,,1.03,0.97,0.7
WSPM_1_2,1.38,1.1,1.42,2.29,1.55,1.18,1.78,1.58,2.99,,1.72,1.25,1.77,,1.43,0.53,0.75,0.24,0.46,4.69,,,1.07,1.09,1.06
WSPM_1_0,1.43,1.15,2.17,1.73,1.72,1.25,2.15,1.68,1.62,,1.55,1.5,1.96,,1.25,0.45,0.77,1.55,0.23,3.57,,,1.18,1.08,0.73
WSPM_0_2,1.93,1.08,4.81,1.35,1.75,1.19,5.36,1.22,1.13,,2.31,2.0,0.83,,8.31,1.03,1.64,1.98,0.54,0.17,,,1.71,1.12,0.37
WSPM_1_3,5.06,1.5,,,6.04,1.39,2.68,1.71,,,16.64,1.97,2.02,,10.09,1.36,,,1.28,,0.05,,1.69,2.54,2.47
WSPM_0_3,2.26,1.64,,,2.24,,,,,,,1.85,,,,2.69,,,1.27,,,0.03,,2.25,0.44
PM10_0,0.93,0.68,1.13,1.12,1.13,0.73,1.12,0.94,1.07,,1.03,0.82,1.22,0.89,0.75,0.29,0.37,0.49,0.16,1.41,0.64,,0.61,0.73,1.07
PM10_1,0.85,0.76,1.23,1.03,0.95,0.83,1.23,1.27,1.17,0.58,0.86,0.98,1.34,1.01,0.72,0.35,0.36,0.71,0.19,0.82,0.94,0.88,0.89,0.56,0.32
PM10_2,1.26,1.06,3.1,3.46,1.4,1.15,3.51,2.7,3.96,,1.53,1.7,1.48,,1.35,0.58,0.75,1.11,0.3,0.52,,0.53,2.07,1.01,0.2
