,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.21,0.09,0.97,0.39,0.16,0.79,0.55,0.63,0.42,0.71,0.42,0.31,0.23,0.94,0.78,0.27
PRES_0_1,1.0,1.0,,,0.97,0.4,0.15,0.8,0.55,0.63,0.42,0.72,0.42,0.31,0.22,0.94,0.78,0.28
PRES_0_0,1.71,,2.88,,1.71,,,1.25,1.53,,,1.07,,,0.86,1.8,0.67,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.01,0.21,0.1,1.02,,,0.79,0.58,0.63,0.44,0.72,0.39,0.33,0.23,0.95,0.79,0.28
DEWP_1_0,1.36,1.36,,,,1.86,0.29,1.34,0.32,0.89,,0.97,0.87,,,1.29,0.92,
DEWP_0_0,2.04,1.76,,,,,3.68,1.34,,1.34,,,1.96,,,2.1,,
WSPM_0_1,1.11,1.11,0.21,,1.05,0.54,0.11,1.21,0.15,0.53,,0.77,0.3,,,1.06,0.85,0.33
WSPM_0_2,1.24,1.22,0.38,0.27,1.24,0.16,,0.23,1.51,0.37,,0.58,,,,1.16,0.93,0.26
WSPM_0_0,1.32,1.31,,,1.26,0.53,,0.78,0.34,1.56,0.25,1.52,0.86,,0.29,1.24,1.04,0.36
WSPM_0_3,1.35,1.35,,,1.36,,,,,0.37,1.8,0.47,,,,1.16,1.18,0.59
WSPM_1_0,1.36,1.36,,,1.32,0.55,,0.99,0.5,1.4,0.31,1.39,0.7,,,1.24,1.11,0.37
WSPM_1_1,1.46,1.47,,,1.3,0.97,0.71,1.22,,1.07,,0.8,1.94,,,1.38,1.2,
WSPM_0_4,1.49,1.49,,,1.51,,,,,,,,,2.21,,1.36,1.09,
WSPM_1_2,1.73,1.63,,,1.74,,,,,1.02,,,,,2.82,1.78,0.84,
PM10_0,1.05,1.04,0.26,0.12,1.01,0.43,0.2,0.84,0.58,0.68,0.41,0.79,0.48,0.33,0.29,1.09,0.61,0.21
PM10_1,1.17,1.17,,,1.15,0.37,,0.92,0.67,0.67,0.57,0.73,0.39,0.31,,0.84,1.3,0.39
PM10_2,1.81,1.81,,,1.8,,,1.31,,1.25,1.17,1.34,,,,0.83,2.02,2.61
