,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.21,0.14,0.97,0.41,0.24,0.92,0.65,1.0,0.46,1.18,0.7,0.33,0.33,1.02,1.0,0.5
PRES_0_1,1.0,1.0,,,0.97,0.41,0.24,0.92,0.64,1.0,0.47,1.18,0.71,0.33,0.31,1.02,1.01,0.51
PRES_0_0,1.78,,3.0,,1.8,,,1.56,2.01,1.04,,1.93,,,1.16,1.87,1.13,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.01,0.21,0.15,1.02,0.12,,0.92,0.68,1.01,0.49,1.19,0.67,0.35,0.34,1.04,1.01,0.52
DEWP_1_0,1.35,1.36,,,,1.86,0.51,1.47,0.51,1.38,,1.61,1.43,,,1.34,1.31,0.44
DEWP_0_0,1.8,1.45,,,,2.19,3.32,1.52,,1.96,,2.3,2.07,,,1.89,2.16,2.55
WSPM_0_1,1.11,1.1,0.22,,1.05,0.54,0.23,1.22,0.51,1.17,0.3,1.45,0.85,0.1,0.25,1.15,1.1,0.54
WSPM_0_2,1.24,1.23,0.37,0.49,1.24,0.14,,0.73,1.51,0.98,0.29,1.26,0.39,,0.29,1.27,1.14,0.39
WSPM_0_0,1.31,1.31,,,1.27,0.63,0.57,1.33,0.43,1.63,0.31,1.72,1.08,,0.58,1.34,1.37,0.81
WSPM_0_3,1.35,1.35,,,1.36,,,0.42,0.59,0.86,1.8,1.03,,,,1.34,1.41,0.92
WSPM_1_0,1.36,1.35,,,1.31,0.6,0.34,1.32,0.61,1.57,0.38,1.71,1.02,,0.43,1.39,1.41,0.89
WSPM_1_1,1.46,1.47,,,1.29,1.01,0.8,1.48,0.73,1.65,,1.77,1.99,,0.39,1.48,1.64,1.03
WSPM_0_4,1.49,1.49,,,1.51,,,0.85,,,,1.0,,2.21,,1.45,1.48,
WSPM_1_2,1.76,1.63,,,1.78,,,1.48,0.89,1.63,,1.74,1.68,,2.88,1.85,2.1,
PM10_0,1.05,1.04,0.26,0.18,1.01,0.45,0.3,0.98,0.69,1.08,0.46,1.26,0.8,0.35,0.42,1.1,0.97,0.45
PM10_1,1.16,1.16,,,1.14,0.37,0.15,1.03,0.76,1.06,0.6,1.3,0.69,0.35,0.1,1.15,1.34,0.72
PM10_2,1.79,1.79,,,1.78,,,1.63,0.93,1.4,1.11,2.0,,,,1.73,2.11,2.71
