,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.02,67.23,537.01,1.09,11.92,132.34,1.89,4.66,4.33,9.75,4.28,10.48,22.59,48.62,1.27,2.26,42.68
PRES_0_1,0.95,0.96,,,1.04,11.27,130.02,1.8,4.48,4.11,9.21,4.07,9.91,21.35,46.67,1.21,2.15,40.34
PRES_0_0,,,,,,,,,,,,,,,,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.77,0.78,48.43,393.01,0.8,41.86,,1.48,3.41,3.35,7.13,3.29,8.76,16.53,35.32,0.97,1.72,33.09
DEWP_1_0,,,,,,,0.02,,0.01,,,,,,,,,0.03
DEWP_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.08,0.08,6.38,,0.09,0.78,8.49,0.12,0.68,0.32,2.72,0.31,0.78,3.15,4.55,0.1,0.17,3.22
WSPM_0_2,0.01,0.01,0.21,1.98,0.01,0.12,,0.02,0.01,0.04,0.09,0.03,0.08,,0.57,0.01,0.01,0.26
WSPM_0_0,,,,,,0.02,0.16,,0.01,,0.02,,0.01,,0.06,,,0.06
WSPM_0_3,,,,,,,,,0.01,0.01,,0.01,,,,,,0.03
WSPM_1_0,,,,,,0.01,,,,,0.01,,0.01,,0.03,,,0.03
WSPM_1_1,,,,,,,0.01,,,,,,,,,,,0.01
WSPM_0_4,,,,,,,,,,,,,,,,,,
WSPM_1_2,,,,,,,,,,,,,,,,,,
PM10_0,0.3,0.31,17.12,134.09,0.33,3.49,39.07,0.57,1.43,1.36,3.33,1.32,3.33,6.76,13.52,0.37,0.75,19.81
PM10_1,0.02,0.02,,,0.03,0.35,3.14,0.05,0.11,0.1,0.19,0.1,0.23,0.66,,0.03,0.05,0.71
PM10_2,,,,,,,,,,,,,,,,,,
