,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.49,0.99,,,,0.51,0.67,1.46,0.59,2.21,,,0.51,0.74,0.88,2.44,11.09,13.99,0.51,0.92,0.89,1.5,0.88,0.34,0.17,0.43,0.67,1.46,0.51,0.99,0.62,0.55
TEMP_0_0,0.88,0.48,41.13,,,,1.27,0.63,1.15,1.31,,,,1.23,0.58,23.36,1.07,0.73,,0.9,0.89,0.9,2.82,0.29,0.17,0.34,0.46,0.8,,0.99,0.66,0.5
TEMP_1_1,,,0.3,,,,0.8,,0.98,,0.3,,,2.94,13.18,0.38,,,,1.26,0.65,2.34,2.56,0.31,0.14,0.59,2.84,,,0.95,0.9,5.97
TEMP_0_2,,,,0.16,,,7.62,,,0.74,,0.19,,2.39,1.22,,,0.44,,5.02,2.18,3.14,0.54,0.5,0.31,0.62,0.81,,,1.63,1.34,0.75
TEMP_0_1,,,,,0.14,,7.79,3.48,6.3,0.56,,0.55,,43.45,,,0.25,,,4.97,4.88,0.68,,0.58,0.43,0.73,1.3,0.21,,1.89,1.09,0.42
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.82,1.49,0.87,16.15,6.97,0.38,0.42,4.83,0.84,11.65,,,0.38,0.99,1.63,0.94,6.34,7.71,0.38,1.18,0.82,1.41,1.05,0.33,0.16,0.55,0.64,1.32,0.38,1.04,0.65,0.54
PRES_1_1,0.99,0.59,,,2.1,,3.49,0.41,7.7,,,,,1.42,0.8,,0.86,0.66,,0.98,0.88,0.91,3.15,0.32,0.17,0.37,0.62,0.86,,1.08,0.69,0.54
PRES_1_0,0.72,0.95,1.81,,,,0.86,12.19,0.33,,,,,0.96,0.9,1.65,4.59,,,1.27,1.06,1.33,1.0,0.4,0.2,0.63,0.82,2.47,,1.04,0.8,1.23
PRES_1_2,1.34,1.32,,0.58,0.43,,15.44,,,0.23,,,,1.63,0.69,,0.78,,,1.48,1.93,1.74,1.45,0.35,0.24,0.37,0.66,0.6,,1.37,0.95,0.7
PRES_0_1,,,0.41,,,,,,,,0.14,,,,,0.39,,,,1.08,0.88,,,0.4,0.18,0.6,,,,1.31,1.28,6.14
PRES_1_3,,,,0.22,0.65,,18.08,,,,,0.13,,6.56,1.99,,1.16,0.36,,4.4,1.63,1.3,1.08,0.68,0.36,0.53,1.15,0.51,,1.61,1.59,0.53
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.56,0.84,2.4,1.58,14.0,0.3,0.63,1.28,0.64,1.5,,4.09,0.3,0.57,1.15,,,,0.3,0.82,1.05,0.91,0.7,0.38,0.17,0.52,1.03,,0.3,1.0,0.56,0.4
DEWP_0_0,0.92,0.64,32.84,1.31,,,2.12,1.18,1.23,0.74,,2.32,,1.57,0.32,,,,,1.69,0.71,1.92,3.51,0.28,0.17,0.31,0.41,0.71,,1.02,0.95,2.03
DEWP_1_1,2.69,15.97,0.39,,,,0.85,,0.9,,0.29,,,,,0.29,,,,1.25,0.59,5.54,2.47,0.31,0.14,0.61,2.73,,,1.01,0.82,2.98
DEWP_0_2,5.89,1.5,,,0.21,,3.28,1.05,2.5,0.88,,0.82,,,,,0.2,,,1.66,3.6,0.74,,0.45,0.29,0.48,0.92,0.31,,1.44,0.96,0.44
DEWP_0_1,4.36,1.07,,0.43,,,4.1,0.89,,,,0.34,,65.91,17.15,,,0.19,,1.68,1.71,1.72,1.7,0.36,0.3,0.4,0.36,0.39,,1.32,1.22,0.72
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.83,0.97,1.72,3.39,4.57,,0.92,1.24,1.07,1.43,1.03,2.75,,1.09,1.47,1.63,1.47,1.52,,0.38,2.79,7.01,,0.6,0.24,0.59,0.96,,,1.05,0.66,0.75
WSPM_0_1,1.13,1.14,0.88,2.3,8.49,,1.07,1.51,1.04,2.73,0.86,1.79,,1.6,0.74,0.77,5.9,2.38,,1.63,0.37,4.37,8.46,0.29,0.1,0.45,0.96,,,0.91,0.79,1.96
WSPM_0_3,1.15,1.07,2.93,3.0,0.5,,1.06,1.15,1.15,1.75,,1.15,,1.24,1.63,5.91,0.72,1.77,,23.13,5.3,0.31,,0.82,0.46,1.02,,,,1.61,0.68,0.3
WSPM_0_4,1.03,1.76,2.84,0.51,,,0.93,3.54,0.86,1.61,,0.84,,1.04,2.37,3.11,,1.81,,,6.85,,0.24,1.69,0.84,2.15,,,,1.72,0.7,0.39
WSPM_0_0,1.81,1.51,1.75,2.0,1.6,,2.31,2.64,1.46,1.22,1.4,3.64,,2.59,1.1,2.08,1.62,2.18,,3.51,1.2,3.28,7.12,0.18,0.13,0.38,0.64,,,1.3,1.68,7.2
WSPM_1_0,1.68,1.58,1.69,2.72,2.81,,1.89,2.65,1.49,1.99,1.79,4.08,,2.39,1.15,1.73,2.83,4.3,,2.49,1.05,4.68,7.25,0.29,0.18,0.93,1.34,,,1.42,1.35,4.04
WSPM_1_1,1.82,1.28,3.11,3.67,3.03,,3.05,1.87,2.1,1.85,2.08,2.58,,3.58,1.0,3.44,2.07,1.41,,6.03,1.04,4.14,8.12,0.31,0.26,0.13,2.61,,,1.48,2.11,
WSPM_1_2,2.23,1.16,8.83,2.05,2.92,,2.58,1.74,1.71,2.16,,2.35,,5.33,0.93,8.35,2.28,0.87,,12.6,1.37,,,0.24,0.35,0.55,0.11,,,1.5,4.28,
WSPM_1_3,4.15,2.72,,,0.58,,3.33,3.0,2.37,1.82,,1.75,,,2.26,,1.03,0.97,,,,,,0.54,0.49,,,0.05,,2.02,,2.78
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.85,0.79,0.93,1.16,1.43,,0.96,1.12,0.76,1.1,0.92,1.11,,1.16,0.65,1.05,1.22,0.96,,0.87,0.57,1.54,1.96,0.22,0.12,0.26,0.41,0.5,,0.67,0.75,3.48
PM10_1,0.79,0.96,1.66,1.61,1.47,,0.74,1.21,0.86,1.36,1.45,2.58,,0.98,1.21,1.24,1.75,1.97,,0.96,1.16,0.9,0.82,0.41,0.19,0.74,1.08,,,1.23,0.49,0.38
PM10_2,1.25,1.29,,1.16,0.74,,1.19,1.52,1.82,2.46,,0.65,,1.39,2.31,,0.9,1.76,,2.85,4.8,0.72,0.89,0.69,0.4,,,,,3.29,0.92,0.19
