,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.03,4519.85,,1.2,152.84,50531.39,5.45,29.93,82.2,118.09,143.25,437.23,581.26,5407.15,2.21,11.92,12797.99
PRES_0_1,0.97,1.0,,,1.16,148.0,49569.03,5.27,28.96,79.64,114.35,138.71,423.36,562.83,5235.73,2.14,11.54,12392.26
PRES_0_0,,,1.0,,,,,,0.01,,,,,,1.19,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.84,0.86,3765.14,,1.0,,,4.56,25.03,68.88,98.8,119.93,366.35,486.29,4483.83,1.85,9.97,10706.94
DEWP_1_0,0.01,0.01,,,,1.0,,0.04,0.2,0.54,,0.93,2.86,,,0.01,0.08,
DEWP_0_0,,,,,,,1.0,,,,,,0.01,,,,,
WSPM_0_1,0.18,0.19,833.05,,0.22,28.1,,1.0,,,,27.51,65.11,,,0.41,2.17,2589.31
WSPM_0_2,0.03,0.03,149.02,,0.04,4.96,,,1.0,,,4.92,,,,0.07,0.39,
WSPM_0_0,0.01,0.01,,,0.01,1.85,,,,1.0,,1.69,6.48,,,0.03,0.14,
WSPM_0_3,0.01,0.01,,,0.01,,,,,,1.0,1.16,,,,0.02,0.1,113.93
WSPM_1_0,0.01,0.01,,,0.01,1.07,,0.04,0.2,0.59,0.86,1.0,,,,0.02,0.09,
WSPM_1_1,,,,,,0.35,121.86,0.02,,0.15,,,1.0,,,,0.03,
WSPM_0_4,,,,,,,,,,,,,,1.0,,,0.02,
WSPM_1_2,,,0.84,,,,,,,,,,,,1.0,,,
PM10_0,0.45,0.47,2045.1,,0.54,69.25,23166.4,2.46,13.47,37.14,53.21,66.42,200.64,264.68,2468.51,1.0,5.37,
PM10_1,0.08,0.09,,,0.1,12.77,,0.46,2.55,6.95,9.97,11.01,34.82,48.48,,0.19,1.0,1052.97
PM10_2,,,,,,,,,,,0.01,,,,,,,1.0
