,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.81,,,,,0.92,0.97,1.35,1.24,1.11,,0.96,1.19,0.81,0.81,,0.96,1.02,1.07,1.06,1.03,1.05,1.01,0.81,0.91,,0.99,1.03,0.98
TEMP_0_1,,0.46,,,,1.42,0.83,0.72,0.97,1.05,,0.86,,,,,1.04,1.06,0.81,0.98,0.87,0.95,1.03,,1.52,,1.03,0.93,1.07
TEMP_0_0,,,0.36,,,1.08,,0.77,0.61,0.69,,,0.5,,,,1.18,0.84,1.15,0.82,1.13,0.86,0.91,,1.02,,1.03,0.95,0.98
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.92,1.42,1.07,,,0.67,,,,,,0.97,1.08,,,,0.94,1.01,1.11,0.95,1.0,0.91,0.94,1.23,1.23,,0.93,1.06,1.31
PRES_1_3,0.97,0.83,,,,,0.52,,,,,0.94,1.31,,,,1.21,1.09,0.89,1.13,0.99,1.14,1.14,0.62,0.77,,1.07,1.02,0.76
PRES_1_1,1.34,0.72,0.78,,,,,0.34,,,,1.24,0.7,,,,0.91,1.18,1.13,0.87,0.77,1.03,0.97,,0.94,,0.94,1.08,1.29
PRES_1_0,1.24,0.97,0.61,,,,,,0.34,0.91,,1.08,0.84,,,,1.21,0.79,0.87,1.03,1.72,1.07,0.85,,1.03,,1.05,0.88,1.13
PRES_0_0,1.11,1.05,0.69,,,,,,0.91,0.29,,1.07,0.94,0.32,,,0.8,0.9,0.97,1.2,1.13,1.03,1.5,,,,1.41,0.77,0.73
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.96,0.86,,,,0.97,0.94,1.24,1.07,1.07,,0.86,,,,,0.94,1.04,0.93,1.02,1.08,0.99,0.99,1.08,1.18,,1.01,0.99,0.99
DEWP_0_1,1.19,,0.5,,,1.08,1.3,0.7,0.84,0.94,,,0.5,,,,1.37,0.89,1.31,0.95,0.82,1.01,1.0,0.86,0.74,,0.96,1.06,1.05
DEWP_0_0,0.81,,,,,,,,,0.31,,,,0.08,,,0.52,,,,,,,,,,,0.74,
DEWP_1_0,0.81,,,,,,,,,,,,,,0.07,,0.6,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.96,1.04,1.17,,,0.94,1.21,0.9,1.25,0.79,,0.94,1.37,0.52,0.52,,0.46,,,,,,2.71,,,,1.38,0.8,0.7
WSPM_0_1,1.02,1.06,0.84,,,1.01,1.09,1.18,0.78,0.9,,1.04,0.89,,,,,0.48,,,,2.06,1.29,,,,0.95,1.03,1.36
WSPM_0_2,1.06,0.81,1.18,,,1.11,0.9,1.13,0.89,0.92,,0.93,1.31,,,,,,0.4,,,,2.25,,,,1.27,0.77,0.87
WSPM_0_0,1.06,0.99,0.82,,,0.95,1.13,0.87,0.96,1.58,,1.02,0.94,,,,,,,0.42,1.53,1.03,0.47,,,,0.83,1.71,1.86
WSPM_1_2,1.03,0.87,1.13,,,0.98,0.99,0.78,1.72,1.25,,1.08,0.82,,,,,,,1.35,0.32,,,,,,0.78,2.63,
WSPM_1_1,1.05,0.95,0.86,,,0.91,1.12,1.03,1.13,1.03,,0.99,1.01,,,,,2.85,,0.89,,0.28,,,,,0.81,1.89,
WSPM_1_0,1.01,1.03,0.91,,,0.94,1.14,1.02,0.88,1.12,,1.0,1.0,,,,2.35,1.17,1.61,0.51,,,0.44,,,,0.85,1.35,1.99
WSPM_0_4,0.81,,,,,1.23,0.62,,,,,1.07,0.88,,,,,,,,,,,0.24,,,2.36,0.72,0.57
WSPM_1_3,0.92,1.45,1.02,,,1.23,0.77,0.94,0.95,,,1.17,0.73,,,,,,,,,,,,0.19,,0.82,2.32,1.34
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.99,1.04,1.02,,,0.93,1.07,0.95,1.04,1.48,,1.01,0.96,,,,1.35,0.95,1.23,0.81,0.81,0.83,0.86,2.1,0.85,,0.79,2.33,
PM10_1,1.03,0.93,0.96,,,1.06,1.02,1.08,0.91,0.74,,0.99,1.07,0.67,,,0.81,1.04,0.79,1.79,1.89,1.5,1.42,0.74,2.16,,2.35,0.59,1.56
PM10_2,0.98,1.06,0.99,,,1.3,0.77,1.29,1.11,0.75,,0.99,1.07,,,,0.72,1.31,0.91,2.06,,,1.62,0.58,0.95,,,1.59,0.36
