,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.78,,,,,0.96,1.1,1.99,1.07,0.61,,1.07,1.62,0.34,0.1,,0.84,0.64,0.88,0.28,0.52,0.35,0.15,0.65,0.57,,0.8,0.49,0.45
TEMP_0_1,,0.4,,,,3.26,1.29,0.78,0.95,0.66,,1.38,,,,,1.51,0.96,0.78,0.36,0.58,0.39,0.2,,4.17,,1.24,0.65,0.53
TEMP_0_0,,,0.3,0.05,0.06,2.62,,1.18,0.56,0.46,0.06,,0.56,,,0.06,2.67,0.88,1.81,0.45,1.25,0.43,0.23,,1.29,0.06,1.55,0.83,0.79
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.17,2.8,1.6,,,0.62,,,7.43,1.92,,1.31,1.68,,,,0.92,0.74,1.11,0.29,0.56,0.32,0.16,1.73,1.25,,0.88,0.58,0.68
PRES_1_3,1.6,1.12,,,,,0.46,,,4.29,,1.44,2.64,0.53,0.15,,1.95,1.05,0.83,0.42,0.73,0.52,0.21,0.55,0.61,,1.31,0.65,0.42
PRES_1_1,3.68,1.24,1.24,0.04,,,19.85,0.27,3.34,1.27,,3.45,1.09,,0.18,,1.59,1.29,2.01,0.42,0.67,0.84,0.27,,1.96,,1.56,1.11,0.95
PRES_1_0,3.82,2.34,0.92,,0.06,16.45,,5.0,0.26,0.28,0.06,2.87,1.71,,,0.06,2.21,0.84,1.17,0.55,3.57,0.52,0.27,,1.57,0.06,1.62,0.81,0.85
PRES_0_0,3.58,3.22,1.38,,,12.59,14.79,2.44,0.41,0.21,,3.31,2.24,0.22,0.11,,1.79,1.14,2.01,0.92,1.08,0.64,0.4,,,,2.04,0.94,0.7
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.03,0.84,,,,1.01,0.97,1.45,0.76,0.48,,0.84,30.45,1.37,0.33,,0.76,0.61,0.63,0.25,0.52,0.28,0.13,1.08,1.01,,0.76,0.43,0.38
DEWP_0_1,2.4,24.91,0.43,0.07,0.12,2.04,2.73,0.8,0.82,0.62,0.12,35.99,0.44,0.67,0.17,0.12,2.61,0.74,1.82,0.37,0.56,0.44,0.21,0.95,0.57,0.12,1.2,0.77,0.69
DEWP_0_0,5.23,,,,,,,,1.37,0.71,,,,0.05,0.03,,2.18,,,,,,,,,,4.68,2.33,
DEWP_1_0,6.75,,,,,,,,,,,,,,0.04,,3.46,,,,,,,,,,6.04,3.81,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.72,2.02,2.49,,,1.6,2.74,1.22,1.17,0.64,,1.62,2.82,0.28,0.07,,0.4,3.08,8.53,1.6,2.17,2.2,0.49,,,,1.46,0.61,0.36
WSPM_0_1,1.97,1.94,1.32,,0.18,1.89,2.17,1.91,0.68,0.52,0.18,1.97,1.54,,,0.18,2.86,0.41,2.29,0.38,0.78,0.44,0.17,6.15,3.97,0.18,1.15,0.65,0.9
WSPM_0_2,2.32,1.4,2.9,0.14,,2.27,1.62,2.17,1.03,0.53,,1.84,3.62,,,,17.87,2.51,0.33,0.7,2.17,0.7,0.31,,,,1.55,0.73,0.59
WSPM_0_0,2.68,2.38,1.53,,,2.07,2.88,1.85,1.86,1.96,,2.55,2.06,,,,4.98,1.2,1.93,0.29,1.1,0.44,0.18,7.79,3.36,,1.5,1.1,1.68
WSPM_1_2,2.72,1.94,3.25,,,2.46,2.52,1.46,4.16,2.17,,3.0,1.73,,,,10.54,1.29,2.94,0.36,0.26,0.5,0.29,,4.06,,1.5,1.95,
WSPM_1_1,3.31,2.7,1.9,,,2.31,3.49,3.19,2.2,1.35,,2.92,2.73,,,,5.16,1.51,3.4,0.41,1.17,0.22,0.27,,,,1.77,1.7,3.35
WSPM_1_0,3.02,3.08,2.44,,,2.6,3.65,2.96,1.87,1.58,,2.97,2.97,,,,4.36,1.32,2.23,0.42,1.43,0.72,0.24,,,,1.86,1.27,1.74
WSPM_0_4,2.08,,,,,4.86,1.21,,,,,3.32,2.44,0.2,0.1,,,6.54,,,,1.78,0.88,0.18,,,3.99,0.99,0.44
WSPM_1_3,3.2,8.17,3.96,,,5.71,2.27,3.33,3.17,,,5.25,2.02,,,,,,,0.71,1.83,,0.76,,0.14,,2.22,3.95,4.08
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.2,1.29,1.23,0.21,0.09,1.05,1.39,1.03,0.99,0.74,0.09,1.25,1.14,2.37,0.98,0.09,1.34,0.57,0.89,0.22,0.42,0.26,0.13,2.77,0.7,0.09,0.74,0.59,1.13
PM10_1,1.72,1.42,1.49,0.16,,1.75,1.63,1.41,0.72,0.41,,1.58,1.77,0.34,0.15,,0.95,1.02,0.83,0.54,1.12,0.52,0.26,0.78,1.37,,1.3,0.49,0.39
PM10_2,2.3,2.71,2.37,,,3.53,1.39,3.18,1.16,0.83,,2.22,2.49,0.46,0.09,,1.11,1.39,1.59,1.02,,1.42,0.36,0.72,0.9,,2.44,0.86,0.28
