,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.0,1.0,,,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
PRES_0_0,1.04,,1.04,,1.04,,,1.0,1.08,0.97,,1.0,,,0.96,1.04,1.0,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.97,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.01,1.0,0.98,1.0,1.0,1.01
DEWP_1_0,0.99,0.99,,,,0.99,0.66,0.99,1.26,0.98,,0.99,0.95,,,0.98,0.99,1.22
DEWP_0_0,1.11,0.98,,,,1.26,1.13,0.91,,0.85,,0.76,1.13,,,1.11,1.17,
WSPM_0_1,1.0,1.0,1.0,,1.0,1.0,0.88,1.0,1.03,1.02,,1.03,0.93,,0.82,1.01,0.97,1.06
WSPM_0_2,1.0,1.0,0.92,1.06,1.0,0.81,,0.94,1.0,1.0,0.76,1.02,0.5,,,1.0,0.94,0.88
WSPM_0_0,1.0,1.0,,,1.0,1.03,1.17,1.03,0.87,1.0,0.93,0.98,1.21,,1.0,0.99,1.1,0.94
WSPM_0_3,1.0,1.0,,,1.0,,,,1.32,1.07,1.0,0.96,,,,1.01,1.01,1.08
WSPM_1_0,1.0,1.0,,,1.0,0.99,,0.99,0.98,1.02,0.92,1.0,1.28,,,0.98,1.05,0.97
WSPM_1_1,1.0,1.0,,,0.99,1.06,1.08,1.02,,0.83,,0.76,1.0,,,0.98,1.1,
WSPM_0_4,1.0,1.0,,,1.0,,,,,,,1.22,,1.0,,0.99,1.03,
WSPM_1_2,1.04,1.0,,,1.04,,,1.22,,0.99,,1.08,,,1.04,1.03,1.78,
PM10_0,1.0,1.0,1.0,1.0,1.0,1.01,1.06,0.99,1.0,1.04,1.02,1.02,1.08,1.0,1.06,1.0,1.0,1.15
PM10_1,1.0,1.0,,,1.0,0.97,,1.0,1.01,0.9,0.97,0.93,0.81,1.01,,1.0,1.0,0.93
PM10_2,1.0,1.0,,,1.0,,,1.09,,1.04,0.93,1.01,,,,0.91,1.07,1.0
