,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.48,1.0,0.95,0.42,0.71,0.8,0.3,0.86,0.17,0.34,0.92,0.55,0.76,0.49,0.2
PRES_0_1,1.01,0.99,,,1.0,0.94,0.45,0.71,0.82,0.3,0.86,0.17,0.33,0.91,0.57,0.76,0.49,0.2
PRES_0_0,5.93,,0.09,,5.42,,,3.88,1.9,4.32,,1.02,,,0.74,3.99,6.59,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.04,1.04,0.95,0.45,0.95,28.2,,0.77,0.76,0.31,0.82,0.17,0.41,0.87,0.52,0.79,0.5,0.2
DEWP_1_0,2.73,2.69,,,,0.22,0.15,1.28,20.99,0.72,,0.44,0.35,,,2.07,1.6,1.08
DEWP_0_0,11.0,10.83,,,,1.62,0.06,5.85,,1.5,,1.1,1.09,,,7.4,5.49,
WSPM_0_1,1.4,1.4,1.71,,1.46,0.9,0.46,0.61,5.33,0.42,27.13,0.21,0.44,9.17,1.31,1.06,0.66,0.28
WSPM_0_2,1.97,2.03,0.68,0.21,1.83,9.2,,6.62,0.37,1.43,8.14,0.62,1.98,,,1.47,0.91,0.49
WSPM_0_0,2.42,2.39,,,2.43,2.21,0.8,1.82,3.84,0.33,6.55,0.22,0.7,,1.03,1.8,1.33,0.38
WSPM_0_3,2.6,2.56,,,2.38,,,14.81,17.52,2.94,0.24,1.22,,,,2.25,1.08,0.29
WSPM_1_0,2.7,2.69,,,2.7,2.44,,1.74,3.87,0.52,5.55,0.34,1.49,,,1.98,1.42,0.5
WSPM_1_1,3.37,3.32,,,3.91,1.27,0.33,2.02,,0.57,,0.46,0.2,,,2.55,1.86,0.66
WSPM_0_4,3.57,3.51,,,3.27,,,50.92,,,,4.55,,0.15,,2.86,2.01,
WSPM_1_2,6.14,6.1,,,5.62,,,8.2,,1.34,,2.0,,,0.09,4.13,17.63,
PM10_0,1.17,1.18,0.82,0.38,1.18,1.03,0.42,0.8,0.95,0.36,1.24,0.2,0.41,1.07,0.51,0.8,0.75,0.53
PM10_1,1.64,1.62,,,1.59,2.36,,1.23,1.29,0.45,0.99,0.27,0.49,2.02,,1.54,0.5,0.17
PM10_2,6.63,6.52,,,6.22,,,5.83,,1.73,2.07,0.96,,,,7.56,2.27,0.09
