,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.6,1.98,,,0.8,1.22,3.72,2.73,,,0.91,1.02,5.0,,1.04,0.56,0.63,0.85,0.38,1.75,2.16,,0.99,0.82,0.7
TEMP_0_0,2.33,0.52,,,1.53,0.7,16.32,0.6,,,2.4,0.98,0.75,,1.09,0.71,1.16,1.4,0.47,0.79,0.58,0.52,1.02,1.05,0.76
TEMP_1_1,,,0.26,,11.75,,0.31,,,,0.88,4.17,,0.24,1.36,0.9,1.0,1.06,0.61,2.73,,,1.26,1.12,1.51
TEMP_0_2,,,,0.09,,,,,0.09,0.09,,,0.42,,2.14,1.32,2.25,4.25,0.73,1.53,,,2.19,1.85,1.87
PRES_0_0,0.73,1.1,7.57,,0.63,2.64,,15.18,,,0.92,1.0,2.82,,0.97,0.61,0.75,0.94,0.42,1.22,1.66,0.77,1.05,0.78,0.57
PRES_1_0,1.56,0.86,,,3.71,0.32,,,,,2.56,1.08,1.38,,1.36,0.76,1.19,1.48,0.46,1.24,0.85,,1.14,1.4,1.11
PRES_0_1,5.39,13.17,0.3,,,,0.28,,,,0.84,4.56,,0.26,1.22,0.95,1.03,1.25,0.59,2.95,1.15,,1.2,1.1,1.56
PRES_1_1,2.88,0.77,,,20.64,,,0.24,,,14.47,1.35,0.68,,1.98,0.73,0.89,1.21,0.57,1.17,1.52,,1.27,1.57,1.81
PRES_1_3,,,,0.1,,,,,0.08,,,,0.44,,2.68,1.23,2.09,3.77,0.72,1.35,,,2.03,2.18,2.11
PRES_1_2,,,,0.18,,,,,,0.02,,,0.78,,2.17,,,,,,,,,2.21,
DEWP_1_0,0.94,1.88,0.66,,1.08,1.72,0.65,15.1,,,0.57,3.47,,,0.85,0.67,0.9,1.21,0.41,1.7,,,1.08,0.78,0.68
DEWP_0_0,1.01,0.82,4.34,,1.12,0.81,5.0,0.94,,,3.52,0.55,,,1.24,0.57,0.67,0.84,0.41,1.6,0.76,0.5,0.89,1.02,1.02
DEWP_0_1,4.63,0.9,,0.27,3.17,1.27,,0.63,0.27,0.27,,,0.26,,1.86,0.87,1.3,1.33,0.55,0.59,0.9,,1.45,1.33,0.76
DEWP_1_1,,,0.66,,,,0.73,,,,,,,0.03,2.69,2.16,1.67,,1.45,,,,2.56,3.35,
WSPM_0_1,1.11,1.01,1.2,1.13,1.18,1.05,1.13,1.79,1.34,0.63,0.92,1.38,1.66,0.88,0.57,1.92,1.52,3.24,0.59,,,,1.12,0.79,0.7
WSPM_0_0,1.41,1.39,1.8,1.8,1.66,1.45,1.93,1.36,1.58,,1.59,1.35,1.92,,3.66,0.35,0.97,2.01,0.25,8.47,,,1.13,1.36,1.63
WSPM_1_1,1.4,1.84,1.76,2.33,1.74,1.75,1.83,1.39,2.11,,1.93,1.33,2.13,,2.85,0.51,0.28,17.14,0.62,7.08,,,1.26,1.3,1.35
WSPM_1_2,1.49,2.2,1.49,3.2,1.7,1.97,1.81,1.62,2.99,,2.38,1.37,1.86,,4.39,1.51,6.83,0.24,3.37,,,,1.21,1.58,1.75
WSPM_1_0,1.65,1.84,2.22,1.73,1.97,1.75,2.23,2.04,1.62,,1.92,1.88,2.01,,2.11,0.5,1.98,5.12,0.31,6.02,,,1.46,1.61,1.73
WSPM_0_2,2.82,1.24,3.94,1.35,2.08,1.6,4.4,1.44,1.13,,2.89,2.66,0.83,,,6.31,7.04,,2.2,0.16,,,2.65,1.55,0.51
WSPM_1_3,7.08,1.63,,,6.38,1.75,2.68,2.23,,,,1.97,2.02,,,,,,,,0.05,,1.79,3.62,
WSPM_0_3,6.11,1.67,,,2.49,,,,,,,1.85,,,,,,,,,,0.03,,2.96,0.76
PM10_0,1.14,0.97,1.18,1.21,1.34,0.93,1.17,0.99,1.07,,1.32,0.96,1.25,0.89,1.15,0.49,0.75,0.79,0.35,1.95,0.78,,0.63,1.52,4.52
PM10_1,1.03,1.12,1.23,1.13,1.09,1.26,1.25,1.49,1.32,0.6,0.99,1.28,1.39,1.78,0.92,0.72,0.76,1.27,0.46,1.08,1.55,0.88,1.74,0.59,0.79
PM10_2,1.71,1.44,3.49,3.46,1.53,1.72,3.56,3.5,3.96,,1.68,2.4,1.48,,1.61,1.66,1.67,2.24,0.83,0.63,,0.53,6.05,1.58,0.21
