,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.47,0.62,,,0.52,0.73,1.39,1.29,,,0.55,0.59,1.83,,0.55,0.48,0.57,0.69,0.43,1.19,1.68,2.88,0.54,0.5,0.61
TEMP_0_0,0.56,0.37,,,0.53,0.48,2.59,0.52,,,0.7,0.47,0.57,,0.49,0.41,0.5,0.65,0.36,0.65,0.85,1.01,0.46,0.46,0.55
TEMP_1_1,,2.57,0.14,,0.72,1.38,0.15,,,,0.2,0.39,,0.27,0.22,0.21,0.22,0.26,0.18,0.52,,,0.21,0.2,0.3
TEMP_0_2,,,,0.03,,,,,0.03,0.06,,,0.05,,0.08,0.07,0.09,0.14,0.05,0.09,,,0.08,0.07,0.08
PRES_0_0,0.52,0.6,2.25,,0.5,0.93,,2.27,,,0.59,0.62,1.48,,0.6,0.53,0.62,0.75,0.48,1.13,1.52,1.74,0.58,0.53,0.6
PRES_1_0,0.29,0.25,,,0.37,0.19,,,,,0.41,0.27,0.42,,0.28,0.24,0.32,0.4,0.2,0.4,0.58,,0.27,0.28,0.39
PRES_0_1,0.54,0.69,0.17,,,,0.16,,,,0.21,0.43,,0.31,0.23,0.23,0.25,0.3,0.2,0.59,0.53,,0.23,0.22,0.34
PRES_1_1,0.26,0.17,,,0.53,,,0.13,,,0.51,0.22,0.21,,0.23,0.17,0.19,0.25,0.16,0.29,0.62,,0.2,0.21,0.3
PRES_1_3,,,,0.03,,,,,0.03,,,,0.04,,0.07,0.06,0.08,0.11,0.05,0.08,,,0.06,0.06,0.07
PRES_1_2,,,,0.01,,,,,,,,,0.01,,0.01,0.02,,,0.01,,,,,0.01,
DEWP_1_0,0.53,0.71,0.62,,0.58,0.81,0.59,3.01,,,0.44,0.79,4.23,,0.51,0.48,0.55,0.68,0.42,1.13,,,0.51,0.47,0.58
DEWP_0_0,0.5,0.46,1.42,,0.53,0.57,1.53,0.71,,,0.77,0.42,,,0.52,0.44,0.51,0.65,0.39,1.0,1.15,1.06,0.48,0.49,0.68
DEWP_0_1,0.38,0.21,,0.22,0.33,0.28,,0.23,0.23,0.4,,,0.15,,0.28,0.21,0.28,0.3,0.18,0.25,0.45,,0.25,0.23,0.24
DEWP_1_1,,,0.01,,,,0.01,,,,,,,0.01,0.02,0.02,0.02,,0.02,,,,0.02,0.02,
WSPM_0_1,0.52,0.55,0.79,1.12,0.55,0.65,0.75,1.03,1.29,1.46,0.51,0.61,0.95,1.27,0.42,0.53,0.55,0.88,0.41,1.36,1.94,,0.52,0.45,0.54
WSPM_0_0,0.26,0.26,0.42,0.62,0.29,0.32,0.41,0.35,0.6,,0.28,0.26,0.43,,0.32,0.18,0.27,0.35,0.16,0.76,0.99,,0.23,0.25,0.35
WSPM_1_1,0.22,0.21,0.33,0.51,0.24,0.27,0.33,0.3,0.49,,0.24,0.21,0.35,,0.23,0.15,0.14,0.5,0.14,0.6,,,0.19,0.2,0.27
WSPM_1_2,0.21,0.21,0.28,0.47,0.22,0.26,0.31,0.31,0.61,,0.26,0.21,0.3,,0.23,0.19,0.26,0.12,0.26,0.84,,,0.18,0.2,0.38
WSPM_1_0,0.17,0.16,0.26,0.34,0.18,0.2,0.25,0.24,0.34,,0.17,0.18,0.25,,0.16,0.12,0.21,0.32,0.1,0.47,,,0.15,0.15,0.2
WSPM_0_2,0.17,0.13,0.35,0.27,0.15,0.17,0.36,0.18,0.24,,0.18,0.17,0.14,,0.71,0.18,0.27,0.26,0.16,0.07,,,0.15,0.13,0.11
WSPM_1_3,0.07,0.04,,,0.08,0.04,0.06,0.04,,,,0.04,0.05,,0.13,0.05,,,,,0.01,,0.04,0.05,0.08
WSPM_0_3,0.02,0.02,,,0.02,,,,,,,0.02,,,,,,,0.03,,,0.01,,0.02,0.01
PM10_0,0.62,0.58,0.89,1.3,0.68,0.71,0.86,0.85,1.31,,0.68,0.6,0.92,1.71,0.58,0.48,0.62,0.68,0.42,1.32,1.32,,0.48,0.6,1.47
PM10_1,0.53,0.55,0.83,1.13,0.54,0.68,0.82,0.9,1.25,1.48,0.53,0.6,0.86,1.69,0.51,0.48,0.5,0.76,0.43,0.83,1.2,1.55,0.58,0.43,0.51
PM10_2,0.16,0.15,0.32,0.48,0.16,0.2,0.33,0.31,0.58,,0.18,0.19,0.23,,0.17,0.15,0.18,0.19,0.12,0.16,,0.31,0.18,0.15,0.09
