,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.3,0.93,,,,1.25,1.09,0.66,1.0,0.39,,,1.25,1.16,0.7,0.48,0.13,0.14,1.25,0.85,0.8,0.67,0.67,0.87,1.16,0.67,0.45,0.27,1.25,1.08,1.18,0.82
TEMP_0_0,1.0,1.3,0.1,,,,0.73,1.07,0.72,0.51,,,,0.92,1.06,0.14,0.53,0.62,,0.86,0.96,0.69,0.38,1.02,1.21,0.81,0.7,0.3,,1.14,1.13,0.71
TEMP_1_1,,,1.52,,,,1.09,,0.81,,1.1,,,0.65,0.32,1.34,,,,0.85,1.19,0.49,0.47,1.07,1.49,0.71,0.23,,,1.31,1.14,0.3
TEMP_0_2,,,,1.93,,,0.36,,,1.17,,1.54,,1.04,0.96,,,1.2,,0.7,0.82,0.64,1.24,1.07,1.26,0.84,0.74,,,1.29,1.27,1.0
TEMP_0_1,,,,,2.07,,0.81,0.88,0.71,1.42,,0.88,,0.58,,,1.89,,,0.61,0.46,1.54,,1.25,1.39,0.85,0.62,0.83,,1.4,1.54,1.51
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.03,0.8,0.84,0.13,0.12,1.34,1.36,0.46,0.9,0.12,,,1.34,1.06,0.62,0.78,0.2,0.21,1.34,0.85,0.92,0.69,0.64,0.85,1.18,0.53,0.42,0.16,1.34,1.12,1.21,0.75
PRES_1_1,1.04,1.25,,,0.33,,0.57,1.37,0.37,,,,,0.92,0.85,,0.65,0.69,,0.86,0.93,0.77,0.42,0.99,1.25,0.79,0.66,0.32,,1.15,1.18,0.89
PRES_1_0,1.21,1.05,0.69,,,,1.08,0.28,1.48,,,,,1.16,0.97,0.69,0.27,,,0.75,1.0,0.7,0.7,1.19,1.37,0.82,0.58,0.39,,1.26,1.21,0.58
PRES_1_2,1.12,1.1,,0.82,0.96,,0.44,,,1.71,,,,1.07,1.23,,0.86,,,0.94,0.85,0.73,0.62,1.25,1.4,1.01,0.73,0.49,,1.31,1.3,0.86
