,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.37,1.0,0.93,0.34,0.66,0.72,0.23,0.81,0.13,0.25,0.88,0.44,0.73,0.43,0.14
PRES_0_1,1.01,0.99,,,1.0,0.92,0.36,0.66,0.75,0.23,0.8,0.13,0.25,0.87,0.46,0.73,0.43,0.14
PRES_0_0,9.51,,0.14,,8.7,,,5.36,2.66,4.94,,1.12,,,1.12,6.4,7.6,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.05,1.05,0.96,0.35,0.96,18.97,,0.71,0.7,0.24,0.77,0.13,0.31,0.84,0.42,0.76,0.44,0.15
DEWP_1_0,3.52,3.46,,,,0.29,0.14,1.59,26.99,0.7,,0.43,0.33,,,2.59,1.76,0.77
DEWP_0_0,18.92,18.62,,,,2.26,0.1,8.38,,2.59,,1.88,1.65,,,12.73,7.39,0.23
WSPM_0_1,1.53,1.52,2.09,,1.58,0.98,0.39,0.67,3.45,0.3,11.07,0.16,0.34,6.3,1.11,1.11,0.64,0.21
WSPM_0_2,2.34,2.4,0.74,0.25,2.16,8.98,,4.16,0.44,1.07,5.79,0.48,1.42,,3.42,1.66,0.96,0.41
WSPM_0_0,3.01,2.98,,,3.02,2.73,0.72,1.93,3.83,0.39,7.49,0.26,0.58,,1.11,2.14,1.44,0.38
WSPM_0_3,3.3,3.24,,,3.02,,,11.14,12.23,2.32,0.31,1.04,,,,2.65,1.23,0.29
WSPM_1_0,3.46,3.44,,,3.46,3.13,,2.09,4.24,0.6,6.52,0.38,1.08,,2.04,2.48,1.61,0.49
WSPM_1_1,4.57,4.5,,,5.3,1.64,0.45,2.51,14.11,0.74,,0.53,0.26,,1.46,3.31,2.15,0.68
WSPM_0_4,4.91,4.83,,,4.49,,,45.3,,,,4.17,,0.21,,3.85,2.26,
WSPM_1_2,9.53,9.38,,,8.71,,,10.75,,1.67,,1.91,1.45,,0.14,6.41,21.29,
PM10_0,1.22,1.23,0.85,0.3,1.22,1.04,0.37,0.78,0.9,0.29,1.22,0.16,0.31,1.05,0.42,0.83,0.63,0.35
PM10_1,1.86,1.83,,,1.79,2.65,0.84,1.26,1.33,0.4,1.05,0.23,0.43,2.26,,1.51,0.56,0.14
PM10_2,10.64,10.47,,,9.98,,,7.73,,1.83,2.94,1.33,,,,10.15,3.38,0.14
