,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.48,1.0,0.95,0.42,0.71,0.8,0.3,0.86,0.17,0.34,0.92,0.55,0.76,0.49,0.2
PRES_0_1,0.94,0.92,,,0.93,0.88,0.42,0.66,0.77,0.28,0.8,0.16,0.31,0.85,0.53,0.71,0.45,0.18
PRES_0_0,,,,,,,,,,,,,,,,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.7,0.7,0.64,0.3,0.64,19.05,,0.52,0.52,0.21,0.55,0.12,0.28,0.59,0.35,0.53,0.34,0.14
DEWP_1_0,,,,,,,,,,,,,,,,,,
DEWP_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.03,0.03,0.04,,0.04,0.02,0.01,0.01,0.13,0.01,0.65,,0.01,0.22,0.03,0.03,0.02,0.01
WSPM_0_2,,,,,,0.01,,,,,,,,,,,,
WSPM_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_3,,,,,,,,,,,,,,,,,,
WSPM_1_0,,,,,,,,,,,,,,,,,,
WSPM_1_1,,,,,,,,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,,,,,
WSPM_1_2,,,,,,,,,,,,,,,,,,
PM10_0,0.21,0.21,0.14,0.07,0.21,0.18,0.07,0.14,0.17,0.06,0.22,0.03,0.07,0.19,0.09,0.14,0.13,0.09
PM10_1,0.01,0.01,,,0.01,0.01,,0.01,0.01,,,,,0.01,,0.01,,
PM10_2,,,,,,,,,,,,,,,,,,
