,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.29,0.89,,,,1.0899999999999999,1.05,0.64,0.97,0.39,,,1.0899999999999999,1.15,0.66,0.47,0.13,0.14,1.0899999999999999,0.83,0.78,0.64,0.66,0.78,1.03,0.59,0.4,0.24,1.0899999999999999,1.05,1.14,0.79
TEMP_0_0,0.96,1.3,0.11,,,,0.69,1.06,0.7,0.51,,,,0.89,1.03,0.12,0.53,0.62,,0.82,0.89,0.68,0.35,0.94,1.11,0.76,0.66,0.29,,1.13,1.09,0.66
TEMP_1_1,,,1.52,,,,1.09,,0.8,,1.08,,,0.66,0.29,1.34,,,,0.82,1.15,0.49,0.46,1.0,1.39,0.63,0.24,,,1.31,1.11,0.26
TEMP_0_2,,,,1.93,,,0.33,,,1.15,,1.54,,1.01,0.94,,,1.21,,0.65,0.79,0.62,1.24,0.98,1.17,0.74,0.67,,,1.26,1.23,0.96
TEMP_0_1,,,,,2.07,,0.7,0.84,0.63,1.41,,0.89,,0.5,,,1.89,,,0.58,0.43,1.51,,1.15,1.27,0.79,0.57,0.8,,1.34,1.47,1.42
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.03,0.78,0.83,0.13,0.13,1.21,1.36,0.41,0.85,0.13,,,1.21,1.06,0.56,0.78,0.21,0.21,1.21,0.83,0.89,0.68,0.63,0.79,1.1,0.49,0.37,0.16,1.21,1.09,1.17,0.73
PRES_1_1,1.01,1.24,,,0.33,,0.49,1.37,0.3,,,,,0.89,0.83,,0.65,0.69,,0.82,0.88,0.75,0.4,0.91,1.13,0.73,0.62,0.31,,1.12,1.13,0.81
PRES_1_0,1.2,1.03,0.67,,,,1.01,0.23,1.48,,,,,1.15,0.93,0.67,0.27,,,0.72,0.93,0.68,0.7,1.04,1.23,0.73,0.57,0.34,,1.25,1.17,0.55
PRES_1_2,1.09,1.08,,0.82,0.95,,0.38,,,1.7,,,,1.04,1.2,,0.86,,,0.9,0.79,0.72,0.63,1.17,1.29,0.91,0.66,0.47,,1.28,1.24,0.82
