,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,1.0,,,,,0.94,0.86,0.75,0.73,0.68,,1.02,0.85,0.44,0.4,,0.83,0.82,0.78,0.73,0.72,0.68,0.67,0.66,0.61,,1.02,0.84
TEMP_0_1,,1.0,,,,1.13,1.04,0.9,0.89,0.83,,1.24,,,,,1.0,1.0,0.95,0.89,0.87,0.82,0.82,,0.75,,1.24,1.02
TEMP_0_0,,,1.0,,,1.23,,0.97,0.96,0.9,,,1.11,,,,1.09,1.09,1.02,0.97,0.95,0.89,0.89,,0.8,,1.35,1.1
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.07,0.88,0.81,,,1.0,,,,,,1.09,0.91,,,,0.88,0.88,0.84,0.78,0.78,0.72,0.72,0.7,0.65,,1.09,0.9
PRES_1_3,1.16,0.96,,,,,1.0,,,,,1.19,0.98,,,,0.96,0.96,0.9,0.85,0.84,0.79,0.78,0.76,0.71,,1.19,0.98
PRES_1_1,1.34,1.12,1.03,,,,,1.0,,,,1.38,1.14,,,,1.12,1.11,1.05,0.99,0.97,0.91,0.89,,0.82,,1.38,1.14
PRES_1_0,1.37,1.13,1.04,,,,,,1.0,0.93,,1.4,1.16,,,,1.11,1.13,1.06,1.04,0.99,0.9,0.91,,0.87,,1.4,1.14
PRES_0_0,1.46,1.21,1.11,,,,,,1.07,1.0,,1.5,1.24,0.66,,,1.22,1.21,1.17,0.94,1.01,0.99,1.14,,,,1.51,1.22
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.98,0.81,,,,0.91,0.84,0.73,0.71,0.67,,1.0,,,,,0.81,0.81,0.76,0.72,0.71,0.66,0.66,0.65,0.6,,1.0,0.82
DEWP_0_1,1.18,,0.9,,,1.1,1.01,0.88,0.86,0.81,,,1.0,,,,0.97,0.97,0.92,0.87,0.85,0.8,0.8,0.77,0.72,,1.21,0.99
DEWP_0_0,2.25,,,,,,,,,1.51,,,,1.0,,,1.86,,,,,,,,,,2.35,1.82
DEWP_1_0,2.51,,,,,,,,,,,,,,1.0,,2.24,,,,,,,,,,,2.41
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.21,1.0,0.92,,,1.13,1.04,0.89,0.9,0.82,,1.24,1.03,0.54,0.45,,1.0,,,,,,0.88,,,,1.25,1.01
WSPM_0_1,1.21,1.0,0.92,,,1.14,1.04,0.9,0.88,0.83,,1.24,1.03,,,,,1.0,,,,0.7,0.86,,,,1.24,1.04
WSPM_0_2,1.28,1.06,0.98,,,1.19,1.11,0.95,0.94,0.85,,1.31,1.08,,,,,,1.0,,,,1.02,,,,1.32,1.06
WSPM_0_0,1.36,1.13,1.04,,,1.27,1.17,1.01,0.96,1.07,,1.39,1.15,,,,,,,1.0,1.05,0.99,0.89,,,,1.4,1.12
WSPM_1_2,1.39,1.15,1.05,,,1.29,1.19,1.03,1.01,0.99,,1.42,1.17,,,,,,,0.96,1.0,,,,,,1.41,1.46
WSPM_1_1,1.48,1.22,1.12,,,1.38,1.26,1.1,1.11,1.01,,1.51,1.25,,,,,1.44,,1.01,,1.0,,,,,1.51,1.33
WSPM_1_0,1.48,1.23,1.13,,,1.39,1.28,1.12,1.1,0.88,,1.52,1.26,,,,1.14,1.16,0.98,1.12,,,1.0,,,,1.51,1.26
WSPM_0_4,1.52,,,,,1.42,1.31,,,,,1.55,1.29,,,,,,,,,,,1.0,,,1.59,1.27
WSPM_1_3,1.64,1.33,1.25,,,1.53,1.4,1.22,1.15,,,1.67,1.38,,,,,,,,,,,,1.0,,1.65,1.57
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.98,0.81,0.74,,,0.91,0.84,0.73,0.71,0.66,,1.0,0.83,0.42,,,0.8,0.81,0.76,0.71,0.71,0.66,0.66,0.63,0.61,,1.0,0.82
PM10_1,1.19,0.98,0.9,,,1.11,1.02,0.88,0.87,0.82,,1.22,1.01,0.55,0.41,,0.99,0.96,0.95,0.89,0.68,0.75,0.79,0.79,0.64,,1.21,1.0
