,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,2.15,1.71,,,1.7,1.67,0.31,0.56,,,1.71,1.57,0.28,,1.78,3.88,3.46,2.31,6.91,0.95,0.82,0.51,1.65,2.03,3.29
TEMP_0_0,1.23,2.66,,,1.18,2.37,0.08,2.44,,,0.69,1.56,1.89,,1.58,4.13,3.21,1.85,7.6,2.23,3.08,2.88,1.69,1.86,3.39
TEMP_1_1,,0.16,7.07,,0.18,0.09,5.84,,,,2.15,0.81,,6.97,1.9,3.88,3.8,2.81,7.25,0.79,,,1.91,2.19,2.72
TEMP_0_2,,,,30.33,,,,,31.79,28.84,,,6.66,,1.52,4.11,2.23,1.04,8.66,2.45,,,1.77,1.91,2.78
PRES_0_0,1.96,1.93,0.15,,1.99,1.29,,0.25,,,1.61,1.61,0.51,,1.78,3.79,3.29,2.15,7.08,1.27,0.59,2.24,1.59,2.04,3.55
PRES_1_0,1.38,2.37,,,1.13,5.14,,,,,0.9,1.69,1.23,,1.65,4.18,2.99,2.07,7.59,1.74,3.17,,1.75,1.88,3.61
PRES_0_1,0.44,0.23,5.83,,,,6.34,,,,2.19,0.69,,6.24,1.99,3.77,3.57,2.32,7.28,0.71,2.15,,1.93,2.18,2.38
PRES_1_1,1.15,2.74,,,0.29,,,7.87,,,0.17,1.44,2.73,,1.26,4.64,4.33,2.5,7.17,2.35,2.38,,1.77,1.74,2.62
PRES_1_3,,,,30.41,,,,,36.17,,,,6.68,,1.36,4.28,2.65,1.24,9.01,2.92,,,1.81,1.86,2.97
PRES_1_2,,,,29.69,,,,,,238.33,,,6.52,,2.34,3.08,,,6.76,,,,,2.09,
DEWP_1_0,1.53,1.18,1.92,,1.31,1.18,1.97,0.18,,,2.28,0.98,0.07,,2.02,3.76,3.21,1.76,7.5,0.9,0.21,,1.67,2.11,2.99
DEWP_0_0,1.7,2.33,0.29,,1.37,2.13,0.25,1.43,,,0.84,2.38,,,1.52,4.27,3.77,2.6,6.89,1.22,2.52,3.13,1.78,1.88,3.34
DEWP_0_1,0.59,2.11,,7.49,0.77,1.76,,3.21,7.18,9.87,,,6.69,,1.34,3.85,2.73,2.25,7.51,3.74,2.63,,1.59,1.91,3.77
DEWP_1_1,,,7.09,,,,6.36,,,,,,,157.54,2.4,3.25,3.9,,9.9,,,,2.09,2.36,
WSPM_0_1,1.49,1.69,1.04,1.17,1.25,1.81,1.13,0.84,1.06,2.27,1.5,1.37,0.83,1.31,2.35,3.66,3.04,1.4,7.89,0.24,0.31,,1.69,2.06,2.91
WSPM_0_0,1.45,1.77,0.96,1.02,1.26,1.47,0.87,1.36,1.09,,1.29,1.42,0.9,,1.26,5.48,3.83,1.79,8.98,0.78,1.14,,1.88,1.88,2.8
WSPM_1_1,1.51,1.79,1.07,0.96,1.21,1.29,1.0,1.44,1.01,,1.25,1.53,0.85,,1.57,4.27,6.97,1.68,6.36,0.58,,,1.75,1.99,2.99
WSPM_1_2,1.45,1.86,1.28,0.54,1.33,1.42,1.06,1.33,0.64,,1.39,1.6,1.02,,1.24,3.93,1.61,8.1,5.04,0.98,,,1.77,1.95,4.24
WSPM_1_0,1.42,1.83,0.94,1.36,1.21,1.68,0.9,1.14,1.29,,1.28,1.37,1.06,,1.59,4.88,3.37,1.15,9.12,0.71,,,1.77,1.89,2.9
WSPM_0_2,1.2,2.0,0.61,2.26,1.18,2.0,0.55,1.74,1.94,,0.85,0.96,2.86,,0.57,1.6,1.55,0.52,4.32,13.53,,,1.13,1.99,5.28
WSPM_1_3,1.15,2.17,,,1.13,1.9,1.32,1.22,,,0.98,1.72,1.75,,0.68,1.71,,,1.25,,65.8,,2.08,2.05,1.61
WSPM_0_3,1.95,2.74,,,1.6,,,,,,,2.43,,,,1.67,,,3.53,,,147.04,,2.2,6.51
PM10_0,1.36,1.81,1.03,1.1,1.14,1.73,1.05,1.31,1.18,,1.25,1.51,0.99,1.37,1.54,4.41,3.75,2.64,7.36,1.08,2.56,,2.05,1.69,2.13
PM10_1,1.51,1.71,1.05,1.25,1.27,1.52,1.04,1.05,1.05,2.94,1.41,1.34,0.92,0.73,1.91,3.78,3.21,1.85,7.39,1.4,0.67,1.64,1.56,2.31,2.95
PM10_2,1.65,1.99,0.6,0.73,1.65,1.86,0.59,0.69,0.72,,1.46,1.25,1.84,,1.74,2.66,2.23,0.98,6.17,3.63,,6.91,0.55,2.07,10.52
