,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.48,1.0,0.95,0.42,0.71,0.8,0.3,0.86,0.17,0.34,0.92,0.55,0.76,0.49,0.2
PRES_0_1,1.02,1.0,,,1.01,0.95,0.46,0.72,0.83,0.3,0.86,0.17,0.34,0.92,0.58,0.77,0.49,0.2
PRES_0_0,74.15,,1.1,,67.82,,,48.47,23.72,54.06,,12.71,,,9.23,49.88,82.45,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.09,1.09,1.0,0.48,1.0,29.75,,0.81,0.81,0.33,0.86,0.18,0.44,0.92,0.55,0.83,0.53,0.22
DEWP_1_0,12.36,12.16,,,,1.01,0.66,5.78,94.88,3.25,,2.0,1.58,,,9.36,7.24,4.88
DEWP_0_0,284.65,280.1,,,,42.0,1.5,151.24,,38.92,,28.35,28.13,,,191.48,142.0,
WSPM_0_1,2.33,2.32,2.85,,2.43,1.5,0.76,1.02,8.86,0.7,45.11,0.34,0.73,15.25,2.18,1.76,1.1,0.47
WSPM_0_2,5.47,5.62,1.87,0.59,5.06,25.5,,18.35,1.02,3.97,22.56,1.71,5.48,,,4.07,2.52,1.37
WSPM_0_0,9.08,8.99,,,9.11,8.3,3.0,6.84,14.4,1.22,24.61,0.81,2.62,,3.87,6.76,4.98,1.44
WSPM_0_3,10.87,10.69,,,9.94,,,61.98,73.32,12.32,1.01,5.12,,,,9.41,4.53,1.2
WSPM_1_0,11.97,11.91,,,11.96,10.82,,7.7,17.16,2.3,24.61,1.49,6.59,,,8.79,6.28,2.23
WSPM_1_1,20.91,20.58,,,24.24,7.85,2.05,12.52,,3.55,,2.85,1.21,,,15.79,11.51,4.11
WSPM_0_4,24.11,23.72,,,22.05,,,343.73,,,,30.71,,1.01,,19.27,13.6,
WSPM_1_2,80.95,80.4,,,74.05,,,108.03,,17.69,,26.32,,,1.2,54.46,232.36,
PM10_0,1.49,1.5,1.04,0.48,1.49,1.31,0.53,1.02,1.2,0.45,1.57,0.25,0.52,1.36,0.65,1.01,0.95,0.67
PM10_1,3.45,3.4,,,3.34,4.96,,2.58,2.71,0.95,2.08,0.56,1.03,4.26,,3.23,1.06,0.35
PM10_2,113.13,111.32,,,106.2,,,99.5,,29.48,35.3,16.38,,,,129.04,38.73,1.5
