,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.03,4519.85,778629.76,1.19,152.84,50770.62,5.44,29.92,82.2,118.09,143.08,437.23,581.26,5389.9,2.21,11.92,12797.99
PRES_0_1,0.97,1.0,,,1.16,147.99,49569.03,5.27,28.92,79.62,114.35,138.54,423.36,562.83,5235.73,2.14,11.54,12392.26
PRES_0_0,,,1.02,,,,,,0.01,,,0.03,,,1.14,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.84,0.86,3705.84,651410.41,1.0,,,4.56,24.99,68.92,98.8,119.9,368.06,486.29,4434.68,1.85,9.97,10790.7
DEWP_1_0,0.01,0.01,,,,1.0,223.45,0.04,0.22,0.54,,0.94,2.77,,,0.01,0.08,
DEWP_0_0,,,,,,,1.07,,,,,,0.01,,,,,
WSPM_0_1,0.18,0.19,833.05,,0.22,27.95,7225.11,1.0,5.43,15.76,,27.39,67.28,,,0.41,2.15,2588.3
WSPM_0_2,0.03,0.03,144.21,26017.69,0.04,4.59,,0.18,1.0,2.84,,4.92,,,,0.07,0.38,389.03
WSPM_0_0,0.01,0.01,,,0.01,1.85,,0.06,0.32,1.0,1.44,1.69,6.72,,67.9,0.03,0.15,132.24
WSPM_0_3,0.01,0.01,,,0.01,,,,,0.76,1.0,1.16,,,,0.02,0.1,116.62
WSPM_1_0,0.01,0.01,,,0.01,1.07,,0.04,0.2,0.59,0.8,1.0,4.1,,,0.01,0.09,84.7
WSPM_1_1,,,,,,0.37,137.29,0.01,,0.15,,0.26,1.0,,,,0.03,
WSPM_0_4,,,,,,,,,,,,,,1.0,,,0.02,
WSPM_1_2,,,,,,,,,,0.01,,,,,1.01,,,
PM10_0,0.45,0.47,2045.1,352360.96,0.54,69.51,23825.29,2.45,13.57,37.98,53.72,67.19,208.9,265.66,2497.76,1.0,5.37,6947.57
PM10_1,0.08,0.09,,,0.1,12.59,,0.46,2.53,6.49,9.78,10.83,31.37,47.9,,0.19,1.0,984.59
PM10_2,,,,,,,,,,0.01,0.01,0.01,,,,,,1.0
