,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.01,23.38,,1.07,6.59,57.21,1.89,3.58,5.22,5.99,6.43,9.78,10.88,25.11,1.35,2.53,34.69
PRES_0_1,1.0,1.02,,,1.06,6.62,52.22,1.88,3.51,5.23,6.01,6.42,9.82,10.92,23.92,1.34,2.54,34.83
PRES_0_0,0.35,,67.1,,0.38,,,0.6,1.98,,,,,,22.75,0.56,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.98,0.99,23.11,,1.09,,,1.8,3.64,5.1,6.12,6.28,8.81,11.13,24.7,1.31,2.51,35.01
DEWP_1_0,0.53,0.54,,,,12.31,,1.24,0.72,2.85,,3.43,8.13,,,0.74,1.13,
DEWP_0_0,0.26,0.23,,,,,204.95,,,,,,6.27,,,0.41,,
WSPM_0_1,0.81,0.82,17.22,,0.85,6.63,,2.27,,,,4.12,2.65,,,1.1,2.02,29.71
WSPM_0_2,0.65,0.65,23.52,,0.73,1.53,,,5.4,,,2.24,,,,0.87,1.69,
WSPM_0_0,0.58,0.58,,,0.61,3.84,,,,7.24,,6.93,6.58,,,0.78,1.42,
WSPM_0_3,0.55,0.56,,,0.62,,,,,,10.79,1.4,,,,0.68,1.63,33.51
WSPM_1_0,0.54,0.55,,,0.57,3.6,,0.73,0.97,5.59,1.38,6.28,,,,0.72,1.43,
WSPM_1_1,0.47,0.48,,,0.46,4.81,73.48,0.45,,1.92,,,18.88,,,0.66,1.05,
WSPM_0_4,0.45,0.46,,,0.5,,,,,,,,,24.01,,0.6,1.01,
WSPM_1_2,0.34,0.33,20.84,,0.37,,,,,,,,,,70.4,0.54,,
PM10_0,0.91,0.91,25.31,,0.96,6.16,62.74,1.71,3.18,4.78,4.94,6.04,9.57,9.82,27.26,1.43,1.1,
PM10_1,0.73,0.75,,,0.8,4.0,,1.39,2.76,3.79,5.2,4.15,5.72,7.0,,0.48,3.14,26.51
PM10_2,0.31,0.31,,,0.34,,,0.5,,,2.91,,,,,,0.84,85.93
