,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.21,,0.97,0.39,0.13,0.73,0.53,0.44,0.41,0.39,0.32,0.3,0.2,0.86,0.63,0.17
PRES_0_1,1.0,1.0,,,0.97,0.39,0.12,0.73,0.52,0.44,0.41,0.4,0.32,0.31,0.19,0.86,0.63,0.17
PRES_0_0,1.7,,2.85,,1.67,,,1.12,1.42,,,,,,0.88,1.75,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.0,0.21,,1.02,,,0.72,0.56,0.44,0.43,0.4,0.3,0.32,0.2,0.87,0.65,0.18
DEWP_1_0,1.36,1.37,,,,1.87,,1.23,0.27,0.61,,0.54,0.68,,,1.21,0.72,
DEWP_0_0,1.98,1.76,,,,,3.51,,,,,,1.57,,,2.02,,
WSPM_0_1,1.11,1.11,0.21,,1.05,0.54,,1.2,,,,0.35,0.12,,,0.97,0.69,0.2
WSPM_0_2,1.24,1.21,0.39,,1.24,0.17,,,1.51,,,0.26,,,,1.06,0.79,
WSPM_0_0,1.32,1.31,,,1.27,0.52,,,,1.39,,0.97,0.49,,,1.15,0.81,
WSPM_0_3,1.35,1.35,,,1.36,,,,,,1.8,0.21,,,,1.07,0.99,0.4
WSPM_1_0,1.36,1.36,,,1.32,0.54,,0.72,0.36,1.19,0.24,0.98,,,,1.16,0.9,
WSPM_1_1,1.46,1.47,,,1.3,0.89,0.52,0.54,,0.5,,,1.93,,,1.32,0.81,
WSPM_0_4,1.49,1.49,,,1.51,,,,,,,,,2.21,,1.26,0.83,
WSPM_1_2,1.71,1.63,0.92,,1.69,,,,,,,,,,2.8,1.74,,
PM10_0,1.05,1.04,0.26,,1.01,0.42,0.16,0.76,0.55,0.46,0.39,0.43,0.36,0.32,0.25,1.06,0.32,
PM10_1,1.17,1.17,,,1.15,0.38,,0.85,0.65,0.5,0.57,0.4,0.3,0.31,,0.49,1.24,0.21
PM10_2,1.81,1.81,,,1.8,,,1.15,,,1.17,,,,,,1.23,2.48
