,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.71,1.51,,,,,0.88,1.25,0.85,1.4,,,,0.92,1.05,1.5,3.53,3.44,,1.01,1.13,1.22,0.9,0.71,0.53,0.79,0.87,1.17,,1.16,0.93,0.83
TEMP_0_0,1.51,0.7,,,,,1.44,0.81,1.07,1.1,,,,1.23,0.81,5.7,0.95,0.78,,1.03,1.05,0.99,1.68,0.77,0.64,0.73,0.75,0.77,,1.13,1.0,0.84
TEMP_1_1,,,0.55,,,,0.98,,1.19,,0.51,,,1.86,5.63,0.61,,,,1.33,0.92,1.68,1.64,0.77,0.54,1.04,1.89,,,1.14,1.22,4.01
TEMP_0_2,,,,0.4,,,4.13,,,0.9,,0.44,,1.93,1.32,,,0.68,,2.81,1.84,2.08,0.8,0.94,0.85,1.26,1.1,,,1.62,1.59,1.02
TEMP_0_1,,,,,0.37,,3.91,2.14,3.79,0.77,,0.77,,8.27,,,0.52,,,2.83,3.21,0.94,,1.02,0.99,1.14,1.41,0.49,,1.85,1.47,0.86
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.98,1.48,0.9,3.63,2.75,,0.65,3.69,1.33,,,,,1.05,1.66,0.94,2.41,2.55,,1.17,1.03,1.22,1.01,0.83,0.61,0.95,0.91,1.08,,1.25,0.95,0.8
PRES_1_1,1.25,0.83,,,1.28,,3.6,0.64,6.13,,,,,1.32,0.94,,0.86,0.75,,1.09,1.08,1.0,1.77,0.78,0.6,0.78,0.85,0.84,,1.18,1.04,0.89
PRES_1_0,0.99,1.24,1.35,,,,1.41,8.34,0.58,,,,,1.12,1.12,1.28,2.14,,,1.28,1.25,1.23,1.0,0.79,0.59,0.99,1.02,1.36,,1.19,1.18,1.44
PRES_1_2,1.67,1.38,,0.75,0.61,,,,,0.48,,,,1.6,0.94,,0.87,,,1.41,1.8,1.44,1.24,0.73,0.7,0.81,0.98,0.78,,1.43,1.25,1.15
PRES_0_1,,,0.7,,,,,,,,0.38,,,,,0.67,,,,1.31,1.14,,,0.91,0.67,1.16,,,,1.46,1.5,
PRES_1_3,,,,0.48,0.81,,,,,,,0.37,,3.68,1.8,,1.13,0.64,,2.7,1.66,1.36,1.16,1.24,1.02,1.14,1.29,0.77,,1.65,1.98,0.86
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.82,1.07,1.46,1.12,4.14,,0.86,1.16,0.84,1.15,,1.87,,0.76,1.67,,,,,0.95,1.16,0.95,0.79,0.88,0.6,0.96,1.23,,,1.17,0.85,0.69
DEWP_0_0,1.23,0.93,5.61,1.07,,,1.85,1.12,1.19,0.84,,1.39,,2.06,0.57,,,,,1.51,1.02,1.6,2.03,0.62,0.54,0.68,0.71,0.79,,1.14,1.37,2.43
DEWP_1_1,1.79,6.31,0.62,,,,1.03,,1.17,,0.5,,,,,0.54,,,,1.31,0.87,2.57,1.62,0.8,0.54,1.07,1.86,,,1.21,1.11,2.97
DEWP_0_2,3.92,1.37,,,0.43,,2.45,1.15,2.02,0.93,,0.91,,,,,0.45,,,1.51,2.51,0.94,,0.9,0.81,0.9,1.06,0.58,,1.5,1.4,0.82
DEWP_0_1,3.69,1.15,,0.65,,,2.96,1.05,,,,0.56,,,,,,0.43,,1.56,1.79,1.49,1.4,0.87,0.9,0.85,0.68,0.62,,1.41,1.62,1.07
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.1,1.1,1.29,1.81,1.92,,1.1,1.21,1.17,1.15,0.92,1.61,,1.12,1.53,1.24,1.16,1.17,,0.62,5.33,,,1.6,0.93,1.14,,,,1.24,0.97,1.06
WSPM_0_1,1.32,1.17,0.92,1.39,2.62,,1.17,1.24,1.12,1.56,0.84,1.2,,1.46,0.96,0.86,2.28,1.51,,2.5,0.61,,,1.09,0.5,1.23,1.71,,,1.11,1.16,2.24
WSPM_0_3,1.36,1.16,1.74,1.62,0.66,,1.24,1.16,1.2,1.3,,0.98,,1.23,1.59,2.45,0.8,1.26,,,7.76,0.56,,1.99,1.29,1.7,,,,1.68,0.99,0.63
WSPM_0_4,1.17,1.86,1.8,0.69,,,1.18,2.16,1.08,1.28,,0.9,,1.14,2.13,1.81,,1.32,,,,,0.49,2.9,1.8,,,,,1.84,1.02,0.73
WSPM_0_0,1.65,1.62,1.44,1.42,1.21,,1.8,1.85,1.54,1.2,1.21,1.88,,2.08,1.18,1.59,1.37,1.51,,3.41,1.7,3.2,,0.44,0.4,0.87,1.15,,,1.37,2.16,3.84
WSPM_1_0,1.62,1.82,1.44,1.69,1.67,,1.58,1.89,1.72,1.51,1.4,2.03,,2.01,1.31,1.46,1.79,2.16,,2.05,1.36,2.9,3.29,0.58,0.5,1.29,2.01,,,1.44,1.83,3.4
WSPM_1_1,1.59,1.78,2.1,1.99,1.78,,2.41,1.62,1.75,1.47,1.7,1.64,,3.46,1.15,2.3,1.54,1.24,,4.03,1.62,2.86,,0.63,0.83,0.36,,,,1.48,2.95,
WSPM_1_2,1.94,1.49,3.34,1.5,1.76,,2.15,1.52,1.65,1.6,,1.58,,4.35,1.07,3.24,1.62,1.0,,,2.46,,,0.81,1.36,,0.33,,,1.47,6.24,
WSPM_1_3,2.55,2.34,,,0.85,,2.58,2.17,2.23,1.59,,1.5,,,1.83,,1.18,1.13,,,,,,1.56,,,,0.23,,1.92,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.01,0.97,0.9,0.93,1.01,,1.05,1.02,0.9,0.95,0.83,0.89,,1.17,0.8,0.95,0.98,0.86,,1.0,0.82,1.29,1.37,0.55,0.45,0.59,0.65,0.61,,0.83,1.28,6.9
PM10_1,1.04,1.09,1.24,1.15,1.04,,0.97,1.17,1.03,1.08,1.09,1.52,,1.04,1.34,1.06,1.22,1.31,,1.02,1.24,0.96,0.87,0.91,0.63,1.24,1.06,,,1.64,0.71,0.81
PM10_2,1.44,1.42,,1.09,0.88,,1.33,1.44,1.79,1.64,,0.8,,1.35,2.69,,0.96,1.33,,1.95,3.47,0.92,0.98,,1.06,,,,,2.61,1.48,0.45
