,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.24,,,,,0.82,0.56,0.22,0.36,0.51,,0.95,0.37,0.26,0.62,,0.65,0.84,0.54,1.39,0.7,0.88,2.0,0.45,0.37,,1.13,1.3,0.88
TEMP_0_1,,2.16,,,,0.35,0.78,0.75,0.63,0.74,,1.16,,,,,0.57,0.85,0.93,1.63,0.99,1.16,2.24,,0.18,,1.14,1.57,1.23
TEMP_0_0,,,2.69,0.67,9.69,0.62,,0.56,1.3,1.29,9.69,,1.96,,,9.69,0.37,1.18,0.42,1.64,0.56,1.42,2.49,,0.32,9.69,1.1,1.36,0.87
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.97,0.25,0.31,,,1.5,,,0.09,0.19,,0.92,0.43,,,,0.69,0.88,0.51,1.6,0.78,1.16,2.25,0.19,0.21,,1.22,1.25,0.68
PRES_1_3,0.86,0.66,,,,,1.92,,,0.05,,1.0,0.32,0.24,0.62,,0.4,0.7,0.75,1.32,0.73,0.88,1.95,0.78,0.52,,0.98,1.4,1.29
PRES_1_1,0.44,0.89,0.62,1.97,,,0.05,2.85,0.34,0.62,,0.56,1.02,,1.36,,0.77,0.67,0.52,1.54,1.1,0.64,1.74,,0.38,,1.17,1.29,0.93
PRES_1_0,0.52,0.49,0.97,,6.029999999999999,0.1,,0.14,3.04,2.33,6.029999999999999,0.75,0.71,,,6.029999999999999,0.43,1.55,0.78,1.64,0.43,1.15,2.62,,0.37,6.029999999999999,1.16,1.58,0.98
PRES_0_0,0.66,0.42,0.76,,,0.28,0.06,0.28,2.08,3.62,,0.81,0.56,0.89,1.07,,0.76,1.0,0.59,0.93,0.43,0.96,1.75,,,,1.01,1.77,1.4
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.88,0.62,,,,0.73,0.61,0.26,0.46,0.6,,1.16,0.01,0.06,0.18,,0.67,0.84,0.69,1.45,0.67,1.01,2.11,0.27,0.24,,1.13,1.42,1.02
DEWP_0_1,0.57,0.03,1.47,0.91,5.13,0.59,0.3,0.73,0.71,0.79,5.13,0.03,1.98,0.13,0.56,5.13,0.33,1.06,0.38,1.6,0.99,1.04,2.19,0.37,0.58,5.13,1.13,1.18,0.74
DEWP_0_0,1.24,,,,,,,,2.41,2.95,,,,12.69,16.44,,1.69,,,,,,,,,,0.8,1.85,
DEWP_1_0,1.24,,,,,,,,,,,,,,13.63,,1.94,,,,,,,,,,0.96,1.66,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.87,0.42,0.22,,,0.78,0.35,0.41,0.49,0.66,,0.99,0.25,0.33,0.58,,2.11,0.35,0.05,0.6,0.08,0.27,1.1,,,,0.98,1.63,1.3
WSPM_0_1,0.77,0.44,0.51,,3.12,0.7,0.44,0.33,0.8,0.95,3.12,0.82,0.62,,,3.12,0.21,2.1,0.24,1.65,0.7,1.25,3.12,0.11,0.16,3.12,1.21,1.31,0.83
WSPM_0_2,0.71,0.7,0.32,0.97,,0.55,0.7,0.26,0.63,0.52,,0.99,0.29,,,,0.1,0.49,2.5,1.05,0.31,0.68,2.02,,,,1.15,1.57,0.81
WSPM_0_0,0.72,0.49,0.54,,,0.78,0.44,0.51,0.45,0.53,,0.84,0.56,,,,0.19,0.73,0.54,2.78,0.97,1.48,3.27,0.07,0.33,,1.26,1.03,0.44
WSPM_1_2,0.76,0.61,0.28,,,0.72,0.54,0.68,0.29,0.69,,0.76,0.77,,,,0.23,0.96,0.27,2.17,3.06,1.09,1.62,,0.38,,1.27,1.15,
WSPM_1_1,0.73,0.51,0.51,,,0.8,0.4,0.37,0.55,0.71,,0.88,0.5,,,,0.21,0.92,0.41,2.19,0.97,3.49,2.56,,,,1.27,1.23,0.53
WSPM_1_0,0.79,0.45,0.45,,,0.78,0.44,0.39,0.58,0.66,,0.89,0.5,,,,0.25,0.86,0.52,2.41,0.76,1.19,3.19,,,,1.23,1.06,0.53
WSPM_0_4,1.23,,,,,0.44,1.36,,,,,0.75,0.76,0.67,0.98,,,0.13,,,,0.32,0.26,4.21,,,0.56,1.66,2.15
WSPM_1_3,0.96,0.21,0.35,,,0.44,0.86,0.38,0.55,,,0.62,0.91,,,,,,,0.95,0.24,,0.65,,5.13,,1.12,1.17,1.68
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.83,0.44,0.35,0.25,1.62,0.78,0.47,0.42,0.44,0.57,1.62,0.86,0.53,0.13,0.41,1.62,0.42,1.02,0.49,1.9,1.17,1.35,2.42,0.13,0.47,1.62,1.29,1.12,0.53
PM10_1,0.76,0.53,0.39,0.27,,0.63,0.5,0.31,0.74,0.8,,0.9,0.44,0.23,0.35,,0.78,0.8,0.81,1.02,0.17,0.65,1.87,0.45,0.08,,1.07,1.79,1.04
PM10_2,0.84,0.41,0.37,,,0.43,0.95,0.27,0.53,0.83,,0.88,0.5,0.24,0.56,,1.08,0.41,0.66,0.47,,0.23,1.13,0.75,0.12,,0.5,1.57,2.83
