,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.3,0.99,0.92,0.3,0.62,0.66,0.19,0.76,0.11,0.21,0.84,0.37,0.71,0.4,0.11
PRES_0_1,0.98,0.97,,,0.98,0.89,0.3,0.61,0.67,0.19,0.73,0.11,0.2,0.81,0.37,0.7,0.39,0.11
PRES_0_0,0.02,,,,0.02,,,0.01,,0.01,,,,,,0.01,0.01,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.92,0.92,0.84,0.25,0.84,12.44,,0.59,0.56,0.18,0.63,0.1,0.22,0.7,0.31,0.65,0.36,0.1
DEWP_1_0,0.08,0.08,,,,0.01,,0.04,0.62,0.01,,0.01,0.01,,,0.06,0.04,0.01
DEWP_0_0,0.01,0.01,,,,,,,,,,,,,,,,
WSPM_0_1,0.43,0.43,0.69,,0.44,0.27,0.1,0.19,0.72,0.07,1.86,0.04,0.08,1.43,0.26,0.3,0.16,0.05
WSPM_0_2,0.18,0.19,0.06,0.02,0.17,0.6,,0.22,0.03,0.06,0.32,0.03,0.07,,0.15,0.13,0.07,0.02
WSPM_0_0,0.11,0.11,,,0.11,0.1,0.02,0.06,0.12,0.01,0.27,0.01,0.02,,0.04,0.08,0.05,0.01
WSPM_0_3,0.09,0.09,,,0.08,,,0.22,0.24,0.05,0.01,0.02,,,,0.07,0.03,0.01
WSPM_1_0,0.08,0.08,,,0.08,0.08,0.01,0.05,0.09,0.01,0.15,0.01,0.02,,0.05,0.06,0.04,0.01
WSPM_1_1,0.05,0.05,,,0.06,0.02,,0.02,0.09,0.01,,,,,0.01,0.03,0.02,0.01
WSPM_0_4,0.04,0.04,,,0.04,,,0.28,,,,0.03,,,,0.03,0.02,
WSPM_1_2,0.02,0.01,,,0.01,,,0.01,0.02,,,,,,,0.01,0.02,
PM10_0,0.68,0.68,0.47,0.14,0.67,0.56,0.18,0.41,0.45,0.13,0.63,0.07,0.14,0.54,0.19,0.46,0.3,0.14
PM10_1,0.29,0.29,,,0.28,0.41,0.1,0.18,0.19,0.05,0.15,0.03,0.06,0.35,0.22,0.22,0.09,0.02
PM10_2,0.01,0.01,,,0.01,,,0.01,0.01,,,,,,,0.01,,
