,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.01,23.38,234.62,1.07,6.77,90.09,2.24,4.0,9.58,6.42,15.74,16.82,11.36,33.88,1.54,3.62,78.06
PRES_0_1,0.99,1.01,,,1.06,6.79,87.23,2.23,3.92,9.59,6.45,15.7,16.89,11.41,32.63,1.53,3.63,78.38
PRES_0_0,0.36,,68.6,,0.4,,,0.78,2.4,1.95,,5.17,,,22.3,0.59,0.8,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.98,0.99,22.79,239.91,1.09,1.31,,2.15,4.05,9.34,6.57,15.41,15.38,11.62,33.69,1.51,3.57,77.89
DEWP_1_0,0.53,0.54,,,,12.22,72.77,1.45,1.03,5.24,,8.35,13.55,,,0.8,1.75,34.82
DEWP_0_0,0.26,0.22,,,,5.11,210.79,0.48,,2.54,,3.41,8.54,,,0.42,0.99,
WSPM_0_1,0.81,0.82,17.22,,0.84,6.64,67.43,2.3,1.57,7.9,2.65,14.07,13.2,1.92,15.92,1.27,2.86,64.33
WSPM_0_2,0.65,0.66,22.53,378.28,0.73,1.37,,0.61,5.41,4.01,1.33,7.7,2.32,,,1.01,2.21,36.07
WSPM_0_0,0.58,0.58,,,0.61,4.18,71.48,1.31,1.25,8.19,1.8,11.94,13.74,,22.15,0.89,2.26,50.78
WSPM_0_3,0.55,0.56,,,0.62,,,0.17,1.1,2.93,10.79,4.84,,,,0.8,2.16,64.01
WSPM_1_0,0.54,0.55,,,0.57,3.81,,1.26,1.53,6.62,1.98,9.79,10.2,,,0.82,2.02,46.88
WSPM_1_1,0.47,0.48,,,0.46,5.4,97.19,1.14,,4.45,,5.71,19.02,,,0.71,1.91,25.94
WSPM_0_4,0.45,0.46,,,0.5,,,0.41,,,,3.49,,24.01,,0.67,1.58,
WSPM_1_2,0.35,0.33,,,0.39,,,0.71,,3.54,,4.25,,,72.1,0.57,1.35,
PM10_0,0.91,0.91,25.31,259.06,0.96,6.43,97.91,2.04,3.61,9.01,5.41,14.67,16.77,10.29,38.08,1.48,2.85,57.08
PM10_1,0.73,0.75,,,0.8,3.87,,1.61,3.02,6.32,5.33,10.67,9.77,7.38,,1.02,3.35,71.26
PM10_2,0.31,0.31,,,0.34,,,0.71,,2.85,2.85,4.57,,,,0.34,1.46,92.37
