,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.7,1.09,,,,1.1300000000000001,0.84,1.2,0.78,1.35,,,1.1300000000000001,0.89,0.93,1.51,3.2,3.44,1.1300000000000001,0.97,0.97,1.21,0.89,0.58,0.41,0.65,0.74,1.08,1.1300000000000001,1.07,0.82,0.73
TEMP_0_0,1.06,0.69,8.29,,,,1.19,0.8,1.04,1.08,,,,1.18,0.76,4.4,0.95,0.77,,0.96,0.98,0.93,1.59,0.55,0.42,0.57,0.64,0.71,,1.06,0.88,0.68
TEMP_1_1,,,0.55,,,,0.94,,1.04,,0.51,,,1.82,4.81,0.61,,,,1.22,0.85,1.56,1.6,0.59,0.39,0.79,1.63,,,1.07,1.04,2.78
TEMP_0_2,,,,0.4,,,3.19,,,0.9,,0.43,,1.85,1.22,,,0.67,,2.7,1.71,1.98,0.77,0.76,0.61,0.9,0.95,,,1.53,1.4,0.92
TEMP_0_1,,,,,0.37,,3.69,2.17,3.23,0.79,,0.74,,9.25,,,0.52,,,2.63,2.56,0.92,,0.87,0.78,0.92,1.22,0.43,,1.72,1.29,0.73
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.94,1.29,0.91,3.63,2.47,0.9,0.65,2.58,1.01,3.3,,,0.9,1.04,1.35,0.94,2.25,2.55,0.9,1.14,0.95,1.19,0.98,0.6,0.42,0.73,0.7,0.9,0.9,1.13,0.85,0.69
PRES_1_1,1.1,0.79,,,1.28,,2.32,0.64,3.39,,,,,1.27,0.89,,0.86,0.74,,1.02,0.96,0.95,1.75,0.59,0.43,0.61,0.77,0.78,,1.12,0.89,0.76
PRES_1_0,0.9,1.08,1.37,,,,1.06,4.49,0.58,,,,,1.06,1.01,1.29,2.08,,,1.15,1.13,1.17,0.98,0.65,0.45,0.81,0.91,1.47,,1.12,1.01,1.18
PRES_1_2,1.39,1.27,,0.73,0.61,,5.68,,,0.48,,,,1.49,0.89,,0.87,,,1.35,1.61,1.38,1.2,0.62,0.53,0.64,0.82,0.71,,1.36,1.12,0.89
PRES_0_1,,,0.69,,,,,,,,0.38,,,,,0.67,,,,1.22,1.07,,,0.69,0.47,0.88,,,,1.37,1.34,3.12
PRES_1_3,,,,0.48,0.81,,6.99,,,,,0.37,,3.34,1.58,,1.13,0.63,,2.59,1.5,1.29,1.13,0.93,0.7,0.82,1.14,0.61,,1.53,1.61,0.79
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
