,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.98,0.21,,,,,0.6,0.44,0.48,0.2,,,,0.89,0.36,0.26,0.07,0.07,,0.48,0.38,0.33,0.33,0.16,0.15,0.14,0.11,0.05,,0.81,0.61,0.22
TEMP_0_0,0.22,0.98,,,,,0.36,0.72,0.37,0.26,,,,0.67,0.49,0.06,0.26,0.29,,0.49,0.46,0.4,0.18,0.16,0.11,0.12,0.13,0.06,,0.84,0.59,0.22
TEMP_1_1,,,1.0,,,,0.77,,0.43,,0.45,,,0.61,0.1,0.85,,,,0.5,0.69,0.31,0.24,0.22,0.2,0.12,0.07,,,1.11,0.62,
TEMP_0_2,,,,1.0,,,0.22,,,0.69,,0.73,,0.91,0.62,,,0.69,,0.39,0.53,0.4,0.78,0.27,0.2,0.15,0.19,,,1.26,0.78,0.4
TEMP_0_1,,,,,1.0,,0.29,0.66,,0.9,,0.45,,0.26,,,1.14,,,0.41,0.29,1.02,,0.31,0.21,0.2,0.17,0.21,,1.19,0.9,0.52
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.76,0.42,0.49,0.06,0.06,,0.97,0.08,0.2,,,,,0.89,0.24,0.46,0.11,0.1,,0.49,0.47,0.37,0.32,0.16,0.16,0.1,0.1,0.04,,0.8,0.68,0.25
PRES_1_1,0.56,0.87,,,0.13,,0.08,1.0,,,,,,0.69,0.46,,0.32,0.33,,0.49,0.47,0.43,0.19,0.16,0.14,0.14,0.14,0.06,,0.9,0.6,0.23
PRES_1_0,0.82,0.65,0.4,,,,0.27,,0.97,,,,,0.95,0.44,0.4,0.15,,,0.48,0.49,0.41,0.38,0.2,0.16,0.14,0.13,0.05,,1.03,0.64,0.17
PRES_1_2,0.59,0.74,,0.41,0.42,,,,,1.0,,,,0.82,0.72,,0.47,,,0.59,0.43,0.45,0.39,0.29,0.2,0.2,0.16,0.1,,1.12,0.76,0.25
PRES_0_1,,,1.3,,,,,,,,1.0,,,,,1.28,,,,0.84,0.9,,,0.32,0.25,0.18,,,,1.43,0.85,
PRES_1_3,,,,0.95,0.46,,,,,,,1.0,,0.55,0.5,,0.53,0.84,,0.46,0.64,0.69,0.61,0.21,0.17,0.19,0.19,0.12,,1.37,0.61,0.56
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.7,0.51,0.25,0.15,0.03,,0.56,0.43,0.42,0.22,,0.07,,0.99,0.12,,,,,0.47,0.35,0.37,0.33,0.12,0.11,0.06,0.04,,,0.69,0.61,0.24
DEWP_0_0,0.68,0.87,0.09,0.24,,,0.36,0.69,0.46,0.45,,0.15,,0.27,0.97,,,,,0.38,0.59,0.31,0.17,0.26,0.21,0.22,0.21,0.08,,1.16,0.52,0.07
DEWP_1_1,0.53,0.1,0.9,,,,0.75,,0.46,,0.47,,,,,1.0,,,,0.52,0.74,0.22,0.25,0.21,0.2,0.12,0.08,,,1.06,0.73,
DEWP_0_2,0.24,0.88,,,0.64,,0.3,0.89,0.3,0.57,,0.29,,,,,1.0,,,0.6,0.3,0.76,,0.26,0.17,0.2,0.16,0.13,,1.13,0.69,0.43
DEWP_0_1,0.25,1.1,,0.55,,,0.3,1.03,,,,0.52,,,,,,1.0,,0.61,0.46,0.5,0.39,0.24,0.15,0.23,0.27,0.14,,1.29,0.65,0.32
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.69,0.69,0.37,0.11,0.1,,0.55,0.57,0.4,0.29,0.22,0.1,,0.86,0.32,0.37,0.25,0.22,,0.99,,,,,0.11,,,,,0.89,0.7,0.18
WSPM_0_1,0.56,0.66,0.53,0.16,0.07,,0.58,0.55,0.41,0.22,0.24,0.15,,0.67,0.47,0.54,0.13,0.18,,,0.97,,,,0.14,0.06,,,,1.05,0.55,0.07
WSPM_0_3,0.62,0.75,0.31,0.16,0.31,,0.56,0.67,0.45,0.3,,0.21,,0.91,0.33,0.2,0.42,0.25,,,,0.99,,,0.08,,,,,0.72,0.79,0.41
WSPM_0_4,0.9,0.49,0.35,0.45,,,0.72,0.41,0.6,0.37,,0.27,,1.18,0.28,0.34,,0.28,,,,,1.0,,,,,,,0.75,0.93,0.41
WSPM_0_0,0.87,0.81,0.61,0.29,0.25,,0.7,0.68,0.59,0.53,0.3,0.18,,0.81,0.77,0.54,0.38,0.33,,,,,,0.79,0.48,0.23,0.16,,,1.56,0.58,
WSPM_1_0,1.07,0.69,0.7,0.28,0.22,,0.8,0.76,0.67,0.45,0.3,0.19,,0.99,0.76,0.66,0.33,0.26,,0.39,0.7,0.24,,0.65,0.54,,,,,1.54,0.77,
WSPM_1_1,1.08,0.98,0.52,0.26,0.28,,0.7,0.91,0.63,0.56,0.26,0.25,,0.8,0.91,0.48,0.47,0.47,,,0.28,,,0.32,,0.91,,,,1.78,0.54,
WSPM_1_2,1.05,1.14,0.35,0.36,0.25,,0.8,0.99,0.67,0.51,,0.28,,0.65,0.99,0.34,0.44,0.65,,,,,,0.21,,,0.96,,,1.86,0.52,
WSPM_1_3,1.07,1.42,,,0.86,,0.88,1.23,0.7,0.83,,0.5,,,1.06,,0.99,0.92,,,,,,,,,,0.98,,2.41,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.5,0.51,0.36,0.16,0.12,,0.4,0.45,0.37,0.24,0.16,0.14,,0.55,0.39,0.32,0.2,0.21,,0.38,0.43,0.23,0.17,0.19,0.15,0.14,0.13,0.06,,0.97,0.21,
PM10_1,0.63,0.59,0.33,0.16,0.15,,0.56,0.5,0.37,0.27,0.16,0.1,,0.81,0.29,0.36,0.2,0.17,,0.5,0.4,0.43,0.34,0.1,0.1,0.05,0.03,,,0.36,0.93,0.13
PM10_2,0.87,0.84,,0.32,0.33,,0.8,0.72,0.4,0.33,,0.35,,1.2,0.15,,0.49,0.33,,0.52,0.17,0.86,0.59,,,,,,,,0.52,0.93
