,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.53,,,,,1.83,2.47,3.6,4.63,7.99,,1.17,2.21,69.49,183.68,,3.2,3.46,3.93,8.34,6.65,10.5,16.08,10.42,13.45,,1.56,3.13,6.61
TEMP_0_1,,4.68,,,,0.89,2.21,4.95,4.74,7.19,,0.98,,,,,2.25,2.56,3.85,6.82,5.91,8.97,12.7,,7.65,,1.16,2.63,5.54
TEMP_0_0,,,7.58,260.71,8848.650000000001,1.06,,3.88,6.23,8.88,8848.650000000001,,3.43,,,8848.650000000001,1.71,2.78,2.29,6.39,4.04,8.72,12.1,,8.41,8848.650000000001,1.02,2.16,4.3
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.23,1.88,3.48,,,2.26,,,1.69,3.62,,1.05,2.17,,,,2.98,3.19,3.46,8.25,6.44,10.95,15.51,6.09,9.3,,1.47,2.76,5.01
PRES_1_3,1.02,2.74,,,,,3.69,,,1.41,,0.96,1.61,49.6,149.64,,2.02,2.53,3.62,6.52,5.42,8.44,12.59,11.01,13.02,,1.17,2.59,6.5
PRES_1_1,0.58,2.57,3.45,507.7,,,,8.68,2.26,4.91,,0.58,2.36,,198.47,,2.27,1.89,2.5,5.91,5.42,6.13,10.29,,9.46,,1.04,2.02,4.03
PRES_1_0,0.63,1.86,4.3,,5562.0599999999995,0.24,,1.21,9.46,10.39,5562.0599999999995,0.66,1.95,,,5562.0599999999995,1.57,3.01,2.85,5.7,3.57,7.58,11.53,,9.43,5562.0599999999995,0.99,2.18,3.99
PRES_0_0,0.64,1.55,3.43,,,0.51,0.46,1.57,6.03,14.0,,0.61,1.53,89.11,138.06,,2.11,2.2,2.63,3.37,2.5,4.87,7.63,,,,0.71,2.3,5.12
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.33,3.43,,,,1.78,2.67,4.01,5.52,8.85,,1.34,,,96.2,,3.37,3.54,4.59,8.82,6.59,11.62,17.04,8.25,11.39,,1.6,3.4,7.21
DEWP_0_1,0.81,0.39,6.55,418.39,7552.349999999999,1.22,1.42,5.24,5.32,7.98,7552.349999999999,0.11,4.05,,126.93,7552.349999999999,1.79,3.08,2.51,7.15,6.41,8.69,13.1,7.2,13.45,7552.349999999999,1.24,2.33,4.65
DEWP_0_0,0.46,,,,,,,,3.52,6.75,,,,175.41,299.07,,1.67,,,,,,,,,,0.38,1.27,
DEWP_1_0,0.4,,,,,,,,,,,,,,293.57,,1.67,,,,,,,,,,,0.87,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.97,2.07,2.52,,,1.35,1.49,3.7,4.16,7.3,,0.9,1.39,68.16,128.02,,4.66,1.26,,3.87,0.85,3.86,7.91,,,,1.04,2.78,6.23
WSPM_0_1,0.91,2.07,3.71,,,1.27,1.65,3.11,5.22,7.86,,0.82,2.19,,,,1.04,4.64,1.47,6.39,4.52,8.41,15.5,2.34,6.8,,1.2,2.32,4.29
WSPM_0_2,0.8,2.45,2.71,458.92,,1.04,1.92,2.75,4.55,5.44,,0.84,1.37,,,,,1.4,6.45,4.09,1.7,4.91,10.37,,,,1.08,2.56,4.25
WSPM_0_0,0.74,1.86,3.17,,,1.13,1.39,3.51,3.55,5.49,,0.7,1.73,,,,0.65,1.69,2.01,8.73,5.28,9.14,15.26,,7.71,,1.09,1.55,2.54
WSPM_1_2,0.74,2.03,2.27,,,1.05,1.49,4.11,2.39,6.71,,0.65,1.94,,,,1.4,1.99,1.47,6.65,10.11,6.86,7.08,,,,1.04,1.88,
WSPM_1_1,0.66,1.69,2.67,,,1.02,1.16,2.54,3.29,5.95,,0.64,1.42,,,,,1.98,2.01,6.19,3.61,14.32,9.43,,,,0.96,1.63,2.88
WSPM_1_0,0.68,1.56,2.54,,,1.0,1.21,2.71,3.58,4.97,,0.64,1.44,,,,0.85,1.99,1.71,7.04,3.5,6.47,13.01,,,,0.94,1.46,2.8
WSPM_0_4,0.82,,,,,0.72,2.09,,,,,0.56,1.71,70.86,159.98,,,,,,,2.42,2.03,18.0,,,0.52,1.98,5.63
WSPM_1_3,0.65,0.91,1.96,,,0.65,1.49,2.37,2.59,,,0.46,1.68,,,,,,,2.49,,,2.79,,27.58,,0.76,1.52,5.62
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.22,2.71,3.92,238.82,5285.67,1.73,2.2,4.89,5.14,7.89,5285.67,1.09,2.58,,,5285.67,2.28,3.71,3.31,9.88,8.9,12.82,17.46,4.49,16.04,5285.67,1.69,2.58,4.4
PM10_1,0.97,2.5,3.55,284.69,,1.31,1.91,3.45,5.6,8.5,,0.93,1.97,59.39,118.03,,3.06,2.77,4.2,5.18,1.53,6.49,12.55,8.91,3.27,,1.14,3.33,5.37
PM10_2,0.8,1.72,2.68,,,0.85,2.06,2.49,3.68,7.54,,0.72,1.67,,130.11,,2.79,1.41,3.02,2.89,,3.79,6.61,9.07,4.52,,0.49,2.24,8.65
