,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.39,0.36,0.98,0.59,0.5,1.02,0.8,1.27,0.65,1.59,1.01,0.52,0.57,1.07,1.15,0.91
PRES_0_1,1.0,1.0,,,0.98,0.6,0.49,1.02,0.79,1.28,0.65,1.6,1.02,0.53,0.55,1.07,1.16,0.92
PRES_0_0,1.42,,4.5,,1.46,,,1.39,1.95,1.04,,2.12,,,1.33,1.59,1.08,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.0,0.39,0.38,1.03,0.15,,1.01,0.84,1.28,0.68,1.61,0.95,0.55,0.59,1.08,1.17,0.94
DEWP_1_0,1.19,1.2,,,,2.39,0.95,1.46,0.51,1.57,,1.91,1.83,,,1.24,1.3,0.73
DEWP_0_0,1.37,1.11,,,,2.43,5.7,1.04,,1.79,,1.99,2.49,,,1.53,1.83,2.92
WSPM_0_1,1.06,1.06,0.39,,1.02,0.76,0.52,1.33,0.55,1.45,0.38,1.91,1.16,0.14,0.38,1.15,1.21,0.93
WSPM_0_2,1.14,1.13,0.63,1.07,1.16,0.2,,0.62,1.79,1.04,0.31,1.45,0.37,,0.41,1.22,1.21,0.66
WSPM_0_0,1.18,1.18,,,1.15,0.78,0.91,1.29,0.46,1.98,0.39,2.19,1.43,,0.89,1.26,1.44,1.35
WSPM_0_3,1.2,1.2,,,1.23,,,0.3,0.57,0.91,2.29,1.14,,,,1.23,1.46,1.53
WSPM_1_0,1.2,1.2,,,1.18,0.75,,1.29,0.64,1.83,0.45,2.07,1.31,,0.49,1.28,1.43,1.4
WSPM_1_1,1.26,1.26,,,1.13,1.24,1.32,1.38,0.71,1.65,,1.8,2.66,,0.77,1.33,1.63,1.32
WSPM_0_4,1.27,1.28,,,1.3,,,0.68,,,,1.07,,3.03,,1.3,1.46,
WSPM_1_2,1.42,1.32,,,1.45,,,1.36,,1.78,,1.97,1.26,,4.42,1.58,2.12,
PM10_0,1.03,1.02,0.47,0.45,1.0,0.64,0.61,1.06,0.83,1.36,0.62,1.68,1.12,0.53,0.73,1.14,1.08,0.81
PM10_1,1.09,1.1,,,1.09,0.5,0.3,1.08,0.9,1.26,0.81,1.64,0.93,0.52,,1.1,1.51,1.22
PM10_2,1.43,1.43,,,1.44,,,1.45,,1.6,1.25,2.27,,,,1.39,2.01,4.35
