,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,0.94,0.92,,,0.94,0.92,1.16,0.93,0.96,0.93,0.92,0.93,0.92,0.92,1.03,0.94,0.92,0.92
PRES_0_0,,,,,,,,,,,,,,,,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.7,0.7,0.68,,0.64,,,0.73,0.65,0.71,0.64,0.7,0.83,0.64,0.67,0.71,0.68,0.66
DEWP_1_0,,,,,,,,,,,,,,,,,,
DEWP_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.03,0.03,0.04,,0.04,0.02,,0.02,,,,0.06,0.16,,,0.03,0.03,0.04
WSPM_0_2,,,,,,0.01,,,,,,,,,,,,
WSPM_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_3,,,,,,,,,,,,,,,,,,
WSPM_1_0,,,,,,,,,,,,,,,,,,
WSPM_1_1,,,,,,,,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,,,,,
WSPM_1_2,,,,,,,,,,,,,,,,,,
PM10_0,0.2,0.21,0.14,,0.21,0.19,0.15,0.2,0.21,0.2,0.24,0.2,0.18,0.21,0.15,0.15,0.88,
PM10_1,0.01,0.01,,,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.03,,0.01
PM10_2,,,,,,,,,,,,,,,,,,
