,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.99,,,,0.2,0.91,0.87,0.77,0.57,,,0.2,1.13,0.68,0.73,0.5,0.51,0.2,0.85,0.81,0.76,0.61,0.43,0.38,0.35,0.29,0.22,0.2,1.25,0.98,0.53
TEMP_0_0,1.01,1.0,0.89,,,,0.88,0.91,0.75,0.58,,,,1.15,0.78,0.52,0.54,0.51,,0.83,0.85,0.7,0.59,0.45,0.39,0.36,0.36,0.19,,1.3,1.01,0.47
TEMP_1_1,,,1.0,,,,1.24,,1.0,,0.6,,,1.53,1.23,0.97,,,,1.15,1.14,0.95,0.84,0.6,0.53,0.48,0.45,,,1.75,1.36,0.7
TEMP_0_2,,,,1.0,,,1.64,,,1.33,,0.87,,2.53,1.58,,,1.1,,2.02,1.8,1.6,1.3,0.92,0.82,0.75,0.72,,,2.75,2.22,1.11
TEMP_0_1,,,,,1.01,,2.63,2.38,2.17,1.49,,0.94,,4.07,,,1.34,,,2.08,1.74,1.85,,1.14,1.05,0.87,0.82,0.45,,3.21,2.5,1.27
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.11,1.09,0.81,0.51,0.4,0.2,1.0,1.0,0.86,0.52,,,0.2,1.26,0.8,0.79,0.55,0.57,0.2,0.98,0.91,0.83,0.67,0.46,0.43,0.36,0.31,0.18,0.2,1.41,1.09,0.53
PRES_1_1,1.14,1.1,,,0.44,,1.03,1.0,0.81,,,,,1.27,0.81,,0.6,0.56,,0.91,0.91,0.79,0.7,0.49,0.43,0.4,0.41,0.22,,1.42,1.09,0.58
PRES_1_0,1.3,1.29,1.0,,,,1.16,1.09,1.0,,,,,1.48,1.0,0.96,0.68,,,1.03,1.12,0.93,0.78,0.6,0.5,0.5,0.46,0.34,,1.68,1.34,0.68
PRES_1_2,1.74,1.71,,0.75,0.69,,1.87,,,1.01,,,,1.93,1.28,,0.91,,,1.45,1.44,1.23,0.98,0.76,0.68,0.6,0.56,0.34,,2.2,1.69,0.84
PRES_0_1,,,1.68,,,,,,,,0.99,,,,,1.63,,,,1.98,1.9,,,0.96,0.87,0.83,,,,2.96,2.26,1.19
PRES_1_3,,,,1.14,1.01,,3.17,,,,,1.0,,2.99,1.73,,1.35,1.24,,2.31,1.96,1.81,1.51,1.0,0.91,0.85,0.82,0.37,,3.06,2.52,1.26
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.88,0.88,0.66,0.39,0.33,0.12,0.79,0.78,0.67,0.52,,0.31,0.12,1.0,0.67,,,,0.12,0.74,0.72,0.64,0.53,0.37,0.34,0.27,0.21,,0.12,1.11,0.88,0.44
DEWP_0_0,1.36,1.31,0.97,0.62,,,1.31,1.22,1.01,0.78,,0.54,,1.49,1.0,,,,,1.06,1.13,0.96,0.76,0.62,0.53,0.53,0.5,0.27,,1.75,1.28,0.79
DEWP_1_1,1.37,1.15,1.03,,,,1.27,,1.05,,0.62,,,,,1.0,,,,1.19,1.16,1.04,0.86,0.61,0.54,0.48,0.47,,,1.8,1.41,0.72
DEWP_0_2,1.94,1.87,,,0.75,,1.75,1.67,1.48,1.12,,0.7,,,,,1.01,,,1.59,1.43,1.35,,0.83,0.73,0.66,0.61,0.34,,2.37,1.86,0.94
