,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,1.0,,,,,0.94,0.86,0.77,0.73,0.68,,1.02,0.86,0.44,0.4,,0.83,0.82,0.79,0.74,0.72,0.68,0.67,0.68,0.59,,1.02,0.85
TEMP_0_1,,1.0,,,,1.09,1.06,0.87,0.89,0.83,,1.24,,,,,1.0,0.98,0.95,0.87,0.87,0.8,0.8,,1.07,,1.24,1.03
TEMP_0_0,,,0.99,0.31,1.53,1.28,,0.91,0.96,0.9,1.53,,1.1,,,1.53,1.06,1.09,0.96,0.97,0.95,0.91,0.88,,0.79,1.53,1.33,1.05
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.07,0.92,0.81,,,1.0,,,0.94,0.73,,1.1,0.92,,,,0.88,0.89,0.85,0.79,0.78,0.73,0.73,0.7,0.65,,1.1,0.88
PRES_1_3,1.16,0.94,,,,,1.0,,,0.56,,1.18,0.98,0.52,0.46,,0.96,0.94,0.88,0.85,0.84,0.81,0.77,0.79,0.71,,1.19,0.97
PRES_1_1,1.24,1.12,0.96,0.46,,,1.08,0.98,1.19,1.03,,1.33,1.1,,0.73,,1.17,0.98,1.12,0.9,0.97,0.85,0.81,,1.06,,1.36,1.2
PRES_1_0,1.37,1.13,1.04,,1.1099999999999999,1.25,,0.92,1.0,0.93,1.1099999999999999,1.4,1.15,,,1.1099999999999999,1.03,1.21,1.04,1.06,1.39,0.9,0.98,,0.94,1.1099999999999999,1.37,1.15
PRES_0_0,1.46,1.21,1.11,,,1.84,0.93,0.9,1.02,1.0,,1.55,1.16,0.62,0.5,,1.22,1.12,1.17,1.02,0.76,0.9,0.96,,,,1.52,1.24
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.98,0.81,,,,0.91,0.85,0.73,0.7,0.66,,1.0,0.73,0.44,0.39,,0.8,0.8,0.76,0.71,0.7,0.66,0.65,0.67,0.63,,1.0,0.83
DEWP_0_1,1.16,0.96,0.9,0.41,1.35,1.13,0.97,0.88,0.88,0.83,1.35,1.05,1.0,0.44,0.47,1.35,1.01,0.96,0.92,0.88,0.86,0.81,0.8,0.71,0.72,1.35,1.21,0.97
DEWP_0_0,2.25,,,,,,,,1.86,1.54,,,,1.0,0.9,,1.86,,,,,,,,,,2.03,1.89
DEWP_1_0,2.51,,,,,,,,,,,,,,1.0,,2.47,,,,,,,,,,2.21,2.46
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.21,1.0,0.83,,,1.14,1.04,0.8,0.86,0.77,,1.24,0.9,0.44,0.31,,0.99,1.12,0.7,1.12,0.49,0.92,0.87,,,,1.24,0.93
WSPM_0_1,1.22,0.99,0.92,,1.32,1.17,1.04,0.9,0.85,0.83,1.32,1.24,1.05,,,1.32,0.84,1.01,0.83,0.91,0.85,0.88,0.85,1.01,1.0,1.32,1.23,1.0
WSPM_0_2,1.26,1.06,1.07,0.59,,1.13,1.11,0.85,0.91,0.61,,1.31,1.08,,,,1.43,1.19,1.0,0.97,0.93,0.81,0.93,,,,1.35,0.96
WSPM_0_0,1.35,1.14,1.0,,,1.27,1.17,1.08,1.02,1.18,,1.4,1.12,,,,1.03,0.99,1.11,1.0,1.16,0.94,0.89,0.86,1.28,,1.4,1.17
WSPM_1_2,1.39,1.15,1.05,,,1.33,1.21,1.11,1.22,1.42,,1.44,1.2,,,,1.64,1.17,0.97,0.98,1.0,0.86,0.8,,1.52,,1.41,3.05
WSPM_1_1,1.48,1.22,1.06,,,1.33,1.21,1.19,1.21,1.12,,1.51,1.21,,,,1.08,1.22,1.27,1.04,1.18,1.0,0.96,,,,1.51,1.64
WSPM_1_0,1.47,1.23,1.14,,,1.4,1.29,1.18,1.15,1.17,,1.53,1.25,,,,1.09,1.11,1.15,1.11,1.16,1.06,1.0,,,,1.51,1.23
WSPM_0_4,1.52,,,,,1.42,1.31,,,,,1.48,1.4,0.52,0.46,,,0.97,,,,0.86,0.55,1.0,,,1.51,1.23
WSPM_1_3,1.64,1.33,1.25,,,1.53,1.4,1.22,1.43,,,1.67,1.38,,,,,,,0.89,0.72,,0.79,,1.0,,1.59,3.11
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.97,0.81,0.73,0.36,0.72,0.91,0.84,0.73,0.75,0.69,0.72,1.0,0.82,0.54,0.64,0.72,0.79,0.83,0.74,0.73,0.76,0.68,0.67,0.66,0.7,0.72,1.0,0.82
PM10_1,1.18,0.98,0.91,,,1.1,1.04,0.81,0.81,0.78,,1.2,1.02,0.41,0.3,,1.02,0.8,0.99,0.74,0.25,0.6,0.72,0.77,0.31,,1.21,1.0
