,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.61,1.66,,,,,0.92,1.92,0.84,2.73,,,,0.95,1.33,3.02,17.33,17.92,,1.24,1.32,1.92,1.13,0.6,0.31,0.78,1.18,2.25,,1.38,0.87,0.82
TEMP_0_0,1.57,0.6,,,,,2.0,0.82,1.51,1.73,,,,1.7,0.78,39.51,1.35,0.92,,1.27,1.3,1.26,3.86,0.54,0.34,0.61,0.7,1.11,,1.32,1.02,0.83
TEMP_1_1,,,0.43,,,,1.2,,1.68,,0.43,,,4.23,30.68,0.53,,,,2.11,1.02,3.72,3.85,0.66,0.29,1.25,5.19,,,1.4,1.5,14.25
TEMP_0_2,,,,0.27,,,18.79,,,1.25,,0.33,,4.46,2.32,,,0.76,,9.65,4.29,5.9,0.96,1.15,0.79,1.78,1.81,,,3.02,2.74,1.43
TEMP_0_1,,,,,0.24,,17.11,6.18,14.28,0.96,,1.04,,77.22,,,0.44,,,10.27,12.14,1.24,,1.35,1.11,1.72,3.01,0.47,,3.77,2.35,0.94
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.12,2.22,1.12,20.83,12.41,0.84,0.54,10.05,1.52,22.23,,,0.84,1.3,2.83,1.21,8.47,9.94,0.84,1.68,1.24,1.93,1.43,0.7,0.34,1.12,1.15,2.15,0.84,1.55,0.95,0.81
PRES_1_1,1.57,0.8,,,2.71,,8.11,0.53,20.52,,,,,1.95,1.14,,1.11,0.86,,1.44,1.3,1.3,4.31,0.62,0.35,0.71,0.99,1.29,,1.49,1.07,0.92
PRES_1_0,1.09,1.61,2.5,,,,1.68,36.46,0.46,,,,,1.43,1.46,2.28,7.02,,,1.99,1.76,2.0,1.45,0.72,0.38,1.16,1.49,3.41,,1.52,1.38,2.38
PRES_1_2,2.69,2.11,,0.92,0.63,,42.47,,,0.35,,,,2.87,1.15,,1.19,,,2.52,3.69,2.77,2.32,0.67,0.52,0.81,1.35,1.11,,2.27,1.7,1.41
PRES_0_1,,,0.72,,,,,,,,0.25,,,,,0.68,,,,2.19,1.72,,,1.0,0.47,1.62,,,,2.43,2.63,
PRES_1_3,,,,0.39,1.15,,,,,,,0.24,,14.65,4.18,,2.06,0.67,,8.95,3.51,2.56,2.04,1.87,1.09,1.51,2.6,1.2,,3.12,3.75,1.07
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.73,1.17,2.82,1.92,27.42,0.63,0.83,1.63,0.83,1.84,,5.44,0.63,0.68,2.06,,,,0.63,1.07,1.51,1.15,0.86,0.75,0.33,1.01,2.06,,0.63,1.34,0.75,0.57
DEWP_0_0,1.56,0.96,45.76,1.83,,,3.65,1.65,1.86,1.05,,3.23,,3.22,0.45,,,,,2.82,1.14,3.17,5.7,0.47,0.32,0.58,0.71,1.16,,1.46,1.76,5.1
DEWP_1_1,4.03,39.62,0.55,,,,1.3,,1.58,,0.42,,,,,0.41,,,,2.08,0.93,8.72,3.75,0.68,0.29,1.35,5.05,,,1.55,1.33,7.42
