,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,0.99,,,,1.23,0.98,0.92,0.91,0.78,,,1.23,1.05,0.81,0.91,0.67,0.72,1.23,0.93,0.87,0.95,0.81,0.69,0.67,0.64,0.57,0.59,1.23,1.08,1.0,0.8
TEMP_0_0,1.01,1.0,0.76,,,,0.93,0.96,0.91,0.78,,,,1.05,0.94,0.79,0.76,0.75,,0.93,0.99,0.82,0.83,0.75,0.7,0.68,0.7,0.5,,1.13,0.98,0.69
TEMP_1_1,,,0.99,,,,1.07,,0.93,,0.84,,,1.15,1.12,0.99,,,,1.04,1.06,0.9,0.93,0.79,0.77,0.74,0.6,,,1.24,1.11,0.87
TEMP_0_2,,,,1.0,,,1.03,,,1.17,,0.92,,1.46,1.15,,,1.0,,1.48,1.22,1.21,1.08,0.94,0.91,0.84,0.9,,,1.48,1.39,1.04
TEMP_0_1,,,,,1.02,,1.85,1.55,1.58,1.22,,0.9,,2.66,,,1.14,,,1.34,1.07,1.33,,1.11,1.08,0.94,0.92,0.65,,1.63,1.48,1.13
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.02,1.04,0.94,0.76,0.51,1.0899999999999999,1.0,1.04,0.93,0.58,,,1.0899999999999999,1.1,0.89,0.93,0.72,0.8,1.0899999999999999,1.01,0.93,0.96,0.84,0.67,0.67,0.6,0.56,0.4,1.0899999999999999,1.13,1.04,0.75
PRES_1_1,1.08,1.04,,,0.72,,1.03,1.0,1.0,,,,,1.11,0.91,,0.81,0.78,,0.95,0.98,0.89,0.94,0.75,0.72,0.69,0.73,0.54,,1.16,1.04,0.83
PRES_1_0,1.09,1.08,1.06,,,,1.04,0.93,1.0,,,,,1.16,1.03,1.04,0.78,,,0.97,1.09,0.95,0.89,0.94,0.82,0.86,0.73,0.92,,1.24,1.11,0.8
PRES_1_2,1.29,1.28,,0.86,0.88,,1.45,,,1.01,,,,1.3,1.13,,0.97,,,1.19,1.19,1.09,0.94,0.93,0.89,0.82,0.82,0.65,,1.4,1.25,0.9
PRES_0_1,,,1.21,,,,,,,,0.98,,,,,1.19,,,,1.32,1.26,,,0.88,0.9,0.88,,,,1.51,1.3,1.07
PRES_1_3,,,,1.05,1.01,,1.95,,,,,1.0,,1.58,1.15,,1.13,1.05,,1.56,1.21,1.25,1.18,0.97,0.92,0.93,0.92,0.46,,1.51,1.48,1.1
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.95,0.96,0.89,0.66,0.45,0.8200000000000001,0.91,0.88,0.86,0.77,,0.54,0.8200000000000001,1.0,0.86,,,,0.8200000000000001,0.87,0.87,0.83,0.79,0.62,0.63,0.52,0.41,,0.8200000000000001,1.03,0.95,0.69
DEWP_0_0,1.13,1.09,1.28,0.82,,,1.15,1.11,1.02,0.88,,0.78,,1.16,1.0,,,,,1.04,1.1,0.96,0.82,0.92,0.82,0.87,0.84,0.61,,1.28,1.09,1.03
DEWP_1_1,1.07,0.8,1.02,,,,1.08,,0.99,,0.85,,,,,0.99,,,,1.08,1.05,1.01,0.94,0.79,0.77,0.7,0.74,,,1.26,1.14,0.87
DEWP_0_2,1.46,1.32,,,0.89,,1.32,1.24,1.23,1.09,,0.8,,,,,1.01,,,1.25,1.07,1.12,,0.97,0.89,0.87,0.88,0.58,,1.43,1.3,0.99
DEWP_0_1,1.41,1.31,,0.96,,,1.14,1.26,,,,0.91,,2.31,1.3,,,1.0,,1.27,1.18,1.14,0.96,0.88,0.84,0.85,0.88,0.69,,1.44,1.29,0.94
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.08,1.08,0.97,0.64,0.75,,0.94,1.01,0.98,0.83,0.76,0.6,,1.09,1.0,0.93,0.79,0.77,,1.0,1.3,0.53,0.99,0.63,0.79,0.5,0.36,,,1.19,1.06,0.7
WSPM_0_1,1.08,1.02,0.95,0.79,0.75,,1.05,1.03,0.93,0.87,0.82,0.75,,1.13,0.93,0.95,0.84,0.75,,0.75,0.99,0.89,1.03,0.91,0.72,0.85,0.84,0.5,,1.18,1.01,0.86
WSPM_0_3,1.08,1.21,1.02,0.83,0.76,,1.01,1.1,1.05,0.96,,0.79,,1.18,1.05,0.89,0.9,0.87,,1.8,1.07,1.0,,0.75,0.8,0.75,,,,1.28,1.13,0.78
WSPM_0_4,1.23,1.28,0.98,0.9,,,1.12,1.09,1.08,1.07,,0.78,,1.26,1.06,1.06,,0.94,,1.01,0.87,,1.0,0.81,0.88,0.79,,,,1.35,1.2,0.83
WSPM_0_0,1.5,1.38,1.23,1.02,0.9,,1.71,1.36,1.18,1.08,1.0,0.97,,1.57,1.27,1.23,0.99,1.06,,1.55,1.22,1.11,0.92,1.0,0.92,1.07,0.88,,,1.51,1.46,2.42
WSPM_1_0,1.51,1.39,1.33,1.07,0.99,,1.59,1.41,1.36,1.14,1.09,1.02,,1.63,1.27,1.31,1.07,1.12,,1.3,1.35,1.33,1.2,1.1,1.0,1.23,0.99,,,1.57,1.46,1.97
WSPM_1_1,1.51,1.42,1.24,1.11,1.24,,1.95,1.47,1.37,1.25,0.94,1.05,,1.86,1.31,1.32,1.27,1.13,,2.02,0.99,1.4,1.17,1.01,0.92,1.01,1.29,,,1.67,1.75,
WSPM_1_2,1.74,1.35,1.37,1.14,1.08,,1.95,1.52,1.53,1.26,,1.08,,2.29,1.34,1.35,1.22,1.19,,2.67,1.13,,,0.92,1.02,0.66,1.0,,,1.68,2.28,
WSPM_1_3,1.9,2.06,,,1.34,,1.77,1.82,1.61,1.54,,1.37,,,1.69,,1.5,1.45,,,1.34,,,1.36,0.78,,,1.0,,2.08,,1.5
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.91,0.87,0.81,0.66,0.62,1.32,0.91,0.87,0.83,0.71,0.65,0.63,1.32,0.98,0.81,0.8,0.7,0.68,1.32,0.85,0.83,0.79,0.74,0.7,0.63,0.63,0.66,0.48,1.32,1.0,0.89,1.0
PM10_1,1.01,1.04,0.88,0.7,0.71,,0.89,0.95,0.85,0.83,0.71,0.61,,1.02,0.94,0.86,0.77,0.72,,0.94,0.98,0.87,0.8,0.65,0.69,0.64,0.31,,,1.15,1.0,0.64
PM10_2,1.3,1.38,,0.92,0.84,,1.31,1.25,1.24,1.19,,0.83,,1.37,0.85,,1.01,1.01,,1.24,0.8,1.15,1.08,0.28,0.59,,,,,1.08,1.35,1.0
