,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.22,3.34,,,0.31,0.58,1.44,1.07,,,0.39,0.42,1.83,,0.52,0.45,0.35,0.37,0.41,0.74,0.89,,0.49,0.44,0.44
TEMP_0_0,2.67,0.14,,,0.47,0.21,4.41,0.17,,,0.74,0.29,0.2,,0.33,0.37,0.64,0.59,0.44,0.23,0.18,0.15,0.34,0.4,0.32
TEMP_1_1,,,0.02,,0.92,,0.02,,,,0.07,0.49,,0.02,0.14,0.15,0.13,0.11,0.15,0.23,,,0.14,0.13,0.23
TEMP_0_2,,,,,,,,,,,,,,,0.03,0.03,0.04,0.06,0.03,0.02,,,0.03,0.03,0.05
PRES_0_0,0.33,0.63,3.19,,0.25,4.6,,,,,0.43,0.47,1.14,,0.49,0.51,0.49,0.47,0.51,0.53,0.81,0.31,0.59,0.45,0.38
PRES_1_0,0.23,0.11,,,1.78,0.04,,,,,0.33,0.13,0.16,,0.18,0.18,0.23,0.23,0.17,0.16,0.11,,0.16,0.24,0.19
PRES_0_1,0.51,1.85,0.03,,,,0.02,,,,0.08,0.62,,0.02,0.14,0.18,0.16,0.15,0.17,0.29,0.12,,0.15,0.15,0.26
PRES_1_1,0.29,0.06,,,,,,0.02,,,1.45,0.09,0.05,,0.17,0.1,0.1,0.11,0.12,0.09,0.1,,0.1,0.15,0.28
PRES_1_3,,,,,,,,,,,,,,,0.03,0.03,0.03,0.04,0.02,0.01,,,0.02,0.03,0.05
PRES_1_2,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.36,0.89,0.22,,0.38,0.74,0.22,5.49,,,0.2,4.37,,,0.34,0.45,0.56,0.62,0.46,0.61,,,0.54,0.37,0.37
DEWP_0_0,0.38,0.33,1.4,,0.39,0.3,1.61,0.3,,,4.15,0.18,,,0.52,0.38,0.32,0.31,0.4,0.58,0.24,0.17,0.34,0.49,0.62
DEWP_0_1,0.58,0.08,,0.02,0.34,0.12,,0.05,0.02,0.02,,,0.02,,0.19,0.17,0.18,0.15,0.14,0.06,0.09,,0.15,0.16,0.1
DEWP_1_1,,,,,,,,,,,,,,,,,,,,,,,,0.01,
WSPM_0_1,0.46,0.38,0.4,0.37,0.42,0.39,0.37,0.57,0.45,0.2,0.32,0.54,0.53,0.32,0.19,,2.87,5.72,0.94,,,,0.5,0.35,0.39
WSPM_0_0,0.16,0.16,0.17,0.17,0.17,0.16,0.18,0.14,0.15,,0.17,0.15,0.18,,,0.04,0.24,0.59,0.06,,,,0.13,0.2,0.43
WSPM_1_1,0.1,0.2,0.12,0.16,0.12,0.16,0.13,0.1,0.14,,0.16,0.1,0.15,,1.16,0.16,0.02,,,,,,0.12,0.13,0.16
WSPM_1_2,0.09,0.19,0.09,0.22,0.11,0.15,0.11,0.1,0.18,,0.17,0.09,0.11,,1.45,0.46,,0.01,,,,,0.09,0.15,0.18
WSPM_1_0,0.07,0.11,0.09,0.07,0.09,0.09,0.09,0.09,0.07,,0.09,0.08,0.08,,0.18,0.03,,,0.02,0.39,,,0.08,0.1,0.13
WSPM_0_2,0.12,0.05,0.12,0.04,0.08,0.06,0.13,0.05,0.04,,0.1,0.1,0.03,,,,,,0.36,0.01,,,0.12,0.07,0.02
WSPM_1_3,0.03,0.01,,,0.03,0.01,0.01,0.01,,,,0.01,0.01,,,,,,,,,,0.01,0.03,
WSPM_0_3,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.51,0.45,0.46,0.47,0.56,0.41,0.45,0.39,0.41,,0.59,0.4,0.48,0.36,0.57,0.37,0.45,0.39,0.42,0.83,0.32,,0.26,2.03,
PM10_1,0.4,0.47,0.41,0.39,0.39,0.53,0.41,0.51,0.45,0.21,0.36,0.5,0.47,0.58,0.37,0.52,0.43,0.56,0.48,0.4,0.67,0.29,1.79,0.21,0.95
PM10_2,0.08,0.07,0.14,0.14,0.07,0.09,0.15,0.17,0.16,,0.07,0.12,0.06,,0.08,0.23,0.11,0.12,0.12,0.03,,0.02,,0.19,0.01
