,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.99,0.68,,,,0.09,0.75,0.46,0.6,0.2,,,0.09,0.97,0.4,0.28,0.06,0.07,0.09,0.56,0.51,0.39,0.35,0.32,0.39,0.21,0.13,0.06,0.09,0.96,0.87,0.36
TEMP_0_0,0.74,0.99,0.07,,,,0.49,0.75,0.44,0.26,,,,0.75,0.63,0.07,0.26,0.29,,0.55,0.59,0.41,0.18,0.39,0.42,0.27,0.22,0.07,,1.04,0.83,0.3
TEMP_1_1,,,0.99,,,,0.84,,0.54,,0.47,,,0.6,0.19,0.85,,,,0.6,0.83,0.32,0.26,0.45,0.57,0.24,0.09,,,1.3,0.92,0.13
TEMP_0_2,,,,1.0,,,0.29,,,0.72,,0.73,,1.04,0.7,,,0.68,,0.53,0.64,0.45,0.79,0.49,0.53,0.32,0.27,,,1.41,1.14,0.54
TEMP_0_1,,,,,1.01,,0.63,0.75,0.49,0.91,,0.43,,0.53,,,1.14,,,0.49,0.36,1.14,,0.59,0.6,0.35,0.24,0.23,,1.55,1.4,0.82
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.81,0.61,0.51,0.06,0.05,0.09,0.99,0.3,0.55,0.07,,,0.09,0.92,0.35,0.47,0.1,0.1,0.09,0.57,0.61,0.42,0.34,0.33,0.42,0.18,0.13,0.04,0.09,1.03,0.92,0.34
PRES_1_1,0.79,0.97,,,0.13,,0.36,1.0,0.19,,,,,0.77,0.52,,0.32,0.33,,0.56,0.6,0.47,0.22,0.38,0.44,0.26,0.21,0.07,,1.05,0.88,0.38
PRES_1_0,0.99,0.84,0.43,,,,0.76,0.18,0.99,,,,,1.04,0.61,0.43,0.14,,,0.52,0.66,0.44,0.39,0.46,0.49,0.27,0.2,0.08,,1.23,0.96,0.27
PRES_1_2,0.96,0.94,,0.4,0.42,,0.31,,,1.0,,,,1.0,0.84,,0.47,,,0.69,0.6,0.49,0.38,0.55,0.55,0.36,0.25,0.12,,1.34,1.08,0.43
PRES_0_1,,,1.27,,,,,,,,0.97,,,,,1.25,,,,1.01,1.04,,,0.53,0.71,0.36,,,,1.67,1.09,0.2
PRES_1_3,,,,0.95,0.46,,0.48,,,,,1.0,,0.73,0.57,,0.53,0.82,,0.64,0.75,0.77,0.65,0.44,0.52,0.39,0.25,0.1,,1.52,1.19,0.71
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.83,0.69,0.26,0.14,0.03,0.06,0.66,0.45,0.52,0.23,,0.06,0.06,1.0,0.38,,,,0.06,0.52,0.45,0.4,0.35,0.26,0.35,0.14,0.06,,0.06,0.88,0.83,0.34
DEWP_0_0,0.93,1.04,0.12,0.24,,,0.59,0.71,0.52,0.45,,0.15,,0.82,0.99,,,,,0.49,0.81,0.38,0.19,0.56,0.56,0.41,0.32,0.09,,1.29,0.84,0.28
DEWP_1_1,0.51,0.14,0.91,,,,0.83,,0.61,,0.49,,,,,0.99,,,,0.63,0.87,0.24,0.27,0.46,0.58,0.22,0.11,,,1.29,1.0,0.19
DEWP_0_2,0.55,0.94,,,0.64,,0.58,0.95,0.52,0.58,,0.28,,,,,1.0,,,0.71,0.39,0.81,,0.52,0.51,0.35,0.24,0.15,,1.37,1.17,0.62
DEWP_0_1,0.62,1.13,,0.55,,,0.44,1.07,,,,0.52,,0.43,0.18,,,1.0,,0.74,0.66,0.55,0.38,0.53,0.48,0.4,0.39,0.17,,1.47,1.06,0.47
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.89,0.82,0.38,0.1,0.1,,0.63,0.61,0.53,0.29,0.22,0.09,,0.89,0.47,0.37,0.24,0.22,,0.99,0.56,0.08,,0.21,0.44,0.12,0.05,,,1.13,0.94,0.27
WSPM_0_1,0.75,0.7,0.53,0.16,0.07,,0.66,0.56,0.49,0.22,0.26,0.15,,0.76,0.58,0.55,0.13,0.17,,0.3,0.98,0.21,0.16,0.53,0.58,0.33,0.19,,,1.21,0.82,0.21
WSPM_0_3,0.78,0.91,0.33,0.16,0.31,,0.67,0.72,0.57,0.31,,0.21,,0.94,0.47,0.19,0.42,0.25,,0.33,0.32,1.0,,0.25,0.34,0.18,,,,1.04,1.05,0.52
WSPM_0_4,1.03,0.82,0.34,0.45,,,0.87,0.43,0.73,0.4,,0.26,,1.2,0.41,0.34,,0.28,,,0.22,,1.0,0.2,0.3,0.14,,,,1.13,1.19,0.51
WSPM_0_0,1.1,1.03,0.63,0.29,0.24,,1.09,0.71,0.69,0.52,0.32,0.18,,1.12,0.84,0.57,0.37,0.33,,0.68,0.83,0.37,0.2,0.92,0.84,0.52,0.33,,,1.62,1.17,0.68
WSPM_1_0,1.21,1.06,0.73,0.28,0.22,,1.09,0.77,0.83,0.45,0.33,0.19,,1.23,0.83,0.69,0.32,0.26,,0.61,1.06,0.47,0.3,0.82,0.82,0.44,0.25,,,1.69,1.24,0.59
WSPM_1_1,1.18,1.29,0.5,0.26,0.3,,1.15,0.99,0.67,0.57,0.25,0.25,,1.35,0.94,0.5,0.48,0.47,,1.06,0.72,0.53,0.27,0.8,0.63,0.93,0.4,,,1.88,1.39,
WSPM_1_2,1.27,1.3,0.35,0.36,0.25,,1.34,1.04,0.92,0.51,,0.28,,1.37,1.03,0.34,0.44,0.65,,1.41,0.81,,,0.74,0.65,0.19,0.97,,,1.89,1.65,
WSPM_1_3,1.23,1.71,,,0.86,,1.17,1.23,0.98,0.83,,0.5,,,1.06,,0.99,0.92,,,,,,0.98,0.37,,,0.98,,2.5,,0.54
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.62,0.6,0.37,0.16,0.12,,0.53,0.46,0.44,0.24,0.16,0.14,,0.66,0.45,0.33,0.2,0.21,,0.47,0.55,0.28,0.19,0.39,0.41,0.25,0.2,0.07,,0.99,0.64,0.23
PM10_1,0.79,0.74,0.33,0.16,0.15,,0.62,0.54,0.47,0.28,0.16,0.1,,0.82,0.42,0.36,0.2,0.17,,0.55,0.53,0.46,0.35,0.26,0.37,0.17,0.04,,,0.95,0.98,0.31
PM10_2,1.07,1.12,,0.32,0.32,,0.99,0.81,0.65,0.4,,0.33,,1.21,0.36,,0.49,0.33,,0.56,0.25,0.86,0.6,0.06,0.23,,,,,0.56,1.28,0.97
