,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.0,,,1.01,0.99,0.85,1.04,,,1.0,1.0,1.09,,1.0,0.99,1.0,0.99,1.0,1.0,0.83,1.11,0.99,0.99,0.98
TEMP_0_0,0.99,1.0,,,1.0,1.01,1.0,1.0,,,0.96,0.98,1.03,,0.99,1.0,1.0,1.0,1.0,1.02,1.04,0.98,1.0,1.01,1.03
TEMP_1_1,,2.0,1.01,,1.07,1.0,1.0,,,,1.02,1.09,,0.83,1.01,1.01,0.98,1.02,1.02,0.99,,,1.01,1.01,1.04
TEMP_0_2,,,,1.0,,,,,1.02,0.99,,,1.0,,0.99,1.0,0.98,1.0,0.96,0.87,,,1.05,0.99,0.85
PRES_0_0,1.0,1.02,0.9,,1.0,1.0,,0.97,,,0.99,1.01,1.1,,1.03,0.98,0.98,0.97,1.0,1.07,0.76,1.24,0.99,0.99,0.95
PRES_1_0,0.97,0.98,,,1.01,0.99,,1.63,,,1.02,0.96,1.02,,0.97,1.04,1.04,1.1,0.98,0.91,1.09,,1.01,1.01,1.16
PRES_0_1,1.15,0.96,0.98,,,,1.01,,,,1.02,1.04,,0.83,1.0,1.01,0.98,0.99,1.03,0.99,1.0,,1.01,1.01,0.99
PRES_1_1,1.03,1.0,,,0.97,0.54,,1.0,,,0.81,1.0,1.0,,0.93,0.99,0.99,0.99,0.98,1.04,1.4,,1.01,1.0,1.07
PRES_1_3,,,,1.0,,,,,1.0,,,,1.0,,1.0,0.99,1.04,1.0,0.99,1.0,,,1.0,1.0,0.88
PRES_1_2,,,,1.01,,,,,,1.0,,,0.99,,0.99,1.09,,,0.76,,,,,0.94,
DEWP_1_0,1.01,1.03,0.99,,1.02,1.03,0.98,1.21,,,1.0,1.01,1.02,,1.03,0.99,0.98,0.91,1.02,1.02,0.61,,0.98,1.0,0.94
DEWP_0_0,1.0,1.0,0.88,,1.0,0.99,0.92,0.98,,,0.99,1.0,,,0.96,1.01,1.01,1.07,0.98,1.02,1.14,1.0,1.01,1.0,1.1
DEWP_0_1,0.92,0.98,,1.08,0.95,0.97,,1.02,1.05,1.3,,,1.0,,1.01,0.98,1.01,1.02,0.98,0.97,1.0,,1.03,1.0,0.95
DEWP_1_1,,,1.01,,,,1.01,,,,,,,1.0,1.0,0.76,0.81,,1.1,,,,1.0,1.0,
WSPM_0_1,0.98,1.0,0.96,0.93,0.97,1.05,0.98,1.02,0.98,0.9,0.96,1.04,1.0,0.81,1.0,1.01,0.98,1.03,1.01,0.79,0.91,,1.01,0.98,0.89
WSPM_0_0,1.0,0.99,0.97,1.04,1.04,0.94,0.94,0.96,1.02,,1.02,0.95,0.99,,0.97,1.0,1.03,0.96,0.99,1.05,1.17,,0.99,0.99,1.06
WSPM_1_1,1.02,0.98,0.98,1.07,1.02,0.93,0.98,1.07,1.03,,1.01,0.99,0.97,,1.01,0.96,1.0,1.12,0.94,0.94,,,1.0,1.0,1.11
WSPM_1_2,1.01,1.04,0.97,0.79,1.04,0.93,0.97,1.08,0.97,,1.1,1.02,0.97,,0.97,1.05,0.83,1.0,1.06,1.51,1.0,,0.99,1.06,1.47
WSPM_1_0,0.99,1.0,0.99,1.08,1.0,0.99,0.94,0.93,1.02,,0.98,0.98,1.02,,0.98,1.02,1.09,0.96,1.0,1.0,,,1.0,0.99,0.97
WSPM_0_2,1.02,0.99,1.16,1.25,0.97,1.05,1.16,0.95,1.0,,0.93,0.92,1.04,,1.32,0.89,1.1,0.66,1.04,1.01,,,0.93,1.01,0.94
WSPM_1_3,1.35,0.93,,,1.25,0.87,1.0,0.82,,,1.74,0.98,1.0,,1.22,0.78,0.93,0.93,0.65,,1.0,,1.0,1.22,1.28
WSPM_0_3,1.0,1.0,,,0.89,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,1.02,0.75
PM10_0,1.01,0.99,0.96,0.99,1.02,1.0,0.96,1.0,1.02,,1.02,0.99,0.97,0.99,0.97,1.01,1.02,1.03,0.98,1.12,1.13,,1.0,1.0,1.34
PM10_1,0.99,1.01,1.0,0.99,0.97,1.0,0.99,1.01,0.96,1.16,0.96,1.02,0.98,0.69,1.03,1.01,0.98,0.97,1.03,0.94,0.73,1.08,1.03,1.0,0.84
PM10_2,1.01,1.0,0.94,1.24,1.05,1.01,0.99,0.91,1.17,,1.02,0.99,1.17,,1.05,0.86,0.9,0.78,0.95,0.94,,1.36,0.77,1.0,1.0
