,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.0,0.99,,,1.01,0.99,1.24,1.0,1.03,1.0,0.99,1.0,0.99,0.99,1.1,1.01,0.99,0.99
PRES_0_0,3.56,,0.05,,3.47,,,4.31,1.49,,,,,,0.52,2.49,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.99,,0.94,,,1.08,0.95,1.04,0.94,1.03,1.22,0.94,0.99,1.04,1.0,0.96
DEWP_1_0,2.13,2.09,,,,0.17,,1.38,16.32,2.07,,2.08,0.87,,,2.0,3.1,
DEWP_0_0,5.22,6.3,,,,,0.03,,,,,,0.73,,,3.61,,
WSPM_0_1,1.29,1.28,1.57,,1.35,0.84,,0.59,,,,2.35,6.14,,,1.28,1.29,1.54
WSPM_0_2,1.66,1.71,0.68,,1.54,12.07,,,0.31,,,6.41,,,,1.71,1.53,
WSPM_0_0,1.94,1.92,,,1.95,1.86,,,,0.34,,0.5,2.58,,,1.9,2.0,
WSPM_0_3,2.05,2.01,,,1.87,,,,,,0.19,11.56,,,,2.46,1.47,0.77
WSPM_1_0,2.11,2.1,,,2.11,2.09,,3.52,7.67,0.58,12.98,0.64,,,,2.0,2.5,
WSPM_1_1,2.49,2.45,,,2.94,1.02,0.39,18.01,,2.23,,,0.15,,,2.16,3.71,
WSPM_0_4,2.6,2.56,,,2.38,,,,,,,,,0.11,,2.63,3.36,
WSPM_1_2,3.63,3.97,0.54,,3.56,,,,,,,,,,0.05,2.55,,
PM10_0,1.13,1.13,0.79,,1.13,1.06,0.8,1.11,1.15,1.1,1.34,1.13,1.01,1.16,0.8,0.82,4.84,
PM10_1,1.45,1.43,,,1.41,2.1,,1.48,1.38,1.52,1.05,1.44,1.95,1.85,,6.28,0.51,1.26
PM10_2,4.13,4.07,,,3.88,,,4.06,,,1.41,,,,,,3.73,0.06
