,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.43,0.26,0.98,0.61,0.34,0.84,0.71,0.64,0.62,0.61,0.54,0.53,0.42,0.92,0.78,0.39
PRES_0_1,1.0,1.0,,,0.98,0.61,0.34,0.84,0.71,0.65,0.62,0.61,0.55,0.53,0.42,0.92,0.78,0.39
PRES_0_0,2.5,,1.07,,2.45,,,1.95,1.85,1.46,,1.41,,,0.94,2.31,1.81,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.42,0.26,1.0,0.67,,0.86,0.72,0.66,0.63,0.62,0.56,0.54,0.42,0.94,0.79,0.4
DEWP_1_0,1.64,1.64,,,,0.99,0.37,1.38,1.69,1.03,,0.98,0.86,,,1.49,1.3,0.56
DEWP_0_0,3.0,2.59,,,,1.91,1.02,1.82,,1.66,,1.58,1.7,,,2.78,2.5,0.9
WSPM_0_1,1.18,1.18,0.54,,1.16,0.72,0.35,1.0,0.92,0.76,1.03,0.73,0.65,0.42,0.43,1.1,0.91,0.44
WSPM_0_2,1.4,1.41,0.52,0.46,1.38,0.6,,1.09,1.0,0.91,0.71,0.86,0.48,,0.65,1.29,1.03,0.43
WSPM_0_0,1.55,1.55,,,1.52,1.0,0.62,1.36,0.83,1.0,0.89,0.92,0.88,,0.74,1.42,1.3,0.67
WSPM_0_3,1.61,1.61,,,1.58,,,0.93,1.4,1.07,1.0,0.94,,,,1.5,1.24,0.66
WSPM_1_0,1.64,1.64,,,1.61,1.02,,1.39,1.06,1.08,0.93,1.0,1.01,,0.61,1.5,1.34,0.75
WSPM_1_1,1.84,1.83,,,1.79,1.14,0.67,1.53,1.67,1.08,,1.0,1.0,,0.73,1.68,1.6,0.79
WSPM_0_4,1.89,1.88,,,1.86,,,2.51,,,,1.41,,1.0,,1.73,1.5,
WSPM_1_2,2.49,2.35,,,2.45,,,2.41,,1.45,,1.6,1.06,,1.05,2.3,4.0,
PM10_0,1.08,1.08,0.46,0.28,1.06,0.66,0.39,0.91,0.78,0.72,0.68,0.67,0.63,0.57,0.49,1.0,0.84,0.48
PM10_1,1.28,1.27,,,1.26,0.76,0.31,1.07,0.92,0.75,0.76,0.74,0.6,0.71,,1.18,1.0,0.45
PM10_2,2.57,2.57,,,2.53,,,2.24,,1.39,1.37,1.55,,,,2.44,2.08,1.0
