,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.66,0.31,0.99,0.75,0.34,0.74,0.72,0.38,0.71,0.28,0.37,0.68,0.43,0.82,0.58,0.24
PRES_0_1,1.0,0.99,,,0.99,0.75,0.35,0.75,0.73,0.38,0.7,0.28,0.37,0.68,0.44,0.82,0.58,0.23
PRES_0_0,3.95,,0.32,,3.74,,,2.62,1.8,2.18,,1.02,,,0.83,3.11,3.01,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.03,1.03,0.63,0.3,0.97,3.54,,0.78,0.71,0.4,0.69,0.29,0.41,0.67,0.42,0.84,0.59,0.24
DEWP_1_0,2.12,2.1,,,,0.47,0.2,1.3,5.95,0.75,,0.57,0.47,,,1.74,1.33,0.58
DEWP_0_0,5.75,5.3,,,,1.59,0.24,2.98,,1.58,,1.32,1.28,,,4.53,3.28,0.34
WSPM_0_1,1.29,1.28,1.02,,1.3,0.81,0.36,0.78,1.71,0.46,3.24,0.33,0.45,1.56,0.66,1.06,0.73,0.29
WSPM_0_2,1.66,1.69,0.57,0.31,1.59,2.13,,1.96,0.61,0.91,1.86,0.59,0.76,,1.37,1.34,0.91,0.39
WSPM_0_0,1.94,1.92,,,1.92,1.48,0.6,1.45,1.6,0.56,2.32,0.44,0.64,,0.81,1.56,1.23,0.45
WSPM_0_3,2.05,2.03,,,1.94,,,2.85,3.68,1.4,0.49,0.88,,,,1.77,1.1,0.39
WSPM_1_0,2.1,2.1,,,2.08,1.58,,1.51,1.88,0.71,2.18,0.54,0.92,,0.98,1.7,1.3,0.53
WSPM_1_1,2.49,2.47,,,2.64,1.18,0.47,1.69,4.18,0.77,,0.63,0.44,,0.89,2.03,1.59,0.63
WSPM_0_4,2.6,2.57,,,2.46,,,9.09,,,,2.07,,0.39,,2.2,1.57,
WSPM_1_2,3.93,3.79,,,3.72,,,4.11,,1.26,,1.41,1.0,,0.31,3.1,7.45,
PM10_0,1.13,1.13,0.62,0.29,1.12,0.81,0.37,0.83,0.82,0.44,0.89,0.32,0.43,0.75,0.44,0.89,0.71,0.4
PM10_1,1.45,1.44,,,1.41,1.33,0.48,1.09,1.04,0.51,0.84,0.39,0.48,1.19,,1.25,0.7,0.23
PM10_2,4.13,4.09,,,3.97,,,3.29,,1.26,1.58,1.14,,,,3.93,2.09,0.29
