,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.98,0.45,,,0.9,0.37,0.17,0.18,,,0.77,0.7,0.15,,0.7,0.46,0.35,0.29,0.35,0.14,0.04,,0.78,0.79,0.26
TEMP_0_0,0.55,0.97,,,0.73,0.49,0.09,0.41,,,0.5,0.77,0.42,,0.73,0.47,0.32,0.25,0.36,0.23,0.08,0.05,0.85,0.77,0.28
TEMP_1_1,,,1.0,,0.4,,0.99,,,,1.25,0.57,,0.09,0.98,0.59,0.45,0.42,0.45,0.18,,,1.13,1.08,0.27
TEMP_0_2,,,,1.0,,,,,0.89,0.2,,,1.45,,1.38,0.87,0.53,0.38,0.72,0.44,,,1.56,1.49,0.43
PRES_0_0,0.87,0.58,0.11,,0.99,0.23,,0.08,,,0.73,0.69,0.19,,0.7,0.44,0.32,0.28,0.34,0.17,0.03,0.04,0.74,0.78,0.27
PRES_1_0,0.86,1.02,,,0.62,0.98,,,,,0.7,0.94,0.41,,0.88,0.55,0.38,0.3,0.42,0.24,0.1,,1.04,0.91,0.32
PRES_0_1,0.54,0.26,0.88,,,,1.0,,,,1.23,0.51,,0.09,0.98,0.56,0.43,0.37,0.45,0.17,0.08,,1.11,1.04,0.26
PRES_1_1,0.75,1.24,,,0.28,,,1.0,,,0.27,1.02,0.66,,0.81,0.69,0.51,0.41,0.46,0.3,0.1,,1.18,0.95,0.28
PRES_1_3,,,,1.04,,,,,1.0,,,,1.52,,1.32,0.97,0.61,0.43,0.79,0.5,,,1.7,1.49,0.44
PRES_1_2,,,,1.67,,,,,,0.99,,,2.41,,3.11,,,,,,,,,2.92,
DEWP_1_0,0.81,0.48,0.39,,0.81,0.29,0.43,0.09,,,0.99,0.39,,,0.79,0.43,0.3,0.23,0.35,0.14,,,0.76,0.84,0.26
DEWP_0_0,0.8,0.74,0.15,,0.79,0.46,0.16,0.31,,,0.4,0.99,,,0.65,0.49,0.38,0.33,0.35,0.16,0.08,0.05,0.87,0.74,0.25
DEWP_0_1,0.53,1.05,,0.33,0.7,0.53,,0.58,0.29,0.07,,,1.0,,0.82,0.59,0.4,0.37,0.46,0.38,0.1,,1.03,0.98,0.38
DEWP_1_1,,,2.19,,,,2.25,,,,,,,0.99,2.45,1.22,0.99,,1.3,,,,2.74,1.88,
WSPM_0_1,0.74,0.68,0.29,0.1,0.78,0.38,0.33,0.23,0.08,0.03,0.77,0.63,0.26,0.03,0.97,0.29,0.2,0.17,0.32,,,,0.78,0.82,0.25
WSPM_0_0,0.97,0.8,0.36,0.12,0.96,0.5,0.36,0.37,0.11,,0.85,0.87,0.36,,0.5,0.9,0.5,0.26,0.64,0.1,,,1.11,0.92,0.23
WSPM_1_1,1.13,0.73,0.4,0.12,1.04,0.46,0.42,0.41,0.11,,0.92,1.02,0.37,,0.83,0.73,0.92,0.21,0.36,0.13,,,1.13,1.1,0.35
WSPM_1_2,1.1,0.76,0.45,0.09,1.07,0.49,0.44,0.41,0.09,,0.92,1.07,0.41,,0.55,0.53,0.09,0.96,0.29,,,,1.24,1.03,0.4
WSPM_1_0,1.14,0.92,0.41,0.16,1.09,0.65,0.43,0.4,0.14,,1.02,1.04,0.46,,0.87,1.0,0.53,0.2,0.76,0.16,,,1.28,1.12,0.36
WSPM_0_2,0.98,1.22,0.36,0.19,1.19,0.64,0.37,0.49,0.18,,0.91,0.86,0.77,,,0.25,0.21,,0.33,0.99,,,0.97,1.23,0.61
WSPM_1_3,1.28,1.99,,,1.57,1.05,0.82,0.63,,,,1.91,0.91,,,,,,,,0.98,,2.28,1.81,
WSPM_0_3,1.35,2.73,,,2.55,,,,,,,2.8,,,,,,,,,,0.99,,2.44,1.14
PM10_0,0.71,0.65,0.28,0.09,0.69,0.41,0.31,0.29,0.09,,0.63,0.71,0.29,0.03,0.64,0.49,0.36,0.31,0.36,0.14,0.07,,0.97,0.57,0.14
PM10_1,0.77,0.62,0.29,0.1,0.79,0.34,0.32,0.25,0.08,0.03,0.74,0.64,0.28,0.02,0.76,0.42,0.31,0.25,0.33,0.18,0.04,0.04,0.63,0.96,0.23
PM10_2,1.18,1.03,0.33,0.11,1.34,0.57,0.35,0.27,0.1,,1.16,0.86,0.56,,1.11,0.48,0.41,0.28,0.42,0.48,,0.1,0.38,1.1,0.93
