,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.35,0.13,0.98,0.52,0.17,0.68,0.58,0.31,0.51,0.22,0.27,0.43,0.25,0.79,0.51,0.14
PRES_0_1,1.01,1.0,,,0.99,0.52,0.18,0.69,0.6,0.32,0.51,0.22,0.27,0.43,0.26,0.8,0.52,0.14
PRES_0_0,25.27,,1.07,,23.63,,,16.14,9.53,11.97,,5.49,,,2.91,18.77,19.08,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.07,1.07,0.35,0.13,1.0,3.03,,0.74,0.6,0.34,0.52,0.23,0.32,0.44,0.26,0.84,0.54,0.15
DEWP_1_0,6.57,6.49,,,,1.0,0.32,3.63,13.65,1.93,,1.42,1.08,,,5.15,3.69,1.34
DEWP_0_0,67.93,63.02,,,,14.61,1.28,36.03,,12.84,,9.98,10.21,,,50.46,36.05,
WSPM_0_1,1.89,1.88,0.73,,1.88,0.81,0.26,1.01,2.45,0.6,6.13,0.39,0.48,1.79,0.57,1.49,0.94,0.26
WSPM_0_2,3.58,3.62,0.69,0.23,3.36,3.64,,5.13,1.01,1.76,3.54,1.08,1.2,,,2.78,1.73,0.51
WSPM_0_0,5.23,5.18,,,5.11,2.71,0.83,3.73,3.93,1.11,4.51,0.83,1.44,,1.17,4.07,2.98,0.64
WSPM_0_3,5.99,5.91,,,5.6,,,8.52,11.5,3.77,1.01,2.16,,,,5.06,2.84,0.63
WSPM_1_0,6.44,6.39,,,6.28,3.29,,4.17,4.96,1.64,4.88,1.22,2.52,,,4.95,3.5,0.87
WSPM_1_1,9.78,9.66,,,10.24,3.27,0.82,6.12,,2.11,,1.72,1.1,,,7.65,5.65,1.18
WSPM_0_4,10.88,10.75,,,10.18,,,40.4,,,,7.31,,1.0,,8.78,6.07,
WSPM_1_2,26.99,26.15,,,25.24,,,27.06,,7.03,,8.48,,,1.12,20.01,46.05,
PM10_0,1.35,1.35,0.39,0.14,1.32,0.68,0.22,0.9,0.79,0.44,0.77,0.3,0.39,0.58,0.31,1.01,0.79,0.3
PM10_1,2.53,2.5,,,2.44,1.6,,1.78,1.48,0.73,1.06,0.53,0.59,1.28,,2.22,1.03,0.24
PM10_2,34.69,34.27,,,32.87,,,27.61,,9.88,10.18,6.8,,,,32.2,15.37,1.22
