,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.21,0.13,0.97,0.4,0.22,0.89,0.62,0.92,0.45,1.1,0.64,0.32,0.3,1.01,0.96,0.45
PRES_0_1,1.0,1.0,,,0.97,0.41,0.22,0.9,0.61,0.92,0.46,1.1,0.64,0.33,0.29,1.01,0.96,0.45
PRES_0_0,1.76,,2.96,,1.78,,,1.51,1.87,0.92,,1.8,,,0.86,1.85,1.11,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.01,0.21,0.14,1.02,0.1,,0.89,0.65,0.92,0.48,1.11,0.61,0.34,0.31,1.02,0.97,0.46
DEWP_1_0,1.35,1.36,,,,1.86,0.48,1.46,0.45,1.28,,1.49,1.31,,,1.33,1.22,0.41
DEWP_0_0,1.8,1.45,,,,2.19,3.32,1.2,,1.69,,1.8,2.07,,,1.89,1.99,1.88
WSPM_0_1,1.11,1.1,0.21,,1.05,0.55,0.24,1.22,0.45,1.08,0.28,1.37,0.77,0.09,0.21,1.13,1.05,0.48
WSPM_0_2,1.24,1.22,0.37,0.42,1.24,0.15,,0.6,1.51,0.81,0.24,1.09,0.26,,0.23,1.25,1.09,0.35
WSPM_0_0,1.31,1.31,,,1.27,0.59,0.45,1.27,0.4,1.59,0.31,1.69,1.01,,0.52,1.33,1.33,0.74
WSPM_0_3,1.35,1.35,,,1.36,,,0.3,0.5,0.74,1.8,0.89,,,,1.31,1.36,0.85
WSPM_1_0,1.36,1.36,,,1.31,0.58,,1.29,0.57,1.49,0.35,1.61,0.94,,0.29,1.37,1.34,0.78
WSPM_1_1,1.46,1.47,,,1.29,0.99,0.68,1.41,0.64,1.38,,1.44,1.96,,0.47,1.46,1.57,0.76
WSPM_0_4,1.49,1.49,,,1.51,,,0.7,,,,0.86,,2.21,,1.43,1.42,
WSPM_1_2,1.76,1.63,,,1.78,,,1.48,,1.58,,1.68,0.99,,2.88,1.85,2.18,
PM10_0,1.05,1.04,0.26,0.17,1.01,0.45,0.28,0.95,0.65,1.0,0.44,1.18,0.72,0.34,0.39,1.1,0.91,0.4
PM10_1,1.16,1.17,,,1.15,0.37,0.14,1.01,0.74,0.97,0.6,1.2,0.63,0.35,,1.11,1.33,0.64
PM10_2,1.81,1.81,,,1.8,,,1.62,,1.46,1.11,1.98,,,,1.66,2.12,2.71
