,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.75,3.38,,,,,0.99,1.35,0.97,1.46,,,,1.01,1.18,1.54,3.61,3.51,,1.12,1.37,1.3,0.94,1.08,0.91,0.92,0.97,1.1,,1.36,1.16,1.03
TEMP_0_0,3.37,0.74,,,,,1.76,0.86,1.21,1.14,,,,1.36,0.91,7.23,0.98,0.8,,1.11,1.16,1.07,1.73,1.14,1.39,1.0,0.88,0.82,,1.31,1.23,1.06
TEMP_1_1,,,0.6,,,,1.13,,1.49,,0.54,,,2.11,6.67,0.67,,,,1.54,1.09,1.92,1.81,1.13,1.03,1.44,2.19,,,1.41,1.67,
TEMP_0_2,,,,0.45,,,6.15,,,1.03,,0.5,,2.37,1.66,,,0.79,,3.37,2.32,2.5,0.94,1.55,1.73,1.92,1.39,,,2.05,2.19,1.36
TEMP_0_1,,,,,0.42,,5.78,2.54,,0.9,,0.92,,9.36,,,0.61,,,3.56,4.64,1.13,,1.65,1.96,1.58,1.79,0.61,,2.51,2.16,1.18
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.1,1.83,0.95,3.74,3.04,,0.7,8.07,2.67,,,,,1.14,1.99,0.98,2.62,2.64,,1.26,1.21,1.3,1.07,1.21,1.1,1.3,1.15,1.22,,1.53,1.2,1.01
PRES_1_1,1.49,0.93,,,1.31,,8.58,0.69,,,,,,1.48,1.06,,0.89,0.78,,1.22,1.26,1.09,1.87,1.25,1.17,0.99,0.93,0.87,,1.37,1.33,1.13
PRES_1_0,1.18,1.54,1.45,,,,2.98,,0.64,,,,,1.29,1.34,1.38,2.31,,,1.49,1.47,1.38,1.1,1.24,1.13,1.24,1.19,1.31,,1.44,1.53,1.76
PRES_1_2,2.25,1.74,,0.83,0.66,,,,,0.53,,,,1.97,1.1,,0.96,,,1.64,2.2,1.67,1.41,1.1,1.32,1.11,1.22,0.88,,1.76,1.67,1.66
PRES_0_1,,,0.82,,,,,,,,0.44,,,,,0.8,,,,1.64,1.47,,,1.42,1.49,1.73,,,,1.96,2.16,
