,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.0,,,,,0.98,0.94,0.94,0.83,,,,1.04,0.86,0.93,0.8,0.82,,0.96,0.93,0.95,0.86,0.77,0.75,0.75,0.64,0.69,,1.07,0.98,0.84
TEMP_0_0,1.0,1.0,,,,,0.95,0.98,0.9,0.84,,,,1.05,0.94,0.69,0.82,0.81,,0.93,0.96,0.88,0.84,0.79,0.75,0.72,0.76,0.58,,1.09,1.01,0.77
TEMP_1_1,,,1.0,,,,1.06,,0.97,,0.87,,,1.12,1.21,0.99,,,,1.04,1.04,0.96,0.95,0.86,0.82,0.79,0.79,,,1.18,1.09,0.9
TEMP_0_2,,,,1.0,,,1.04,,,1.11,,0.95,,1.34,1.13,,,1.02,,1.31,1.19,1.15,1.07,0.95,0.93,0.91,0.91,,,1.34,1.29,1.03
TEMP_0_1,,,,,1.01,,1.45,1.34,1.37,1.14,,0.95,,1.8,,,1.09,,,1.24,1.07,1.22,,1.07,1.08,0.95,0.94,0.74,,1.44,1.33,1.08
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.03,1.01,0.94,0.82,0.73,1.59,1.0,0.99,0.97,0.7,,,1.59,1.07,0.94,0.94,0.79,0.84,1.59,1.03,0.97,0.97,0.88,0.78,0.8,0.68,0.63,0.53,1.59,1.11,1.02,0.8
PRES_1_1,1.06,1.03,,,0.78,,1.03,1.0,0.88,,,,,1.08,0.93,,0.86,0.83,,0.96,0.97,0.92,0.92,0.82,0.78,0.77,0.81,0.64,,1.11,1.02,0.86
PRES_1_0,1.07,1.08,1.03,,,,1.03,0.98,1.0,,,,,1.12,1.01,1.0,0.88,,,0.97,1.05,0.96,0.92,0.87,0.79,0.86,0.81,0.84,,1.17,1.12,0.91
PRES_1_2,1.2,1.18,,0.9,0.89,,1.39,,,1.0,,,,1.22,1.09,,0.97,,,1.13,1.14,1.06,0.97,0.93,0.91,0.86,0.84,0.72,,1.28,1.18,0.93
PRES_0_1,,,1.16,,,,,,,,0.99,,,,,1.15,,,,1.23,1.2,,,0.96,0.93,0.95,,,,1.37,1.25,
PRES_1_3,,,,1.04,1.01,,,,,,,1.0,,1.45,1.14,,1.1,1.06,,1.36,1.19,1.2,1.13,0.95,0.95,0.95,0.94,0.62,,1.37,1.32,1.08
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.97,0.97,0.9,0.74,0.73,1.15,0.93,0.92,0.89,0.82,,0.66,1.15,1.0,0.9,,,,1.15,0.92,0.9,0.88,0.83,0.73,0.72,0.61,0.49,,1.15,1.03,0.96,0.77
DEWP_0_0,1.09,1.08,0.96,0.86,,,1.13,1.07,1.0,0.92,,0.83,,1.1,1.0,,,,,0.97,1.05,0.97,0.87,0.89,0.84,0.89,0.88,0.67,,1.19,1.05,0.99
DEWP_1_1,1.08,0.91,1.01,,,,1.07,,1.0,,0.88,,,,,1.0,,,,1.05,1.04,1.01,0.96,0.85,0.82,0.77,0.8,,,1.19,1.11,0.91
DEWP_0_2,1.23,1.22,,,0.92,,1.22,1.17,1.16,1.05,,0.87,,,,,1.01,,,1.17,1.07,1.09,,0.96,0.93,0.88,0.86,0.68,,1.3,1.21,0.98
DEWP_0_1,1.28,1.22,,0.97,,,1.11,1.19,,,,0.93,,,,,,1.0,,1.19,1.15,1.1,1.0,0.93,0.89,0.93,0.88,0.76,,1.31,1.23,0.96
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.07,1.07,0.97,0.75,0.8,,0.97,1.04,1.0,0.88,0.82,0.72,,1.08,1.05,0.95,0.85,0.84,,1.0,1.48,0.58,,0.68,0.89,0.53,,,,1.14,1.03,0.8
WSPM_0_1,1.05,1.02,0.97,0.84,0.81,,1.03,1.02,0.91,0.89,0.84,0.81,,1.09,0.95,0.95,0.88,0.84,,0.67,1.0,0.81,0.95,0.93,0.77,0.91,0.84,,,1.15,1.02,0.88
WSPM_0_3,1.08,1.12,1.01,0.87,0.82,,1.01,1.07,1.03,0.94,,0.84,,1.12,1.04,0.94,0.91,0.9,,1.73,1.14,1.0,,0.82,0.88,0.8,,,,1.2,1.07,0.86
WSPM_0_4,1.17,1.17,1.01,0.92,,,1.11,1.08,1.07,1.03,,0.85,,1.2,1.07,1.05,,0.96,,,1.05,,1.0,0.86,0.96,0.8,,,,1.25,1.16,0.89
WSPM_0_0,1.31,1.25,1.15,1.01,0.91,,1.45,1.24,1.2,1.09,1.01,0.98,,1.37,1.17,1.18,1.03,1.05,,1.34,1.11,1.07,1.06,1.0,0.93,1.01,0.97,,,1.35,1.36,1.73
WSPM_1_0,1.38,1.33,1.22,1.05,0.99,,1.34,1.29,1.34,1.1,1.09,1.01,,1.38,1.18,1.24,1.05,1.09,,1.09,1.23,1.26,1.21,1.05,1.0,1.1,1.1,,,1.38,1.27,1.66
WSPM_1_1,1.32,1.35,1.24,1.08,1.23,,1.64,1.3,1.22,1.23,1.06,1.04,,1.82,1.2,1.33,1.22,1.09,,2.14,1.04,1.24,,1.04,0.91,1.01,,,,1.47,1.68,
WSPM_1_2,1.48,1.32,1.26,1.1,1.06,,1.61,1.27,1.29,1.19,,1.06,,1.98,1.18,1.25,1.16,1.14,,,1.19,,,0.95,1.02,,1.0,,,1.45,2.62,
WSPM_1_3,1.51,1.79,,,1.25,,1.57,1.57,1.38,1.38,,1.27,,,1.48,,1.36,1.32,,,,,,1.26,,,,1.0,,1.74,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.92,0.91,0.85,0.74,0.69,,0.91,0.89,0.87,0.78,0.73,0.71,,0.98,0.85,0.84,0.77,0.75,,0.88,0.87,0.83,0.8,0.76,0.72,0.7,0.73,0.58,,1.0,0.92,1.5
PM10_1,1.02,1.02,0.91,0.79,0.77,,0.94,0.99,0.9,0.87,0.77,0.73,,1.03,0.96,0.9,0.82,0.79,,0.96,0.99,0.92,0.85,0.69,0.72,0.73,0.28,,,1.12,1.0,0.71
PM10_2,1.24,1.24,,0.93,0.92,,1.24,1.16,1.16,1.09,,0.89,,1.27,0.92,,1.01,1.01,,1.2,0.92,1.12,1.07,,0.63,,,,,0.71,1.27,1.0
