,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,1.22,1.55,2.45,2.5,3.07,,0.94,1.64,10.87,14.96,,1.76,1.75,2.08,2.48,2.61,3.16,3.18,3.49,4.19,,1.06,1.5,2.43
TEMP_0_1,,1.0,,,,0.69,0.9,1.35,1.43,1.75,,0.54,,,,,1.0,0.99,1.18,1.4,1.49,1.79,1.81,,2.95,,0.6,0.86,1.41
TEMP_0_0,,,0.99,,,0.55,,1.04,1.12,1.37,,,0.72,,,,0.79,0.78,0.9,1.12,1.17,1.43,1.43,,1.91,,0.47,0.66,1.05
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.82,1.46,1.84,,,1.0,,,2.65,2.52,,0.77,1.35,,,,1.44,1.44,1.72,2.05,2.18,2.61,2.62,2.83,3.52,,0.87,1.22,1.99
PRES_1_3,0.64,1.11,,,,,1.0,,,,,0.6,1.05,6.99,9.62,,1.13,1.12,1.3,1.6,1.68,2.08,2.04,2.25,2.75,,0.68,0.96,1.55
PRES_1_1,0.4,0.73,0.91,9.6,,,,0.99,1.24,1.43,,0.38,0.67,,8.2,,0.75,0.69,0.89,1.0,1.06,1.34,1.29,,2.0,,0.44,0.64,1.05
PRES_1_0,0.4,0.7,0.89,,,0.44,,0.85,1.0,1.23,,0.38,0.65,,,,0.67,0.73,0.79,1.03,1.42,1.26,1.31,,2.02,,0.43,0.59,0.97
PRES_0_0,0.33,0.57,0.73,,,0.46,,0.65,0.79,1.0,,0.31,0.52,3.66,4.56,,0.58,0.57,0.73,0.76,0.65,0.87,1.0,,,,0.32,0.5,0.78
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.07,1.87,,,,1.3,1.66,2.57,2.65,3.24,,1.0,,,15.97,,1.87,1.87,2.21,2.63,2.78,3.37,3.38,3.75,4.72,,1.13,1.6,2.61
DEWP_0_1,0.61,,1.37,14.13,,0.75,0.93,1.47,1.53,1.91,,0.57,1.0,,9.17,,1.09,1.07,1.27,1.54,1.62,1.96,1.97,2.02,2.63,,0.65,0.91,1.43
DEWP_0_0,0.09,,,,,,,,0.28,0.28,,,,1.0,1.38,,0.16,,,,,,,,,,0.09,0.14,
DEWP_1_0,0.07,,,,,,,,,,,,,,1.0,,0.14,,,,,,,,,,,0.09,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.57,1.0,1.23,,,0.69,0.88,1.3,1.42,1.64,,0.53,0.89,5.93,6.48,,1.0,1.06,,2.03,,2.5,1.95,,,,0.61,0.85,1.29
WSPM_0_1,0.57,1.0,1.27,,,0.7,0.88,1.36,1.39,1.69,,0.53,0.93,,,,0.94,1.0,1.06,1.53,1.49,1.77,1.89,,,,0.59,0.81,1.42
WSPM_0_2,0.48,0.85,1.14,13.48,,0.58,0.76,1.11,1.23,1.24,,0.45,0.79,,,,,0.95,1.0,1.35,1.01,1.38,1.79,,,,0.54,0.72,1.04
WSPM_0_0,0.4,0.71,0.89,,,0.49,0.64,0.99,1.0,1.44,,0.38,0.65,,,,0.47,0.65,0.82,1.0,1.27,1.27,1.28,,2.01,,0.43,0.58,0.88
WSPM_1_2,0.38,0.67,0.86,,,0.46,0.6,0.97,1.03,1.69,,0.36,0.62,,,,,0.67,0.99,0.89,1.0,1.25,0.98,,,,0.39,0.77,
WSPM_1_1,0.32,0.55,0.69,,,0.38,0.47,0.76,0.81,1.08,,0.3,0.51,,,,,0.56,0.76,0.71,0.78,1.0,0.88,,,,0.33,0.51,0.97
WSPM_1_0,0.31,0.55,0.7,,,0.38,0.49,0.78,0.81,1.12,,0.3,0.51,,,,0.47,0.54,0.59,0.8,0.91,1.08,1.0,,,,0.34,0.46,0.8
WSPM_0_4,0.29,,,,,0.35,0.45,,,,,0.27,0.49,3.16,4.35,,,,,,,,,1.0,,,0.3,0.42,0.67
WSPM_1_3,0.23,0.4,0.52,,,0.28,0.36,0.56,0.58,,,0.22,0.38,,,,,,,0.45,,,,,1.0,,0.23,0.48,1.01
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.95,1.66,2.1,20.56,141.96,1.15,1.47,2.28,2.37,3.18,141.96,0.89,1.53,,,141.96,1.61,1.68,1.84,2.34,2.69,3.02,2.96,3.14,4.51,141.96,1.0,1.41,2.87
PM10_1,0.67,1.17,1.49,,,0.82,1.03,1.55,1.71,1.9,,0.63,1.08,6.36,8.15,,1.19,1.18,1.41,1.72,1.01,2.01,2.33,2.3,1.76,,0.73,1.0,1.44
PM10_2,0.41,0.72,0.92,,,0.5,0.65,0.99,0.97,1.32,,0.38,0.69,,5.11,,0.75,0.61,0.92,0.92,,1.37,1.14,1.43,1.14,,0.36,0.62,1.0
