,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.28,0.31,,,1.1,0.66,0.39,0.44,,,0.96,0.9,0.35,,0.83,0.71,0.74,0.73,0.66,0.46,0.29,,0.87,0.9,0.62
TEMP_0_0,0.34,1.38,,,0.82,0.96,0.2,1.0,,,0.62,0.99,0.95,,0.92,0.71,0.56,0.52,0.56,0.75,0.61,0.54,0.94,0.84,0.67
TEMP_1_1,,,1.98,,0.39,,1.85,,,,1.33,0.52,,0.97,0.98,0.75,0.75,0.81,0.65,0.5,,,1.0,0.98,0.51
TEMP_0_2,,,,3.3,,,,,3.19,2.0,,,2.17,,1.12,0.83,0.7,0.58,0.82,0.91,,,1.1,1.1,0.58
PRES_0_0,1.08,0.74,0.26,,1.26,0.23,,,,,0.93,0.89,0.46,,0.86,0.69,0.67,0.67,0.61,0.56,0.3,0.45,0.83,0.91,0.69
PRES_1_0,0.85,1.19,,,0.32,1.75,,,,,0.73,1.08,0.81,,0.96,0.77,0.63,0.6,0.64,0.67,0.6,,1.04,0.85,0.65
PRES_0_1,0.55,0.26,1.78,,,,1.91,,,,1.34,0.48,,0.91,1.0,0.72,0.72,0.73,0.63,0.47,0.51,,1.0,0.96,0.5
PRES_1_1,0.64,1.38,,,,,,2.06,,,0.27,1.12,1.26,,0.82,0.85,0.83,0.77,0.68,0.77,0.54,,1.1,0.87,0.48
PRES_1_3,,,,3.34,,,,,3.51,,,,2.2,,1.03,0.91,0.77,0.64,0.86,1.01,,,1.2,1.04,0.55
PRES_1_2,,,,3.84,,,,,,6.76,,,2.5,,1.77,,,,,,,,,1.72,
DEWP_1_0,0.98,0.6,0.95,,0.98,0.55,0.98,0.2,,,1.31,0.27,,,0.99,0.7,0.58,0.54,0.6,0.49,,,0.81,0.96,0.66
DEWP_0_0,0.94,0.95,0.37,,0.94,0.87,0.35,0.78,,,0.28,1.33,,,0.77,0.74,0.76,0.77,0.62,0.51,0.56,0.54,0.99,0.81,0.52
DEWP_0_1,0.48,1.24,,1.39,0.65,0.86,,1.2,1.33,0.87,,,1.94,,0.83,0.72,0.67,0.72,0.68,1.04,0.59,,0.97,0.91,0.78
DEWP_1_1,,,2.52,,,,2.45,,,,,,,5.86,1.36,,,,,,,,1.42,1.03,
WSPM_0_1,0.84,0.9,0.7,0.53,0.92,0.74,0.75,0.57,0.46,0.46,1.0,0.78,0.61,0.39,1.31,,0.2,0.19,0.44,,,,0.83,0.95,0.63
WSPM_0_0,0.97,0.91,0.72,0.51,0.97,0.8,0.7,0.79,0.53,,0.93,0.98,0.7,,,1.5,0.66,0.35,1.08,,,,1.1,0.85,0.39
WSPM_1_1,1.14,0.68,0.78,0.46,1.01,0.71,0.77,0.83,0.49,,0.86,1.08,0.7,,0.39,0.62,1.88,,,,,,1.02,0.96,0.6
WSPM_1_2,1.1,0.74,0.86,0.4,1.03,0.73,0.8,0.79,0.42,,0.82,1.1,0.77,,0.25,0.42,,2.04,,,,,1.1,0.84,0.59
WSPM_1_0,1.07,0.88,0.75,0.61,1.01,0.88,0.75,0.76,0.61,,0.97,1.01,0.8,,0.64,1.37,,,1.36,0.29,,,1.09,0.94,0.58
WSPM_0_2,0.81,1.22,0.62,0.72,1.01,0.89,0.6,0.9,0.76,,0.86,0.83,1.3,,,,,,0.34,2.48,,,0.78,1.04,1.23
WSPM_1_3,0.84,1.58,,,0.95,1.24,1.04,0.93,,,,1.46,1.18,,,,,,,,4.31,,1.42,0.92,
WSPM_0_3,,1.81,,,1.56,,,,,,,1.86,,,,,,,,,,5.72,,1.46,1.63
PM10_0,0.86,0.87,0.69,0.49,0.83,0.8,0.71,0.73,0.51,,0.78,0.95,0.69,0.4,0.79,0.79,0.69,0.73,0.65,0.45,0.52,,1.22,0.43,
PM10_1,0.92,0.81,0.7,0.52,0.96,0.64,0.72,0.62,0.46,0.45,0.96,0.8,0.66,0.29,0.95,0.65,0.65,0.57,0.58,0.59,0.31,0.42,0.44,1.24,0.42
PM10_2,1.04,1.01,0.6,0.43,1.18,0.82,0.61,0.49,0.39,,1.09,0.79,0.94,,1.02,0.5,0.65,0.58,0.57,1.21,,0.83,,0.66,2.1
