,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.53,,,,,1.84,2.48,3.69,4.9,8.69,,1.18,2.23,76.34,214.67,,3.31,3.68,4.16,9.27,7.29,11.85,18.14,10.76,14.23,,1.61,3.36,7.15
TEMP_0_1,,4.68,,,,0.9,2.23,5.02,4.97,7.82,,0.98,,,,,2.33,2.75,4.07,7.55,6.53,10.1,14.49,,8.64,,1.2,2.81,6.3
TEMP_0_0,,,7.54,319.3,10837.349999999999,1.07,,3.84,6.41,9.47,10837.349999999999,,3.41,,,10837.349999999999,1.73,2.94,2.38,6.92,4.39,10.03,13.7,,9.02,10837.349999999999,1.05,2.29,4.62
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.23,1.9,3.48,,,2.27,,,2.22,4.44,,1.05,2.18,,,,3.09,3.41,3.67,9.08,7.06,12.39,17.59,6.25,9.9,,1.52,2.96,5.55
PRES_1_3,1.02,2.73,,,,,3.69,,,1.72,,0.96,1.63,56.89,173.41,,2.09,2.68,3.82,7.25,5.98,9.6,14.31,11.4,13.84,,1.2,2.8,6.96
PRES_1_1,0.57,2.57,3.43,600.72,,,0.41,8.63,2.99,6.02,,0.58,2.35,,236.85,,2.37,2.03,2.7,6.29,5.88,6.62,11.04,,10.48,,1.06,2.19,4.7
PRES_1_0,0.63,1.86,4.3,,6812.13,0.3,,1.56,9.46,11.6,6812.13,0.66,1.94,,,6812.13,1.63,3.27,3.04,6.48,4.1,8.51,13.38,,9.93,6812.13,1.03,2.34,4.54
PRES_0_0,0.64,1.55,3.43,,,0.63,0.41,1.84,6.52,14.05,,0.62,1.52,88.33,158.41,,2.12,2.22,2.63,3.99,2.73,5.92,8.75,,,,0.79,2.35,5.38
