,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.73,0.33,0.99,0.79,0.36,0.74,0.72,0.37,0.73,0.28,0.36,0.72,0.44,0.82,0.57,0.24
PRES_0_1,1.0,0.99,,,0.99,0.79,0.37,0.74,0.73,0.37,0.72,0.28,0.36,0.72,0.44,0.82,0.57,0.24
PRES_0_0,3.0,,0.27,,2.85,,,1.88,1.33,1.5,,0.74,,,0.75,2.39,2.17,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.7,0.32,0.97,3.21,,0.77,0.7,0.38,0.71,0.28,0.4,0.7,0.42,0.83,0.58,0.24
DEWP_1_0,1.75,1.74,,,,0.41,0.17,1.09,5.35,0.6,,0.47,0.39,,,1.44,1.08,0.46
DEWP_0_0,3.83,3.53,,,,1.12,0.18,2.2,,1.08,,0.92,0.75,,,3.05,2.31,0.28
WSPM_0_1,1.21,1.2,1.2,,1.22,0.8,0.36,0.75,1.44,0.42,2.34,0.31,0.43,1.41,0.66,0.99,0.68,0.27
WSPM_0_2,1.47,1.49,0.56,0.34,1.4,1.77,,1.46,0.56,0.71,1.49,0.48,0.63,,0.97,1.18,0.79,0.32
WSPM_0_0,1.64,1.63,,,1.63,1.37,0.58,1.2,1.27,0.49,2.06,0.4,0.51,,0.75,1.31,1.03,0.39
WSPM_0_3,1.71,1.69,,,1.62,,,2.17,2.64,1.05,0.44,0.67,,,,1.47,0.92,0.33
WSPM_1_0,1.75,1.74,,,1.72,1.41,0.45,1.25,1.51,0.57,1.86,0.45,0.64,,1.04,1.41,1.07,0.45
WSPM_1_1,1.98,1.96,,,2.11,1.0,0.45,1.35,2.56,0.62,,0.49,0.37,,0.45,1.61,1.26,0.63
WSPM_0_4,2.05,2.03,,,1.94,,,6.37,,,,1.5,,0.33,,1.74,1.2,
WSPM_1_2,2.85,2.75,,,2.7,,,2.5,2.97,0.87,,0.79,0.77,,0.25,2.27,3.73,
PM10_0,1.1,1.1,0.66,0.3,1.08,0.83,0.39,0.8,0.8,0.41,0.9,0.3,0.41,0.77,0.44,0.87,0.67,0.37
PM10_1,1.32,1.31,,,1.29,1.28,0.44,0.97,0.94,0.46,0.78,0.35,0.44,1.17,0.59,1.11,0.66,0.22
PM10_2,2.89,2.86,,,2.78,,,2.15,2.84,0.87,1.18,0.77,,,,2.5,1.46,0.23
