,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.3,0.99,0.92,0.3,0.62,0.66,0.19,0.76,0.11,0.21,0.84,0.37,0.71,0.4,0.11
PRES_0_1,1.01,0.99,,,1.0,0.91,0.31,0.62,0.68,0.19,0.75,0.11,0.2,0.83,0.38,0.71,0.39,0.11
PRES_0_0,6.6,,0.1,,6.03,,,3.29,1.61,2.59,,0.64,,,0.74,4.44,4.65,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.04,1.04,0.95,0.29,0.95,14.1,,0.66,0.63,0.2,0.72,0.12,0.25,0.8,0.35,0.74,0.41,0.12
DEWP_1_0,2.73,2.69,,,,0.22,0.09,1.2,20.99,0.46,,0.29,0.22,,,1.98,1.22,0.45
DEWP_0_0,11.0,10.83,,,,1.31,0.06,4.87,,1.34,,0.95,0.71,,,7.4,4.3,0.13
WSPM_0_1,1.41,1.4,2.25,,1.46,0.9,0.34,0.61,2.35,0.23,6.1,0.13,0.27,4.68,0.86,1.0,0.54,0.15
WSPM_0_2,1.97,2.03,0.62,0.21,1.83,6.44,,2.39,0.37,0.63,3.49,0.3,0.79,,1.6,1.37,0.75,0.25
WSPM_0_0,2.42,2.39,,,2.42,2.19,0.52,1.4,2.53,0.3,5.85,0.21,0.36,,0.82,1.66,1.08,0.25
WSPM_0_3,2.6,2.56,,,2.38,,,6.23,6.65,1.33,0.24,0.61,,,,2.01,0.91,0.18
WSPM_1_0,2.7,2.69,,,2.68,2.44,0.46,1.56,2.84,0.4,4.69,0.26,0.55,,1.59,1.87,1.15,0.31
WSPM_1_1,3.37,3.32,,,3.91,1.21,0.33,1.76,6.2,0.47,,0.32,0.19,,0.51,2.39,1.47,0.5
WSPM_0_4,3.57,3.51,,,3.27,,,24.35,,,,2.27,,0.15,,2.75,1.47,
WSPM_1_2,6.2,6.1,,,5.67,,,5.22,8.16,0.92,,0.76,0.71,,0.09,4.17,7.76,
PM10_0,1.18,1.18,0.81,0.24,1.17,0.98,0.31,0.72,0.79,0.23,1.1,0.13,0.24,0.95,0.34,0.8,0.53,0.24
PM10_1,1.64,1.62,,,1.59,2.31,0.58,1.02,1.08,0.3,0.87,0.18,0.32,1.98,1.24,1.25,0.49,0.1
PM10_2,6.63,6.52,,,6.22,,,4.18,7.88,1.06,1.83,0.72,,,,5.27,2.0,0.08
