,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,8.32,,,,,31.36,196.86,3332.32,5416.72,35037.38,,3.53,193.7,1621784514.47,20902043562.05,,535.36,474.91,1606.04,7018.8,11145.36,49113.23,56528.55,163993.02,729517.53,,8.75,129.53,6756.28
TEMP_0_1,,2255.29,,,,13.0,268.34,11600.9,8854.51,38945.62,,4.35,,,,,455.53,440.25,2749.23,8117.46,15574.71,60238.95,54975.71,,285831.43,,7.91,158.67,5792.3
TEMP_0_0,,,26294.56,,,22.73,,9989.93,22528.42,90790.76,,,1107.84,,,,358.74,700.7,1330.79,11617.4,9316.28,73895.72,69819.46,,589468.71,,8.09,151.91,6638.69
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,6.51,238.27,2973.31,,,59.35,,,,,,3.43,234.75,,,,560.15,487.72,1481.78,8775.06,12172.03,65501.99,65014.44,70400.82,408399.9,,9.73,122.89,3861.77
PRES_1_3,5.76,692.86,,,,,686.8,,,,,3.69,159.91,,,,336.58,416.58,2269.12,6190.2,12000.2,43224.45,44369.22,281644.08,1028921.09,,7.45,132.41,11134.93
PRES_1_1,2.98,927.88,5771.35,,,,,52845.86,,,,2.1,561.16,,,,609.62,356.91,1418.4,10452.47,19763.91,51015.12,57208.27,,701636.83,,9.51,118.03,3898.84
PRES_1_0,3.52,508.55,9260.33,,,,,,73412.75,52121.98,,2.8,389.69,,,,320.51,816.3,2326.83,8181.72,3999.55,44298.25,75306.68,,660027.73,,7.84,170.81,5268.26
PRES_0_0,4.43,435.37,7263.81,,,,,,10144.9,525899.37,,2.84,308.14,11045435331.4,,,788.67,609.28,2107.16,3613.26,7937.43,51872.28,39781.57,,,,3.99,246.63,11702.35
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,5.94,645.9,,,,27.8,211.95,3927.49,7209.82,37820.16,,4.35,,,,,558.08,460.21,2089.82,7570.84,10093.44,55723.96,57977.34,93870.19,444891.55,,8.32,142.22,6696.03
DEWP_0_1,3.86,,13986.62,,,22.56,108.92,12403.01,11955.01,48567.87,,,1107.59,,,,263.59,623.15,1063.02,8946.1,17535.07,53330.7,57821.44,139812.94,1154158.92,,9.21,121.96,5761.43
DEWP_0_0,8.33,,,,,,,,,431174.76,,,,180951608303.15,,,1820.05,,,,,,,,,,,290.48,
DEWP_1_0,8.33,,,,,,,,,,,,,,3201255087264.0,,1724.26,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,5.88,442.53,2475.0,,,29.77,126.4,7312.89,5596.12,67184.36,,3.65,146.14,3895920824.67,40773485274.35,,2307.78,,,,,,9772.05,,,,4.6,214.02,12818.57
WSPM_0_1,5.22,426.45,4857.6,,,25.9,156.49,4336.71,13650.45,52793.84,,3.0,344.2,,,,,2198.39,,,,7893.67,40420.5,,,,9.33,129.2,3707.73
WSPM_0_2,4.79,728.11,2575.54,,,21.29,235.09,4712.17,10890.81,47424.89,,3.72,159.78,,,,,,11580.62,,,,18933.23,,,,5.54,226.44,8133.23
WSPM_0_0,4.86,500.45,5092.39,,,29.32,146.57,7953.33,8143.27,26095.45,,3.13,307.75,,,,,,,44765.15,6082.58,64177.18,234019.39,,,,12.68,44.09,1614.77
WSPM_1_2,5.13,633.97,2714.01,,,26.64,188.83,10177.01,2834.55,31891.71,,2.76,405.09,,,,,,,3566.86,114128.14,,,,,,13.16,32.81,
WSPM_1_1,4.9,531.04,4662.21,,,31.5,144.07,5641.37,7177.02,40905.8,,3.3,266.82,,,,,99.47,,8017.19,,693968.34,,,,,12.46,54.8,
WSPM_1_0,5.33,457.85,4161.49,,,29.68,142.85,6230.79,11302.84,22227.63,,3.27,273.3,,,,72.6,313.89,425.27,33942.22,,,299738.43,,,,11.53,70.34,2239.3
WSPM_0_4,8.3,,,,,17.24,486.75,,,,,2.81,359.23,,,,,,,,,,,1921145.23,,,1.82,255.54,19601.7
WSPM_1_3,6.46,214.02,3302.4,,,17.44,308.4,6889.61,8303.72,,,2.32,503.17,,,,,,,,,,,,16716799.89,,11.82,28.68,6066.39
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,5.61,449.49,3276.37,,,30.08,163.41,6775.44,7613.57,21207.54,,3.18,295.03,,,,262.54,547.35,1142.34,11521.42,18940.98,81883.04,79195.21,20418.2,896716.2,,13.64,25.23,
PM10_1,5.09,551.72,3794.1,,,23.34,177.99,5147.92,10637.59,74415.21,,3.33,242.43,2023187123.09,,,769.73,467.49,3016.81,2620.28,2020.41,17204.36,30786.61,203100.74,118310.15,,1.56,400.8,2600.8
PM10_2,5.63,424.54,3507.94,,,15.39,317.82,3537.24,6661.36,79006.96,,3.31,242.96,,,,996.88,266.37,2365.96,2151.46,,,16129.97,325142.22,405293.12,,,55.88,50936.42
