,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,2.13,1.32,,,1.65,1.48,0.31,0.54,,,1.61,1.43,0.27,,1.65,3.19,2.68,1.87,5.44,0.88,0.73,0.51,1.51,1.87,2.61
TEMP_0_0,1.04,2.62,,,1.08,2.08,0.08,2.33,,,0.61,1.5,1.87,,1.4,3.31,2.55,1.56,5.96,1.95,2.74,2.6,1.57,1.67,2.82
TEMP_1_1,,0.11,7.07,,0.17,0.06,5.84,,,,2.13,0.65,,6.97,1.72,3.13,2.86,2.35,5.66,0.73,,,1.75,2.01,2.0
TEMP_0_2,,,,30.33,,,,,31.79,28.84,,,6.66,,1.42,3.37,1.76,0.86,6.89,2.16,,,1.59,1.74,2.3
PRES_0_0,1.9,1.61,0.15,,1.98,0.93,,0.19,,,1.51,1.47,0.49,,1.63,3.08,2.54,1.78,5.6,1.17,0.56,2.04,1.45,1.89,2.97
PRES_1_0,1.27,2.22,,,0.88,5.14,,,,,0.82,1.6,1.23,,1.47,3.32,2.38,1.66,5.84,1.54,2.76,,1.63,1.67,2.79
PRES_0_1,0.41,0.18,5.83,,,,6.34,,,,2.16,0.57,,6.24,1.82,3.01,2.7,1.92,5.71,0.65,1.86,,1.77,1.98,1.79
PRES_1_1,0.96,2.67,,,0.19,,,7.87,,,0.13,1.42,2.73,,1.12,3.91,3.43,2.09,5.63,1.97,2.01,,1.68,1.54,1.93
PRES_1_3,,,,30.41,,,,,36.17,,,,6.68,,1.25,3.7,2.09,1.03,7.43,2.57,,,1.71,1.66,2.4
PRES_1_2,,,,29.69,,,,,,238.33,,,6.52,,2.34,2.05,,,4.83,,,,,2.09,
DEWP_1_0,1.5,0.94,1.92,,1.28,0.94,1.97,0.14,,,2.27,0.74,0.04,,1.86,2.97,2.4,1.44,5.87,0.8,,,1.49,1.98,2.52
DEWP_0_0,1.57,2.1,0.29,,1.28,1.96,0.25,1.41,,,0.67,2.37,,,1.37,3.53,3.03,2.17,5.42,1.09,2.34,2.88,1.68,1.67,2.51
DEWP_0_1,0.51,2.08,,7.22,0.67,1.59,,3.06,7.01,8.75,,,6.69,,1.2,3.18,2.17,1.86,5.94,3.36,2.32,,1.46,1.71,3.13
DEWP_1_1,,,7.09,,,,6.36,,,,,,,157.54,2.32,2.69,3.04,,8.0,,,,2.06,1.84,
WSPM_0_1,1.42,1.5,1.04,1.17,1.21,1.5,1.13,0.8,1.04,2.27,1.45,1.22,0.81,1.31,2.32,2.5,2.09,1.09,5.91,0.1,0.22,,1.49,1.92,2.47
WSPM_0_0,1.36,1.54,0.96,0.98,1.18,1.4,0.87,1.26,1.09,,1.19,1.33,0.89,,0.9,5.28,3.21,1.32,8.37,0.63,0.95,,1.78,1.66,2.0
WSPM_1_1,1.45,1.64,1.07,0.94,1.12,1.2,1.0,1.43,0.88,,1.2,1.45,0.85,,1.42,3.89,6.8,0.86,4.8,0.44,,,1.66,1.81,2.15
WSPM_1_2,1.39,1.51,1.28,0.54,1.22,1.28,1.06,1.31,0.64,,1.26,1.53,1.02,,1.05,3.16,0.75,8.05,3.09,0.61,,,1.75,1.74,3.13
WSPM_1_0,1.35,1.56,0.94,1.24,1.12,1.62,0.9,1.05,1.29,,1.2,1.28,1.06,,1.35,4.46,2.55,0.66,8.19,0.58,,,1.65,1.71,2.26
WSPM_0_2,1.06,1.93,0.61,1.97,1.16,1.7,0.55,1.66,1.94,,0.82,0.89,2.8,,0.31,0.96,0.88,0.33,2.75,13.5,,,1.0,1.8,4.91
WSPM_1_3,0.85,2.17,,,0.96,1.77,1.32,1.22,,,,1.72,1.75,,0.44,1.14,,,,,65.8,,2.06,1.81,1.07
WSPM_0_3,1.29,2.74,,,1.6,,,,,,,2.43,,,,,,,2.36,,,147.04,,1.96,6.12
PM10_0,1.28,1.64,1.03,1.06,1.05,1.59,1.05,1.3,1.16,,1.14,1.43,0.99,1.37,1.38,3.71,2.99,2.19,5.95,0.91,2.22,,2.03,1.39,1.36
PM10_1,1.44,1.46,1.05,1.22,1.23,1.27,1.04,0.96,1.01,2.81,1.35,1.21,0.92,0.73,1.75,2.95,2.43,1.52,5.69,1.24,0.62,1.64,1.3,2.27,2.38
PM10_2,1.52,1.78,0.6,0.6,1.6,1.6,0.59,0.65,0.72,,1.45,1.08,1.69,,1.62,2.01,1.7,0.78,4.54,3.58,,5.72,0.35,1.86,10.32
