,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.85,3.17,,,1.0,1.22,1.86,1.58,,,1.1,1.15,2.11,,1.27,1.06,0.88,0.91,0.93,1.22,1.09,,1.26,1.17,0.96
TEMP_0_0,3.59,0.8,,,1.52,0.9,4.02,0.76,,,1.87,1.17,0.85,,1.24,1.16,1.53,1.42,1.17,0.84,0.6,0.5,1.29,1.37,1.02
TEMP_1_1,,,0.61,,4.91,,0.69,,,,1.35,3.48,,0.41,1.83,1.7,1.55,1.41,1.58,1.91,,,1.87,1.82,1.96
TEMP_0_2,,,,0.43,,,,,0.42,0.33,,,1.1,,3.03,2.97,3.23,3.76,2.42,2.03,,,3.28,3.07,3.41
PRES_0_0,0.97,1.28,2.56,,0.85,3.17,,,,,1.09,1.13,1.55,,1.16,1.05,0.99,0.97,0.97,0.96,0.95,0.55,1.29,1.11,0.83
PRES_1_0,1.87,1.28,,,5.36,0.68,,,,,2.25,1.42,1.35,,1.67,1.47,1.62,1.59,1.29,1.26,0.84,,1.56,1.92,1.4
PRES_0_1,3.28,6.02,0.65,,,,0.63,,,,1.29,3.56,,0.42,1.68,1.71,1.55,1.49,1.56,1.93,1.03,,1.79,1.76,1.9
PRES_1_1,2.96,1.3,,,,,,0.6,,,6.47,1.68,1.04,,2.28,1.57,1.49,1.55,1.59,1.33,1.19,,1.79,2.12,2.44
PRES_1_3,,,,0.45,,,,,0.41,,,,1.17,,3.57,2.94,3.16,3.68,2.5,1.99,,,3.25,3.55,3.9
PRES_1_2,,,,0.96,,,,,,0.26,,,2.38,,4.79,,,,,,,,,4.81,
DEWP_1_0,1.14,1.74,0.77,,1.18,1.44,0.77,3.86,,,0.83,3.89,,,1.09,1.12,1.19,1.24,1.04,1.16,,,1.39,1.13,0.92
DEWP_0_0,1.22,1.1,2.01,,1.24,0.97,2.19,0.92,,,3.99,0.82,,,1.41,1.06,0.96,0.93,1.0,1.2,0.63,0.48,1.16,1.36,1.28
DEWP_0_1,3.62,1.34,,0.52,2.8,1.5,,0.95,0.5,0.4,,,0.62,,2.07,1.73,1.71,1.55,1.47,0.9,0.91,,1.87,1.92,1.25
DEWP_1_1,,,2.0,,,,2.14,,,,,,,0.28,5.13,,,,,,,,5.19,7.07,
WSPM_0_1,1.32,1.18,1.06,0.86,1.28,1.09,1.03,1.26,0.92,0.49,1.1,1.42,1.24,0.64,0.83,,2.59,4.03,1.57,,,,1.39,1.15,0.99
WSPM_0_0,1.77,1.75,1.58,1.33,1.83,1.57,1.67,1.4,1.21,,1.81,1.7,1.66,,,0.8,1.92,2.81,0.85,,,,1.61,1.94,2.33
WSPM_1_1,1.76,2.32,1.66,1.6,1.98,1.98,1.73,1.48,1.48,,2.25,1.71,1.85,,6.38,1.89,0.66,,,,,,1.89,2.01,1.84
WSPM_1_2,1.82,2.51,1.55,2.0,1.99,2.1,1.73,1.62,1.79,,2.46,1.72,1.75,,6.95,3.64,,0.61,,,,,1.82,2.3,2.11
WSPM_1_0,2.11,2.47,2.02,1.49,2.27,2.07,2.08,1.92,1.41,,2.29,2.23,1.94,,3.12,1.22,,,0.94,3.77,,,2.13,2.39,2.24
WSPM_0_2,3.1,1.88,2.72,1.37,2.55,2.03,2.91,1.73,1.23,,2.91,2.8,1.3,,,,,,4.51,0.53,,,3.19,2.42,1.09
WSPM_1_3,6.29,2.95,,,6.14,2.86,3.36,3.16,,,,3.24,2.89,,,,,,,,0.35,,3.52,5.87,
WSPM_0_3,,3.77,,,4.6,,,,,,,3.75,,,,,,,,,,0.29,,4.83,2.26
PM10_0,1.24,1.13,1.01,0.85,1.31,0.99,1.02,0.92,0.78,,1.32,1.08,1.04,0.61,1.28,0.93,0.99,0.91,0.91,1.26,0.64,,0.88,2.45,
PM10_1,1.22,1.28,1.06,0.86,1.21,1.23,1.08,1.17,0.91,0.49,1.14,1.35,1.14,0.86,1.15,1.22,1.07,1.21,1.08,0.95,1.0,0.61,2.57,0.88,1.52
PM10_2,2.26,2.05,2.54,2.11,2.02,2.04,2.6,2.7,2.21,,2.11,2.65,1.68,,2.18,3.34,2.16,2.18,2.19,1.03,,0.69,,3.32,0.61
