,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.69,1.11,,,0.9,1.05,3.96,2.76,,,0.93,1.04,5.84,,0.9,0.45,0.54,0.77,0.26,1.74,1.73,3.08,0.95,0.77,0.53
TEMP_0_0,1.59,0.63,,,1.52,0.77,19.97,0.72,,,2.51,1.07,0.91,,1.16,0.51,0.66,1.07,0.29,0.84,0.64,0.63,1.08,1.02,0.64
TEMP_1_1,,100.81,0.38,,17.39,41.22,0.46,,,,1.27,4.56,,0.31,1.58,0.85,0.89,1.15,0.49,3.61,,,1.55,1.32,1.35
TEMP_0_2,,,,0.18,,,,,0.18,0.19,,,0.82,,3.84,1.62,2.95,6.39,0.77,2.21,,,3.69,3.11,2.05
PRES_0_0,0.75,0.88,8.13,,0.71,1.51,,7.41,,,0.92,0.98,3.24,,0.9,0.45,0.55,0.77,0.26,1.32,1.48,0.89,0.95,0.74,0.44
PRES_1_0,1.74,1.05,,,2.71,0.45,,,,,3.04,1.36,1.93,,1.49,0.69,1.0,1.48,0.36,1.32,1.04,,1.44,1.46,1.1
PRES_0_1,7.3,12.41,0.42,,,,0.4,,,,1.19,4.64,,0.33,1.38,0.86,0.89,1.29,0.47,3.82,1.36,,1.44,1.27,1.36
PRES_1_1,2.97,1.07,,,13.01,,,0.36,,,13.57,2.01,1.03,,2.23,0.73,0.82,1.35,0.48,1.45,2.31,,1.74,1.84,1.57
PRES_1_3,,,,0.2,,,,,0.17,,,,0.9,,4.8,1.63,3.12,5.86,0.81,2.34,,,3.68,3.61,2.13
PRES_1_2,,,,0.54,,,,,,0.07,,,2.33,,6.51,7.63,,,2.03,,,,,6.65,
DEWP_1_0,1.02,1.64,0.78,,1.22,1.54,0.75,14.64,,,0.67,2.11,36.09,,0.86,0.5,0.59,0.9,0.27,1.85,,,0.99,0.77,0.55
DEWP_0_0,1.0,0.75,4.78,,1.2,0.82,5.71,1.07,,,2.3,0.65,,,1.06,0.45,0.54,0.81,0.28,1.54,0.84,0.54,0.94,0.93,0.74
DEWP_0_1,4.56,1.22,,0.39,3.59,1.57,,0.87,0.39,0.4,,,0.39,,2.19,0.8,1.21,1.41,0.42,0.74,1.12,,1.84,1.52,0.77
DEWP_1_1,,,1.82,,,,2.03,,,,,,,0.08,5.57,3.43,2.66,,2.07,,,,6.16,6.04,
WSPM_0_1,1.06,1.04,1.39,1.32,1.25,1.05,1.32,2.1,1.57,0.75,1.01,1.33,1.97,0.87,0.67,0.65,0.66,1.49,0.28,5.0,3.65,,1.06,0.78,0.53
WSPM_0_0,1.8,1.55,2.56,2.59,2.19,1.74,2.65,1.76,2.28,,2.05,1.73,2.69,,2.6,0.47,0.9,1.68,0.29,5.12,3.74,,1.38,1.52,1.35
WSPM_1_1,2.04,1.73,2.58,3.01,2.56,2.11,2.77,2.04,2.69,,2.43,1.86,3.11,,2.04,0.63,0.41,4.6,0.44,6.26,,,1.64,1.59,1.34
WSPM_1_2,2.21,2.02,2.25,3.65,2.51,2.2,2.78,2.43,4.6,,2.96,2.06,2.73,,2.67,1.0,2.31,0.36,1.3,9.83,,,1.71,1.8,2.07
WSPM_1_0,2.49,2.14,3.55,2.83,2.99,2.3,3.52,2.94,2.64,,2.68,2.69,3.22,,2.4,0.8,1.83,4.78,0.42,7.18,,,2.1,1.93,1.58
WSPM_0_2,3.71,1.92,7.76,2.28,3.1,2.3,8.66,2.24,1.92,,4.31,3.77,1.4,,36.48,2.93,4.73,6.1,1.43,0.28,,,3.33,2.12,0.7
WSPM_1_3,13.72,3.69,,,14.83,3.57,6.24,4.09,,,,4.59,4.7,,37.14,4.83,,,,,0.13,,3.94,6.31,7.67
WSPM_0_3,8.12,4.47,,,6.1,,,,,,,5.03,,,,,,,5.19,,,0.08,,6.96,1.41
PM10_0,1.14,0.9,1.34,1.35,1.4,0.94,1.32,1.12,1.24,,1.3,1.01,1.43,1.03,0.99,0.4,0.55,0.68,0.23,1.88,0.82,,0.71,1.03,2.01
PM10_1,1.06,1.02,1.45,1.27,1.19,1.14,1.48,1.61,1.47,0.69,1.06,1.28,1.61,1.49,0.91,0.52,0.54,1.06,0.29,1.08,1.32,1.04,1.27,0.68,0.49
PM10_2,2.25,1.88,5.28,5.65,2.39,2.23,5.73,4.72,6.47,,2.63,3.22,2.43,,2.33,1.31,1.71,2.33,0.66,0.93,,0.86,4.61,1.86,0.33
