,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.22,0.35,,,0.28,0.33,1.24,0.86,,,0.29,0.33,1.83,,0.28,0.14,0.17,0.24,0.08,0.54,0.54,0.97,0.3,0.24,0.17
TEMP_0_0,0.35,0.14,,,0.34,0.17,4.41,0.16,,,0.55,0.24,0.2,,0.26,0.11,0.15,0.24,0.06,0.19,0.14,0.14,0.24,0.22,0.14
TEMP_1_1,,5.34,0.02,,0.92,2.18,0.02,,,,0.07,0.24,,0.02,0.08,0.05,0.05,0.06,0.03,0.19,,,0.08,0.07,0.07
TEMP_0_2,,,,,,,,,,,,,,,0.02,0.01,0.02,0.04,,0.01,,,0.02,0.02,0.01
PRES_0_0,0.26,0.31,2.86,,0.25,0.53,,2.61,,,0.32,0.35,1.14,,0.32,0.16,0.19,0.27,0.09,0.46,0.52,0.31,0.33,0.26,0.15
PRES_1_0,0.14,0.09,,,0.22,0.04,,,,,0.24,0.11,0.16,,0.12,0.06,0.08,0.12,0.03,0.11,0.08,,0.12,0.12,0.09
PRES_0_1,0.46,0.77,0.03,,,,0.03,,,,0.07,0.29,,0.02,0.09,0.05,0.06,0.08,0.03,0.24,0.08,,0.09,0.08,0.08
PRES_1_1,0.13,0.05,,,0.58,,,0.02,,,0.61,0.09,0.05,,0.1,0.03,0.04,0.06,0.02,0.07,0.1,,0.08,0.08,0.07
PRES_1_3,,,,,,,,,,,,,,,0.02,0.01,0.01,0.03,,0.01,,,0.02,0.02,0.01
PRES_1_2,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.29,0.47,0.22,,0.35,0.44,0.22,4.18,,,0.19,0.6,10.3,,0.25,0.14,0.17,0.26,0.08,0.53,,,0.28,0.22,0.16
DEWP_0_0,0.26,0.2,1.26,,0.32,0.22,1.51,0.28,,,0.61,0.17,,,0.28,0.12,0.14,0.21,0.07,0.41,0.22,0.14,0.25,0.24,0.19
DEWP_0_1,0.26,0.07,,0.02,0.21,0.09,,0.05,0.02,0.02,,,0.02,,0.13,0.05,0.07,0.08,0.02,0.04,0.06,,0.11,0.09,0.04
DEWP_1_1,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.28,0.28,0.37,0.35,0.34,0.28,0.36,0.56,0.42,0.2,0.27,0.36,0.53,0.23,0.18,0.17,0.18,0.4,0.07,1.34,0.98,,0.28,0.21,0.14
WSPM_0_0,0.12,0.1,0.17,0.17,0.14,0.11,0.17,0.11,0.15,,0.13,0.11,0.18,,0.17,0.03,0.06,0.11,0.02,0.33,0.24,,0.09,0.1,0.09
WSPM_1_1,0.09,0.08,0.12,0.13,0.11,0.09,0.12,0.09,0.12,,0.11,0.08,0.14,,0.09,0.03,0.02,0.21,0.02,0.28,,,0.07,0.07,0.06
WSPM_1_2,0.09,0.08,0.09,0.14,0.1,0.09,0.11,0.1,0.18,,0.12,0.08,0.11,,0.11,0.04,0.09,0.01,0.05,0.39,,,0.07,0.07,0.08
WSPM_1_0,0.06,0.05,0.09,0.07,0.08,0.06,0.09,0.07,0.07,,0.07,0.07,0.08,,0.06,0.02,0.05,0.12,0.01,0.18,,,0.05,0.05,0.04
WSPM_0_2,0.07,0.04,0.15,0.04,0.06,0.04,0.17,0.04,0.04,,0.08,0.07,0.03,,0.7,0.06,0.09,0.12,0.03,0.01,,,0.06,0.04,0.01
WSPM_1_3,0.02,0.01,,,0.03,0.01,0.01,0.01,,,,0.01,0.01,,0.07,0.01,,,,,,,0.01,0.01,0.01
WSPM_0_3,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.38,0.3,0.44,0.45,0.46,0.31,0.44,0.37,0.41,,0.43,0.33,0.47,0.34,0.33,0.13,0.18,0.22,0.08,0.62,0.27,,0.23,0.34,0.66
PM10_1,0.29,0.28,0.4,0.35,0.33,0.32,0.41,0.45,0.41,0.19,0.29,0.36,0.44,0.41,0.25,0.14,0.15,0.29,0.08,0.3,0.37,0.29,0.35,0.19,0.14
PM10_2,0.06,0.05,0.13,0.14,0.06,0.06,0.14,0.12,0.16,,0.07,0.08,0.06,,0.06,0.03,0.04,0.06,0.02,0.02,,0.02,0.12,0.05,0.01
