,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.79,0.09,,,,,0.88,0.47,0.79,0.25,,,,1.14,0.49,0.28,0.04,0.04,,0.64,0.42,0.41,0.61,0.32,0.36,0.36,0.27,0.13,,0.73,0.72,0.41
TEMP_0_0,0.09,1.82,,,,,0.3,1.21,0.47,0.41,,,,0.63,0.86,0.01,0.49,0.7,,0.67,0.6,0.61,0.18,0.28,0.19,0.26,0.36,0.2,,0.78,0.67,0.39
TEMP_1_1,,,2.79,,,,1.02,,0.47,,1.83,,,0.38,0.03,2.17,,,,0.5,0.99,0.27,0.25,0.43,0.44,0.21,0.08,,,0.99,0.53,
TEMP_0_2,,,,4.84,,,0.05,,,1.29,,3.45,,0.54,0.65,,,1.81,,0.19,0.38,0.28,1.59,0.38,0.27,0.2,0.35,,,0.81,0.53,0.62
TEMP_0_1,,,,,5.59,,0.08,0.42,,1.96,,1.16,,0.04,,,3.85,,,0.19,0.1,1.59,,0.44,0.26,0.32,0.25,1.13,,0.64,0.63,0.94
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.97,0.32,0.85,0.03,0.04,,2.03,0.01,0.12,,,,,1.01,0.2,0.77,0.08,0.07,,0.59,0.59,0.46,0.54,0.28,0.34,0.17,0.19,0.11,,0.65,0.79,0.47
PRES_1_1,0.52,1.3,,,0.22,,0.01,2.13,,,,,,0.6,0.71,,0.68,0.82,,0.61,0.57,0.65,0.18,0.27,0.26,0.34,0.36,0.22,,0.81,0.62,0.4
PRES_1_0,0.97,0.6,0.46,,,,0.13,,2.46,,,,,0.97,0.54,0.49,0.12,,,0.49,0.53,0.5,0.63,0.34,0.3,0.27,0.29,0.12,,0.89,0.6,0.19
PRES_1_2,0.38,0.62,,1.04,1.44,,,,,3.56,,,,0.56,1.11,,0.97,,,0.57,0.31,0.46,0.51,0.58,0.34,0.43,0.33,0.36,,0.82,0.66,0.3
PRES_0_1,,,2.78,,,,,,,,5.26,,,,,2.87,,,,0.84,1.01,,,0.52,0.4,0.27,,,,0.97,0.59,
PRES_1_3,,,,3.83,1.17,,,,,,,5.62,,0.17,0.37,,0.83,2.33,,0.23,0.48,0.74,0.85,0.21,0.18,0.28,0.31,0.37,,0.85,0.29,1.04
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.03,0.57,0.27,0.26,0.02,,0.84,0.5,0.71,0.33,,0.07,,1.59,0.06,,,,,0.71,0.41,0.6,0.73,0.2,0.22,0.1,0.04,,,0.6,0.82,0.54
DEWP_0_0,0.64,1.07,0.02,0.44,,,0.23,0.83,0.55,0.91,,0.22,,0.08,2.57,,,,,0.31,0.75,0.28,0.13,0.6,0.5,0.65,0.69,0.29,,1.11,0.38,0.03
DEWP_1_1,0.37,0.02,2.22,,,,0.94,,0.52,,1.93,,,,,2.88,,,,0.53,1.12,0.12,0.26,0.36,0.43,0.18,0.09,,,0.87,0.71,
DEWP_0_2,0.06,0.81,,,3.05,,0.12,1.02,0.16,1.04,,0.65,,,,,3.96,,,0.55,0.15,1.19,,0.41,0.24,0.4,0.32,0.63,,0.76,0.5,0.85
DEWP_0_1,0.06,1.19,,1.66,,,0.11,1.3,,,,1.93,,,,,,4.22,,0.52,0.32,0.48,0.45,0.35,0.17,0.51,0.82,0.67,,0.95,0.41,0.45
