,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.34,0.63,,,,,0.99,0.68,0.94,0.45,,,,1.13,0.69,0.5,0.17,0.17,,0.82,0.72,0.63,0.72,0.68,0.85,0.61,0.42,0.29,,0.98,1.0,0.68
TEMP_0_0,0.63,1.35,,,,,0.63,1.09,0.68,0.57,,,,0.86,0.95,0.1,0.62,0.73,,0.8,0.79,0.74,0.39,0.7,0.75,0.53,0.59,0.33,,1.01,0.96,0.66
TEMP_1_1,,,1.67,,,,1.09,,0.76,,1.23,,,0.67,0.21,1.46,,,,0.77,1.1,0.53,0.49,0.82,1.06,0.51,0.27,,,1.22,0.95,0.18
TEMP_0_2,,,,2.2,,,0.28,,,1.21,,1.81,,0.93,0.93,,,1.37,,0.55,0.74,0.6,1.34,0.85,0.89,0.58,0.62,,,1.15,1.01,0.94
TEMP_0_1,,,,,2.37,,0.46,0.79,0.42,1.52,,1.06,,0.3,,,2.08,,,0.53,0.38,1.47,,0.97,0.94,0.67,0.53,0.94,,1.13,1.17,1.19
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.04,0.63,0.89,0.16,0.17,,1.44,0.24,0.65,,,,,1.07,0.49,0.84,0.24,0.24,,0.81,0.83,0.68,0.69,0.67,0.91,0.42,0.38,0.24,,0.97,1.05,0.7
PRES_1_1,0.84,1.22,,,0.39,,0.28,1.46,0.12,,,,,0.85,0.85,,0.74,0.81,,0.79,0.81,0.78,0.41,0.71,0.82,0.62,0.59,0.36,,1.03,0.96,0.71
PRES_1_0,1.12,0.95,0.69,,,,0.72,0.13,1.59,,,,,1.1,0.82,0.71,0.32,,,0.72,0.82,0.71,0.76,0.76,0.81,0.59,0.51,0.31,,1.14,1.0,0.49
PRES_1_2,0.82,0.98,,0.96,1.11,,,,,1.89,,,,0.91,1.17,,0.97,,,0.85,0.67,0.73,0.71,0.99,0.96,0.75,0.59,0.51,,1.14,1.07,0.7
PRES_0_1,,,1.84,,,,,,,,2.28,,,,,1.86,,,,1.1,1.22,,,0.95,1.17,0.65,,,,1.35,1.06,
PRES_1_3,,,,2.01,1.09,,,,,,,2.37,,0.57,0.71,,0.97,1.6,,0.62,0.86,1.0,1.02,0.66,0.8,0.69,0.58,0.49,,1.21,0.86,1.21
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.07,0.82,0.48,0.42,0.11,,0.94,0.68,0.85,0.51,,0.21,,1.26,0.44,,,,,0.82,0.64,0.73,0.76,0.53,0.7,0.31,0.18,,,0.88,1.03,0.75
DEWP_0_0,0.94,1.21,0.15,0.6,,,0.59,0.95,0.78,0.91,,0.42,,0.58,1.62,,,,,0.58,1.01,0.55,0.35,1.02,1.07,0.9,0.82,0.43,,1.24,0.79,0.31
DEWP_1_1,0.65,0.14,1.5,,,,1.06,,0.81,,1.27,,,,,1.69,,,,0.79,1.18,0.37,0.5,0.78,1.06,0.47,0.28,,,1.18,1.07,0.24
DEWP_0_2,0.36,1.05,,,1.65,,0.57,1.14,0.61,1.04,,0.75,,,,,1.99,,,0.85,0.45,1.19,,0.89,0.88,0.71,0.58,0.67,,1.13,1.02,1.04
DEWP_0_1,0.41,1.27,,1.26,,,0.42,1.29,,,,1.33,,,,,,2.05,,0.85,0.7,0.76,0.68,0.87,0.78,0.84,0.94,0.71,,1.24,0.92,0.79
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,0.98,0.98,0.65,0.29,0.28,,0.85,0.84,0.76,0.61,0.61,0.3,,1.01,0.64,0.66,0.56,0.53,,1.51,0.37,,,0.28,0.72,0.21,,,,1.05,1.06,0.56
WSPM_0_1,0.82,0.89,0.92,0.43,0.21,,0.88,0.79,0.7,0.45,0.69,0.45,,0.81,0.86,0.96,0.3,0.42,,0.17,1.51,,,0.66,0.97,0.51,0.33,,,1.19,0.87,0.3
WSPM_0_3,0.84,1.0,0.53,0.4,0.88,,0.83,0.93,0.8,0.6,,0.6,,1.02,0.61,0.34,0.91,0.56,,,0.19,1.65,,0.31,0.53,0.29,,,,0.85,1.14,1.08
WSPM_0_4,1.13,0.7,0.55,1.07,,,1.01,0.54,1.01,0.72,,0.71,,1.26,0.51,0.56,,0.61,,,,,1.86,0.26,0.45,,,,,0.87,1.28,1.02
WSPM_0_0,1.0,0.99,0.88,0.63,0.59,,0.92,0.81,0.9,0.91,0.72,0.44,,0.83,1.11,0.82,0.7,0.65,,0.47,0.72,0.34,,2.0,1.89,1.03,0.68,,,1.38,0.85,0.46
WSPM_1_0,1.14,0.91,0.98,0.58,0.51,,0.97,0.86,1.05,0.75,0.71,0.44,,0.98,1.09,0.95,0.59,0.49,,0.54,1.14,0.48,0.39,1.67,1.74,0.65,0.49,,,1.33,0.96,0.54
WSPM_1_1,1.09,1.19,0.7,0.52,0.66,,0.94,1.03,0.86,0.92,0.58,0.58,,0.98,1.22,0.71,0.84,0.87,,0.84,0.76,0.55,,1.47,0.92,2.38,,,,1.49,0.96,
WSPM_1_2,1.09,1.22,0.46,0.72,0.56,,1.03,1.05,0.9,0.82,,0.62,,0.82,1.28,0.46,0.75,1.18,,,0.57,,,0.99,0.61,,2.58,,,1.49,1.08,
WSPM_1_3,0.88,1.29,,,1.65,,0.96,1.15,0.82,1.14,,0.97,,,1.18,,1.47,1.44,,,,,,0.93,,,,3.54,,1.68,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.79,0.82,0.71,0.49,0.4,,0.71,0.73,0.75,0.57,0.52,0.46,,0.77,0.8,0.66,0.52,0.56,,0.7,0.85,0.48,0.4,0.85,0.96,0.67,0.6,0.39,,1.17,0.62,0.3
PM10_1,0.94,0.89,0.6,0.46,0.46,,0.9,0.77,0.72,0.6,0.47,0.31,,1.0,0.61,0.68,0.49,0.43,,0.83,0.7,0.79,0.75,0.43,0.6,0.3,0.11,,,0.75,1.33,0.59
PM10_2,1.07,1.02,,0.73,0.85,,1.1,0.91,0.72,0.61,,0.87,,1.21,0.33,,0.95,0.68,,0.71,0.22,1.28,1.05,,0.3,,,,,0.13,1.07,1.97
