,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.03,2.81,,,,,1.55,3.24,1.41,4.62,,,,1.61,2.25,5.1,29.3,30.31,,2.1,2.23,3.25,1.91,1.01,0.53,1.32,2.0,3.81,,2.34,1.48,1.39
TEMP_0_0,2.7,1.02,,,,,3.43,1.4,2.58,2.96,,,,2.91,1.34,67.68,2.31,1.57,,2.18,2.22,2.16,6.61,0.93,0.58,1.04,1.2,1.91,,2.27,1.74,1.42
TEMP_1_1,,,1.0,,,,2.82,,3.95,,1.01,,,9.96,72.26,1.26,,,,4.96,2.41,8.77,9.07,1.55,0.69,2.95,12.22,,,3.31,3.53,33.57
TEMP_0_2,,,,1.0,,,70.0,,,4.64,,1.24,,16.61,8.66,,,2.82,,35.93,15.98,21.97,3.58,4.27,2.94,6.61,6.73,,,11.26,10.2,5.32
TEMP_0_1,,,,,1.02,,72.06,26.03,60.14,4.03,,4.4,,325.25,,,1.84,,,43.27,51.15,5.21,,5.7,4.69,7.25,12.69,1.97,,15.87,9.9,3.96
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,2.12,4.18,2.11,39.31,23.43,1.5799999999999998,1.03,18.97,2.87,41.96,,,1.5799999999999998,2.46,5.34,2.29,15.98,18.76,1.5799999999999998,3.16,2.34,3.65,2.7,1.32,0.65,2.12,2.17,4.07,1.5799999999999998,2.93,1.8,1.54
PRES_1_1,2.96,1.51,,,5.12,,15.31,1.01,38.76,,,,,3.69,2.14,,2.1,1.62,,2.72,2.46,2.45,8.13,1.18,0.66,1.33,1.87,2.44,,2.82,2.03,1.74
PRES_1_0,2.43,3.59,5.6,,,,3.77,81.57,1.03,,,,,3.2,3.27,5.1,15.7,,,4.44,3.93,4.48,3.25,1.6,0.86,2.6,3.33,7.62,,3.39,3.1,5.32
PRES_1_2,7.77,6.09,,2.65,1.83,,122.5,,,1.01,,,,8.29,3.31,,3.42,,,7.26,10.66,7.98,6.7,1.93,1.51,2.34,3.88,3.21,,6.55,4.92,4.06
PRES_0_1,,,2.9,,,,,,,,1.01,,,,,2.74,,,,8.8,6.89,,,4.03,1.87,6.5,,,,9.75,10.53,
PRES_1_3,,,,1.63,4.87,,,,,,,1.0,,61.95,17.68,,8.7,2.82,,37.86,14.83,10.84,8.65,7.89,4.59,6.39,11.0,5.08,,13.21,15.88,4.51
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
