,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.77,1.06,,,,0.65,0.86,1.27,0.78,1.4,,,0.65,0.98,0.88,1.63,2.93,3.29,0.65,0.98,0.91,1.26,0.9,0.47,0.32,0.49,0.59,0.94,0.65,1.13,0.85,0.67
TEMP_0_0,1.02,0.77,5.32,,,,1.15,0.85,1.09,1.08,,,,1.24,0.78,4.31,0.96,0.79,,0.98,0.99,0.92,1.64,0.46,0.33,0.47,0.56,0.6,,1.17,0.85,0.59
TEMP_1_1,,,0.65,,,,1.09,,1.08,,0.58,,,2.21,3.98,0.73,,,,1.3,0.96,1.65,1.78,0.52,0.35,0.68,1.38,,,1.32,1.16,2.32
TEMP_0_2,,,,0.52,,,3.4,,,1.22,,0.54,,2.46,1.52,,,0.86,,3.5,2.07,2.5,0.99,0.82,0.64,0.81,1.03,,,2.08,1.78,1.11
TEMP_0_1,,,,,0.51,,4.92,3.22,4.03,1.13,,0.91,,15.09,,,0.72,,,3.39,2.86,1.29,,1.01,0.83,1.01,1.33,0.44,,2.4,1.71,0.89
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.03,1.37,1.02,3.85,1.85,0.5,0.73,2.33,0.93,2.6,,,0.5,1.19,1.25,1.05,2.31,2.74,0.5,1.19,0.94,1.27,1.02,0.45,0.32,0.55,0.62,0.71,0.5,1.22,0.91,0.68
PRES_1_1,1.15,0.88,,,1.34,,1.87,0.73,2.66,,,,,1.41,0.94,,0.93,0.78,,1.04,1.01,0.97,1.91,0.5,0.35,0.5,0.67,0.69,,1.27,0.93,0.68
PRES_1_0,1.04,1.18,1.63,,,,1.05,3.21,0.67,,,,,1.25,1.09,1.53,2.1,,,1.26,1.21,1.29,1.07,0.67,0.43,0.77,0.79,1.65,,1.35,1.07,1.02
PRES_1_2,1.65,1.64,,0.85,0.75,,5.18,,,0.6,,,,1.8,1.08,,1.07,,,1.61,1.78,1.69,1.42,0.66,0.52,0.6,0.82,0.69,,1.75,1.34,0.92
PRES_0_1,,,0.96,,,,,,,,0.5,,,,,0.93,,,,1.56,1.39,,,0.72,0.49,0.85,,,,1.95,1.71,2.96
PRES_1_3,,,,0.64,1.08,,7.15,,,,,0.49,,4.22,1.97,,1.55,0.83,,3.47,1.82,1.7,1.5,0.99,0.69,0.83,1.27,0.57,,2.16,2.01,0.99
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.78,0.94,1.55,1.04,2.26,0.39,0.79,1.11,0.76,1.11,,1.46,0.39,0.82,0.96,,,,0.39,0.88,0.95,0.9,0.77,0.45,0.3,0.48,0.59,,0.39,1.07,0.76,0.52
DEWP_0_0,1.2,1.0,7.63,1.2,,,1.66,1.36,1.3,0.94,,1.54,,1.52,0.67,,,,,1.47,1.03,1.48,1.84,0.55,0.4,0.54,0.62,0.73,,1.37,1.14,1.44
DEWP_1_1,2.02,3.76,0.75,,,,1.13,,1.09,,0.58,,,,,0.64,,,,1.33,0.92,2.74,1.76,0.53,0.35,0.67,1.51,,,1.37,1.13,1.65
DEWP_0_2,3.48,1.83,,,0.53,,2.53,1.45,2.12,1.25,,0.98,,,,,0.58,,,1.79,2.34,1.15,,0.77,0.58,0.75,1.06,0.47,,1.84,1.38,0.79
DEWP_0_1,2.95,1.55,,0.82,,,2.56,1.37,,,,0.7,,13.15,5.29,,,0.55,,1.82,1.71,1.76,1.6,0.66,0.57,0.65,0.66,0.6,,1.8,1.56,0.99
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.08,1.17,1.48,1.58,2.05,,1.05,1.26,1.13,1.22,0.99,1.37,,1.26,1.28,1.41,1.2,1.19,,0.71,1.77,1.81,5.37,0.56,0.42,0.5,0.56,,,1.28,0.95,0.76
WSPM_0_1,1.28,1.23,1.05,1.51,2.82,,1.19,1.44,1.1,1.75,0.93,1.29,,1.53,0.93,0.98,2.53,1.47,,1.14,0.7,1.96,2.9,0.54,0.29,0.62,0.94,1.2,,1.22,0.98,1.29
WSPM_0_3,1.29,1.35,2.01,1.83,0.7,,1.19,1.32,1.26,1.52,,1.09,,1.46,1.44,2.6,0.94,1.44,,6.13,2.27,0.66,,0.77,0.59,0.86,,,,1.67,1.02,0.53
WSPM_0_4,1.42,1.85,2.02,0.82,,,1.24,2.37,1.16,1.61,,0.95,,1.44,1.81,2.26,,1.59,,5.84,2.41,,0.6,1.21,0.88,1.31,,,,1.87,1.13,0.66
WSPM_0_0,2.24,1.96,1.97,1.87,1.57,,2.56,2.58,1.73,1.52,1.53,2.45,,2.69,1.58,2.14,1.67,2.01,,2.84,1.58,2.36,3.04,0.55,0.45,0.81,0.88,,,1.93,1.91,4.6
WSPM_1_0,2.2,2.09,2.07,2.31,2.25,,2.32,2.71,1.95,2.07,1.87,2.75,,2.76,1.67,2.08,2.35,2.99,,2.31,1.64,3.15,3.6,0.74,0.55,1.27,1.31,,,2.13,1.86,3.56
WSPM_1_1,2.28,1.9,2.79,2.8,2.67,,3.36,2.38,2.33,2.07,1.93,2.27,,3.63,1.6,3.01,2.27,1.76,,3.99,1.41,3.1,3.95,0.72,0.6,0.49,1.74,,,2.29,2.64,
WSPM_1_2,2.83,1.78,5.01,2.15,2.49,,3.1,2.38,2.25,2.36,,2.23,,5.02,1.61,4.84,2.37,1.45,,5.88,1.63,,,0.64,0.71,0.69,0.45,,,2.35,3.89,
WSPM_1_3,4.67,3.73,,,1.39,,3.91,3.86,3.2,2.71,,2.46,,,3.19,,2.0,1.9,,,3.47,,,1.18,0.79,,,0.35,,3.44,,3.27
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.9,0.85,0.89,0.88,0.94,0.9,0.93,1.02,0.8,0.9,0.77,0.84,0.9,1.1,0.73,0.94,0.94,0.81,0.9,0.84,0.69,1.09,1.17,0.36,0.25,0.37,0.48,0.45,0.9,0.87,0.8,1.43
PM10_1,0.99,1.1,1.31,1.12,1.09,,0.88,1.16,0.9,1.15,1.06,1.29,,1.11,1.1,1.12,1.25,1.26,,1.03,1.1,0.95,0.87,0.51,0.35,0.63,0.56,,,1.27,0.78,0.49
PM10_2,1.64,1.71,,1.31,0.97,,1.62,1.76,1.86,2.12,,0.9,,1.83,1.55,,1.22,1.7,,2.39,2.01,1.18,1.25,0.46,0.52,,,,,2.22,1.4,0.56
