,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.12,,,0.97,1.61,1.57,1.93,,,1.04,1.07,1.83,,1.06,1.66,1.9,1.98,2.27,2.58,5.2,8.62,0.97,1.03,2.25
TEMP_0_0,0.89,1.0,,,0.85,1.38,1.52,1.71,,,0.88,0.93,1.59,,0.93,1.52,1.72,1.78,2.09,2.25,5.12,7.32,0.88,0.94,2.15
TEMP_1_1,,1.24,1.0,,0.57,0.87,0.95,,,,0.57,0.62,,4.3,0.59,0.93,1.03,1.11,1.3,1.39,,,0.55,0.58,1.29
TEMP_0_2,,,,1.0,,,,,1.12,2.79,,,0.47,,0.28,0.45,0.5,0.53,0.6,0.63,,,0.27,0.27,0.57
PRES_0_0,1.04,1.16,1.76,,1.0,1.63,,1.97,,,1.06,1.11,1.93,,1.12,1.74,1.97,2.05,2.45,2.75,4.43,9.76,1.01,1.07,2.32
PRES_1_0,0.62,0.72,,,0.62,1.0,,,,,0.68,0.65,1.13,,0.65,1.07,1.24,1.31,1.4,1.51,3.96,,0.63,0.68,1.7
PRES_0_1,0.63,0.62,1.05,,,,1.0,,,,0.61,0.63,,4.54,0.62,1.0,1.09,1.15,1.39,1.47,3.27,,0.58,0.61,1.33
PRES_1_1,0.53,0.59,,,0.48,,,1.0,,,0.43,0.56,0.92,,0.52,0.89,1.0,1.04,1.18,1.34,3.76,,0.52,0.55,1.26
PRES_1_3,,,,0.92,,,,,1.0,,,,0.43,,0.26,0.41,0.49,0.49,0.56,0.62,,,0.25,0.25,0.52
PRES_1_2,,,,0.36,,,,,,1.0,,,0.16,,0.1,0.16,,,0.17,,,,,0.09,
DEWP_1_0,0.97,1.09,1.74,,0.95,1.49,1.64,2.16,,,1.0,1.04,1.74,,1.05,1.62,1.79,1.79,2.29,2.42,,,0.94,1.01,2.14
DEWP_0_0,0.95,1.07,1.61,,0.9,1.51,1.56,1.78,,,0.97,1.0,,,0.96,1.61,1.85,1.99,2.14,2.48,5.94,7.84,0.94,0.98,2.39
DEWP_0_1,0.54,0.63,,2.22,0.53,0.88,,1.1,2.38,7.01,,,1.0,,0.6,0.95,1.1,1.14,1.3,1.41,3.18,,0.57,0.59,1.27
DEWP_1_1,,,0.21,,,,0.2,,,,,,,1.0,0.12,0.17,0.18,,0.31,,,,0.11,0.11,
WSPM_0_1,0.94,1.07,1.66,3.56,0.9,1.5,1.6,1.9,3.98,10.58,0.95,1.03,1.69,6.99,1.0,1.64,1.71,1.94,2.25,1.38,3.84,,0.94,0.97,2.02
WSPM_0_0,0.59,0.65,1.07,2.25,0.58,0.92,0.98,1.07,2.43,,0.61,0.6,1.03,,0.61,1.0,1.23,1.12,1.37,1.71,3.97,,0.58,0.62,1.43
WSPM_1_1,0.53,0.59,0.94,1.96,0.51,0.78,0.88,1.02,1.96,,0.55,0.54,0.89,,0.56,0.82,1.0,1.23,1.04,1.3,,,0.5,0.55,1.23
WSPM_1_2,0.51,0.57,0.9,1.54,0.49,0.77,0.86,1.0,2.05,,0.58,0.55,0.86,,0.51,0.88,0.73,1.0,1.35,1.82,,,0.5,0.54,1.72
WSPM_1_0,0.43,0.48,0.78,1.65,0.41,0.71,0.71,0.79,1.77,,0.43,0.46,0.76,,0.44,0.75,0.97,0.83,1.0,1.22,,,0.43,0.45,1.03
WSPM_0_2,0.4,0.44,0.81,1.63,0.37,0.64,0.76,0.76,1.62,,0.4,0.4,0.71,,0.72,0.58,0.8,0.58,0.94,1.01,,,0.37,0.42,0.88
WSPM_1_3,0.21,0.2,,,0.23,0.25,0.31,0.27,,,,0.19,0.31,,0.27,0.25,,,,,1.0,,0.17,0.22,0.41
WSPM_0_3,0.11,0.14,,,0.1,,,,,,,0.13,,,,,,,0.28,,,1.0,,0.13,0.23
PM10_0,1.02,1.16,1.8,3.79,0.99,1.63,1.7,1.96,4.17,,1.07,1.07,1.78,8.64,1.04,1.73,2.08,2.05,2.3,2.81,6.41,,1.0,1.06,3.24
PM10_1,0.95,1.06,1.73,3.62,0.9,1.46,1.64,1.84,3.85,11.47,0.96,1.02,1.65,6.95,1.03,1.62,1.69,1.96,2.3,2.27,3.91,8.39,0.98,1.0,1.94
PM10_2,0.43,0.48,0.75,1.62,0.44,0.7,0.73,0.78,2.06,,0.47,0.46,0.83,,0.48,0.64,0.76,0.63,0.94,1.08,,4.32,0.29,0.45,1.0
