,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.55,1.34,,,,0.84,0.81,1.7,0.72,2.45,,,0.84,0.85,1.13,2.72,14.63,16.14,0.84,1.09,1.13,1.71,1.0,0.49,0.25,0.64,0.98,1.91,0.84,1.2,0.75,0.7
TEMP_0_0,1.24,0.54,68.71,,,,1.66,0.73,1.33,1.53,,,,1.49,0.68,32.52,1.21,0.82,,1.1,1.11,1.1,3.39,0.42,0.26,0.48,0.58,0.97,,1.15,0.85,0.68
TEMP_1_1,,,0.36,,,,0.99,,1.33,,0.36,,,3.54,22.86,0.45,,,,1.7,0.83,3.04,3.19,0.49,0.22,0.94,4.07,,,1.16,1.19,10.23
TEMP_0_2,,,,0.21,,,12.96,,,0.96,,0.25,,3.34,1.72,,,0.58,,7.17,3.2,4.41,0.73,0.8,0.53,1.16,1.28,,,2.26,1.98,1.06
TEMP_0_1,,,,,0.18,,12.12,4.64,10.02,0.72,,0.77,,57.92,,,0.33,,,7.4,8.28,0.92,,0.94,0.74,1.18,2.1,0.33,,2.73,1.65,0.66
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.97,1.85,0.99,18.34,9.98,0.6,0.48,7.56,1.21,17.48,,,0.6,1.14,2.25,1.07,7.32,8.75,0.6,1.44,1.05,1.67,1.24,0.53,0.26,0.88,0.91,1.78,0.6,1.3,0.81,0.68
PRES_1_1,1.3,0.69,,,2.39,,5.95,0.47,14.27,,,,,1.69,0.97,,0.98,0.75,,1.23,1.09,1.12,3.74,0.48,0.27,0.55,0.83,1.09,,1.28,0.89,0.75
PRES_1_0,0.9,1.28,2.13,,,,1.29,24.5,0.39,,,,,1.19,1.18,1.94,5.87,,,1.62,1.43,1.67,1.22,0.56,0.29,0.89,1.18,2.9,,1.26,1.09,1.82
PRES_1_2,1.99,1.68,,0.74,0.52,,28.63,,,0.28,,,,2.24,0.91,,0.96,,,1.98,2.81,2.22,1.86,0.5,0.38,0.59,1.0,0.86,,1.79,1.31,1.04
PRES_0_1,,,0.55,,,,,,,,0.19,,,,,0.52,,,,1.6,1.26,,,0.68,0.31,1.08,,,,1.81,1.91,12.16
PRES_1_3,,,,0.29,0.86,,36.18,,,,,0.18,,10.32,2.98,,1.54,0.5,,6.48,2.52,1.87,1.51,1.23,0.69,0.97,1.83,0.83,,2.27,2.57,0.77
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.65,1.03,2.6,1.76,21.68,0.49,0.74,1.47,0.74,1.68,,4.86,0.49,0.62,1.65,,,,0.49,0.96,1.32,1.04,0.79,0.59,0.26,0.8,1.62,,0.49,1.18,0.66,0.49
DEWP_0_0,1.25,0.79,38.77,1.55,,,2.94,1.4,1.54,0.88,,2.73,,2.4,0.38,,,,,2.26,0.92,2.58,4.61,0.38,0.24,0.45,0.57,0.94,,1.23,1.37,3.76
DEWP_1_1,3.33,29.41,0.46,,,,1.07,,1.25,,0.35,,,,,0.35,,,,1.68,0.76,7.12,3.09,0.5,0.22,1.0,3.94,,,1.27,1.06,5.24
DEWP_0_2,9.63,1.9,,,0.26,,4.91,1.37,3.61,1.08,,1.09,,,,,0.26,,,2.25,5.38,0.96,,0.69,0.49,0.74,1.28,0.47,,1.93,1.41,0.65
DEWP_0_1,7.67,1.36,,0.55,,,6.65,1.16,,,,0.43,,,,,,0.24,,2.32,2.67,2.35,2.28,0.58,0.52,0.66,0.52,0.55,,1.75,1.85,1.08
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.07,1.17,1.99,4.27,5.26,,1.18,1.51,1.35,1.68,1.19,3.48,,1.29,2.03,1.88,1.74,1.8,,0.44,6.12,15.25,,1.17,0.44,1.05,1.79,,,1.31,0.83,1.05
WSPM_0_1,1.43,1.39,1.01,2.66,9.81,,1.34,1.75,1.31,3.16,0.99,2.06,,2.01,0.93,0.89,6.82,2.89,,2.91,0.43,8.96,15.33,0.49,0.16,0.74,1.55,,,1.1,1.1,3.2
WSPM_0_3,1.57,1.33,3.54,3.56,0.6,,1.4,1.42,1.46,2.07,,1.36,,1.51,2.24,7.28,0.84,2.1,,47.95,11.75,0.37,,1.6,0.84,1.77,,,,2.13,0.86,0.4
WSPM_0_4,1.31,2.56,3.66,0.63,,,1.29,4.7,1.14,1.98,,1.08,,1.3,3.6,3.83,,2.23,,,17.35,,0.29,3.32,1.6,4.73,,,,2.41,0.93,0.54
WSPM_0_0,2.5,2.16,2.32,2.62,2.09,,3.24,3.5,2.16,1.67,1.86,4.78,,3.71,1.48,2.75,2.29,2.86,,5.84,1.81,5.51,14.33,0.24,0.18,0.61,1.01,,,1.75,2.85,10.07
WSPM_1_0,2.37,2.45,2.27,3.66,3.78,,2.67,3.62,2.34,2.72,2.41,5.49,,3.47,1.66,2.33,3.8,5.78,,4.26,1.47,7.13,10.9,0.42,0.28,1.63,2.42,,,1.95,2.1,7.24
WSPM_1_1,2.56,1.87,4.68,5.03,4.15,,4.65,2.65,3.04,2.53,3.43,3.53,,5.54,1.42,5.26,2.84,1.93,,9.46,1.67,5.8,13.89,0.44,0.41,0.18,,,,2.04,3.41,
WSPM_1_2,3.48,1.76,12.25,2.84,4.06,,3.69,2.41,2.84,3.0,,3.26,,9.27,1.29,11.59,3.16,1.21,,,2.63,,,0.41,0.71,1.43,0.15,,,2.08,9.91,
WSPM_1_3,6.36,4.68,,,0.88,,5.11,4.6,4.34,2.79,,2.69,,,3.46,,1.58,1.48,,,,,,1.23,,,,0.08,,3.09,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.98,0.89,1.0,1.23,1.51,,1.11,1.2,0.87,1.19,1.0,1.18,,1.32,0.73,1.13,1.31,1.03,,1.03,0.66,1.78,2.26,0.28,0.16,0.35,0.51,0.6,,0.72,1.01,8.14
PM10_1,0.97,1.15,1.87,1.85,1.61,,0.92,1.45,1.07,1.5,1.64,3.08,,1.13,1.58,1.39,1.95,2.27,,1.12,1.5,1.06,0.94,0.65,0.3,1.23,1.57,,,1.6,0.55,0.52
PM10_2,1.71,1.79,,1.48,1.03,,1.62,2.06,2.54,3.26,,0.86,,1.79,4.04,,1.16,2.24,,3.81,10.61,0.95,1.14,,0.85,,,,,6.27,1.39,0.25
