,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.0,,,,,0.82,0.64,0.42,0.4,0.33,,1.07,0.62,0.09,0.07,,0.57,0.57,0.49,0.4,0.38,0.32,0.31,0.29,0.23,,0.95,0.67,0.41
TEMP_0_1,,1.0,,,,1.43,1.13,0.72,0.7,0.57,,1.87,,,,,1.0,0.99,0.85,0.7,0.67,0.55,0.55,,0.45,,1.65,1.17,0.73
TEMP_0_0,,,1.0,,,1.85,,0.92,0.89,0.73,,,1.37,,,,1.28,1.27,1.06,0.91,0.86,0.71,0.7,,0.52,,2.12,1.49,0.9
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.22,0.7,0.54,,,1.0,,,,0.4,,1.3,0.75,,,,0.69,0.69,0.59,0.49,0.47,0.39,0.38,0.35,0.28,,1.15,0.81,0.5
PRES_1_3,1.55,0.88,,,,,1.0,,,,,1.66,0.95,0.14,0.1,,0.88,0.88,0.74,0.63,0.6,0.5,0.49,0.46,0.36,,1.47,1.04,0.64
PRES_1_1,2.35,1.37,1.07,0.1,,,,1.0,,0.87,,2.55,1.46,,,,1.39,1.31,1.18,0.95,0.9,0.77,0.75,,0.59,,2.27,1.63,1.0
PRES_1_0,2.5,1.43,1.12,,,,,,1.0,0.81,,2.68,1.53,,,,1.38,1.45,1.17,1.03,1.1,0.8,0.79,,0.64,,2.38,1.66,1.07
PRES_0_0,3.07,1.75,1.37,,,2.82,,,1.21,1.0,,3.29,1.87,0.31,,,1.78,1.77,1.59,1.21,0.99,0.88,1.04,,,,2.82,2.06,1.22
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.94,0.54,,,,0.77,0.6,0.39,0.37,0.3,,1.0,,,,,0.53,0.53,0.45,0.38,0.36,0.3,0.29,0.28,0.22,,0.89,0.62,0.39
DEWP_0_1,1.62,,0.73,0.07,,1.34,1.04,0.68,0.65,0.53,,,1.0,,,,0.93,0.92,0.79,0.67,0.63,0.52,0.52,0.46,0.38,,1.55,1.08,0.66
DEWP_0_0,10.87,,,,,,,,,3.48,,,,1.0,,,6.18,,,,,,,,,,10.28,7.79,
DEWP_1_0,14.96,,,,,,,,,,,,,,1.0,,10.13,,,,,,,,,,,10.43,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.76,1.0,0.77,,,1.45,1.13,0.71,0.7,0.55,,1.88,1.07,0.16,0.1,,1.0,0.98,,1.1,,,0.59,,,,1.69,1.17,0.7
WSPM_0_1,1.76,1.0,0.79,,,1.46,1.12,0.73,0.7,0.55,,1.88,1.08,,,,1.02,1.0,0.89,0.79,0.65,0.53,0.58,,,,1.64,1.14,0.74
WSPM_0_2,2.06,1.18,0.95,,,1.68,1.35,0.85,0.84,0.62,,2.21,1.27,,,,,1.12,1.0,0.98,,0.56,0.77,,,,2.03,1.36,0.8
WSPM_0_0,2.48,1.42,1.09,,,2.03,1.61,1.04,0.98,0.92,,2.66,1.5,,,,1.09,1.34,1.16,1.0,1.16,0.75,0.78,,0.65,,2.37,1.52,0.84
WSPM_1_2,2.61,1.49,1.17,,,2.12,1.68,1.11,1.13,1.11,,2.79,1.6,,,,,1.54,,0.99,1.0,0.96,0.67,,,,2.4,2.19,
WSPM_1_1,3.16,1.81,1.41,,,2.6,1.97,1.32,1.25,1.07,,3.38,1.94,,,,,1.89,1.73,1.18,1.04,1.0,0.75,,,,2.99,2.47,1.37
WSPM_1_0,3.2,1.82,1.42,,,2.64,2.06,1.35,1.29,1.02,,3.42,1.94,,,,1.48,1.79,1.27,1.31,1.34,1.19,1.0,,,,3.03,2.15,1.44
WSPM_0_4,3.44,,,,,2.83,2.21,,,,,3.63,2.16,0.32,,,,,,,,,,1.0,,,3.33,2.22,1.4
WSPM_1_3,4.28,2.39,1.91,,,3.52,2.74,1.78,1.59,,,4.55,2.6,,,,,,,1.34,,,,,1.0,,3.89,3.68,2.63
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.06,0.6,0.47,0.04,,0.87,0.68,0.44,0.42,0.36,,1.13,0.65,,,,0.59,0.61,0.49,0.42,0.42,0.34,0.33,0.3,0.26,,1.0,0.7,0.59
PM10_1,1.5,0.86,0.67,,,1.24,0.96,0.61,0.61,0.47,,1.6,0.91,0.13,0.08,,0.86,0.85,0.74,0.64,0.39,0.44,0.5,0.44,0.27,,1.46,1.0,0.56
PM10_2,2.42,1.38,1.08,,,1.97,1.56,1.0,0.93,0.82,,2.56,1.51,,0.15,,1.42,1.24,1.24,0.97,,0.86,0.66,0.7,0.41,,1.68,1.62,1.0
