,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,1.0,,,,,0.96,0.9,0.82,0.81,0.77,,1.01,0.89,0.58,0.54,,0.88,0.88,0.85,0.81,0.8,0.77,0.77,0.75,0.71,,1.02,0.89
TEMP_0_1,,1.0,,,,1.09,1.03,0.93,0.92,0.88,,1.15,,,,,1.0,1.0,0.96,0.92,0.91,0.87,0.87,,0.83,,1.15,1.01
TEMP_0_0,,,1.0,,,1.15,,0.98,0.97,0.93,,,1.07,,,,1.06,1.06,1.01,0.98,0.97,0.92,0.92,,0.86,,1.22,1.07
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.05,0.92,0.87,,,1.0,,,,,,1.06,0.93,,,,0.92,0.92,0.89,0.85,0.84,0.8,0.8,0.79,0.75,,1.06,0.93
PRES_1_3,1.11,0.97,,,,,1.0,,,,,1.12,0.99,,,,0.97,0.97,0.93,0.9,0.89,0.86,0.85,0.83,0.79,,1.12,0.98
PRES_1_1,1.22,1.08,1.02,,,,,1.0,,,,1.24,1.09,,,,1.08,1.07,1.04,1.0,0.98,0.94,0.92,,0.88,,1.24,1.09
PRES_1_0,1.23,1.09,1.03,,,,,,1.0,0.95,,1.26,1.1,,,,1.07,1.09,1.04,1.04,0.99,0.92,0.93,,0.92,,1.26,1.09
PRES_0_0,1.29,1.14,1.08,,,,,,1.05,1.0,,1.31,1.16,0.76,,,1.15,1.14,1.12,0.91,0.99,0.99,1.14,,,,1.32,1.14
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.99,0.87,,,,0.94,0.89,0.81,0.8,0.76,,1.0,,,,,0.87,0.87,0.83,0.8,0.79,0.76,0.75,0.74,0.71,,1.0,0.88
DEWP_0_1,1.12,,0.93,,,1.07,1.01,0.91,0.91,0.86,,,1.0,,,,0.98,0.98,0.95,0.91,0.9,0.86,0.86,0.83,0.8,,1.14,0.99
DEWP_0_0,1.73,,,,,,,,,1.31,,,,1.0,,,1.52,,,,,,,,,,1.8,1.48
DEWP_1_0,1.86,,,,,,,,,,,,,,1.0,,1.77,,,,,,,,,,,1.89
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.14,1.0,0.94,,,1.09,1.03,0.92,0.94,0.87,,1.16,1.02,0.66,0.57,,1.0,,,,,,0.94,,,,1.16,1.0
WSPM_0_1,1.14,1.0,0.95,,,1.09,1.03,0.93,0.92,0.88,,1.16,1.02,,,,,1.0,,,,0.74,0.92,,,,1.15,1.03
WSPM_0_2,1.18,1.04,0.99,,,1.13,1.07,0.97,0.96,0.89,,1.2,1.06,,,,,,1.0,,,,1.07,,,,1.21,1.03
WSPM_0_0,1.23,1.09,1.02,,,1.18,1.11,1.0,0.96,1.09,,1.25,1.1,,,,,,,1.0,1.05,1.02,0.91,,,,1.26,1.07
WSPM_1_2,1.25,1.1,1.04,,,1.18,1.13,1.02,1.01,1.01,,1.27,1.11,,,,,,,0.95,1.0,,,,,,1.26,1.39
WSPM_1_1,1.3,1.15,1.08,,,1.25,1.16,1.07,1.08,1.01,,1.32,1.16,,,,,1.35,,0.99,,1.0,,,,,1.32,1.24
WSPM_1_0,1.31,1.15,1.08,,,1.25,1.18,1.09,1.08,0.87,,1.33,1.17,,,,1.07,1.09,0.93,1.09,,,1.0,,,,1.32,1.18
WSPM_0_4,1.33,,,,,1.27,1.2,,,,,1.34,1.19,,,,,,,,,,,1.0,,,1.38,1.17
WSPM_1_3,1.4,1.2,1.16,,,1.34,1.26,1.14,1.09,,,1.41,1.24,,,,,,,,,,,,1.0,,1.39,1.42
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.98,0.87,0.82,,,0.94,0.89,0.81,0.8,0.76,,1.0,0.88,0.56,,,0.86,0.87,0.83,0.79,0.79,0.76,0.76,0.72,0.72,,1.0,0.87
PM10_1,1.12,0.99,0.93,,,1.07,1.02,0.91,0.91,0.88,,1.14,1.01,0.68,0.53,,1.0,0.96,0.97,0.93,0.72,0.81,0.85,0.85,0.7,,1.14,1.0
